38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:09:93,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,00:4e:35:de:e1:12,60:32:b1:3e:1a:b8,20:a6:cd:50:24:a2,38:17:c3:19:55:52,38:17:c3:19:55:51,b4:5d:50:e1:92:23,44:48:c1:a5:82:21,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,38:17:c3:19:71:90,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,38:17:c3:19:55:41,00:4e:35:de:e1:00,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:22:32,a8:bd:27:4c:bd:30,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:55:42,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:20,00:4e:35:de:e1:01,38:17:c3:19:55:40,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:12,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:1e:fc:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:90,38:17:c3:1f:0f:91,38:17:c3:1b:08:b0,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:1b:08:b1,00:4e:35:df:27:00,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-47,-84,-47,-84,-46,-83,-70,-69,-72,-69,-70,-71,-70,-75,-76,-74,-70,-87,-68,-68,-85,-67,-87,-92,-81,-81,-61,-70,-89,-89,-70,-70,-89,-89,-87,-87,-73,-74,-80,-73,-88,-89,-90,-88,-65,-84,-71,-85,-84,-82,-82,-81,-92,-89,-72,-74,-71,-76,-90,-92,-76,-75,-77,-53,-51,-61,-64,-85,-51,-79,-77,-83,-83,-81,-73,-73,-72,-85,-88,-89,-83,-84,-85,-83,-92,-92,-86,-89,-90,-88,-84,-85,-79,-93,-91,-91,-93,-90,-92,-90,-89,-89,-90,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-48,-84,-48,-83,-46,-84,-69,-69,-71,-69,-72,-72,-72,-75,-74,-75,-69,-84,-68,-69,-84,-68,-83,-92,-82,-82,-59,-70,-90,-89,-70,-69,-89,-89,-87,-87,-73,-73,-82,-73,-88,-88,-88,-88,-64,-85,-69,-85,-83,-83,-83,-83,-89,-91,-76,-76,-71,-76,-88,-92,-76,-76,-79,-52,-52,-64,-65,-82,-53,-79,-77,-83,-83,-81,-71,-72,-71,-86,-88,-88,-85,-85,-85,-83,-92,-92,-86,-89,-90,-88,-84,-85,-77,-93,-91,-91,-93,-91,-92,-90,-89,-89,-90,-89,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-50,-81,-50,-91,-50,-92,-71,-71,-69,-72,-68,-67,-68,-74,-75,-75,-56,-81,-56,-59,-80,-78,-82,-91,-77,-78,-60,-68,-88,-86,-69,-68,-90,-91,-87,-87,-80,-77,-77,-80,-90,-90,-88,-90,-68,-85,-77,-89,-90,-79,-79,-80,-91,-91,-75,-77,-68,-71,-86,-91,-71,-70,-75,-62,-63,-68,-68,-89,-62,-81,-77,-83,-83,-80,-73,-73,-71,-80,-88,-83,-87,-87,-86,-83,-90,-92,-86,-84,-83,-89,-79,-80,-77,-89,-91,-91,-93,-89,-92,-90,-89,-89,-90,-90,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-52,-80,-50,-77,-50,-81,-71,-70,-67,-71,-68,-68,-67,-74,-75,-75,-63,-83,-61,-63,-83,-62,-82,-90,-79,-78,-62,-67,-88,-88,-69,-68,-90,-91,-90,-88,-80,-77,-78,-80,-88,-90,-90,-88,-70,-85,-77,-86,-87,-79,-79,-85,-90,-90,-73,-72,-68,-72,-88,-92,-73,-71,-69,-60,-61,-70,-70,-89,-63,-82,-82,-83,-83,-80,-70,-73,-73,-79,-89,-84,-87,-87,-86,-83,-93,-87,-86,-85,-85,-88,-80,-80,-82,-88,-93,-91,-93,-93,-91,-92,-89,-89,-90,-90,-91,-90,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-50,-82,-50,-77,-49,-82,-71,-69,-67,-70,-68,-68,-68,-74,-75,-74,-62,-81,-62,-61,-82,-62,-83,-90,-79,-77,-62,-67,-91,-87,-67,-68,-90,-91,-90,-88,-80,-79,-78,-77,-88,-90,-90,-88,-70,-85,-78,-86,-86,-79,-79,-91,-90,-90,-74,-75,-71,-71,-87,-92,-71,-72,-75,-65,-63,-70,-70,-88,-64,-82,-82,-83,-83,-79,-72,-73,-72,-81,-89,-84,-87,-87,-86,-79,-90,-87,-90,-83,-83,-87,-81,-80,-82,-90,-92,-91,-93,-91,-91,-92,-89,-89,-90,-90,-91,-90,-89,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-50,-80,-50,-77,-50,-82,-71,-71,-68,-72,-70,-69,-67,-76,-75,-74,-58,-81,-59,-60,-82,-60,-82,-90,-80,-80,-63,-67,-91,-87,-68,-67,-90,-91,-90,-88,-78,-76,-80,-78,-88,-89,-90,-90,-70,-85,-76,-86,-86,-81,-80,-80,-90,-90,-73,-73,-69,-72,-87,-92,-71,-71,-75,-63,-63,-70,-69,-88,-63,-82,-84,-83,-83,-79,-72,-74,-72,-80,-89,-83,-86,-87,-87,-79,-93,-85,-90,-84,-83,-87,-81,-80,-82,-88,-92,-91,-93,-92,-91,-92,-89,-89,-90,-90,-91,-90,-89,-90,-90,-90,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-50,-80,-51,-77,-52,-82,-70,-70,-68,-70,-67,-69,-68,-75,-75,-74,-60,-81,-59,-59,-82,-59,-82,-92,-80,-79,-64,-68,-91,-90,-68,-68,-90,-91,-88,-88,-78,-76,-80,-77,-88,-88,-90,-89,-70,-87,-74,-86,-88,-81,-81,-80,-90,-90,-76,-73,-69,-71,-87,-92,-72,-72,-76,-64,-64,-69,-70,-86,-64,-82,-83,-83,-83,-79,-73,-73,-72,-80,-89,-82,-87,-86,-86,-79,-88,-85,-89,-83,-83,-87,-81,-79,-82,-88,-92,-91,-93,-90,-91,-92,-89,-89,-90,-90,-91,-90,-89,-91,-90,-90,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-50,-80,-51,-77,-50,-82,-71,-70,-68,-70,-68,-69,-68,-74,-74,-74,-59,-82,-60,-58,-84,-60,-82,-92,-80,-80,-60,-68,-93,-87,-68,-68,-90,-91,-86,-85,-78,-76,-79,-77,-88,-89,-90,-89,-70,-87,-77,-87,-87,-81,-86,-87,-90,-90,-75,-74,-69,-71,-88,-92,-71,-71,-76,-64,-64,-69,-69,-84,-65,-82,-83,-83,-83,-72,-72,-73,-73,-80,-87,-82,-87,-86,-86,-79,-87,-88,-90,-83,-83,-87,-82,-81,-82,-89,-91,-91,-100,-92,-89,-90,-89,-89,-90,-90,-91,-90,-89,-91,-90,-90,-88,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-58,-79,-60,-80,-57,-80,-68,-68,-73,-68,-73,-73,-73,-72,-73,-72,-60,-84,-59,-59,-84,-58,-83,-93,-84,-86,-52,-66,-89,-91,-67,-66,-89,-91,-86,-85,-74,-73,-84,-77,-88,-87,-87,-86,-64,-87,-77,-85,-86,-81,-81,-81,-90,-90,-75,-73,-65,-72,-91,-88,-73,-72,-73,-58,-60,-63,-64,-86,-59,-77,-81,-83,-83,-72,-73,-73,-73,-76,-87,-86,-86,-85,-84,-79,-89,-88,-90,-87,-86,-87,-75,-77,-78,-91,-91,-91,-90,-88,-89,-90,-89,-89,-90,-90,-91,-90,-87,-91,-90,-90,-88,-88,-87,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-55,-81,-55,-80,-54,-81,-68,-69,-76,-69,-75,-76,-76,-74,-72,-74,-60,-83,-60,-61,-83,-60,-84,-93,-84,-83,-54,-70,-90,-90,-69,-70,-89,-91,-82,-82,-80,-77,-86,-77,-86,-86,-87,-87,-60,-87,-76,-88,-85,-78,-78,-79,-90,-95,-72,-72,-67,-73,-91,-88,-75,-73,-72,-59,-61,-60,-60,-86,-60,-79,-81,-79,-78,-80,-73,-71,-73,-76,-83,-86,-86,-85,-84,-79,-89,-88,-90,-86,-86,-87,-75,-77,-81,-92,-91,-91,-90,-88,-89,-90,-89,-89,-90,-90,-91,-90,-87,-91,-90,-90,-88,-88,-88,-89,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-56,-82,-56,-82,-55,-81,-70,-69,-74,-69,-74,-75,-76,-72,-73,-73,-62,-83,-61,-62,-83,-61,-82,-93,-84,-84,-53,-69,-88,-90,-70,-71,-87,-91,-82,-81,-80,-77,-83,-76,-85,-85,-86,-85,-61,-86,-79,-87,-86,-79,-80,-79,-93,-93,-72,-71,-65,-74,-91,-88,-74,-74,-72,-57,-57,-62,-62,-85,-59,-77,-79,-79,-80,-81,-71,-70,-68,-76,-82,-86,-86,-85,-84,-81,-87,-88,-90,-83,-84,-87,-76,-78,-81,-92,-91,-91,-90,-88,-89,-90,-89,-89,-90,-90,-91,-90,-87,-91,-90,-90,-88,-88,-88,-89,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-55,-81,-54,-80,-58,-82,-70,-69,-75,-69,-75,-75,-76,-73,-72,-72,-62,-83,-61,-62,-83,-61,-84,-93,-83,-86,-52,-69,-90,-90,-70,-68,-87,-88,-82,-82,-79,-78,-84,-79,-85,-85,-86,-85,-59,-86,-78,-85,-86,-78,-78,-78,-93,-93,-72,-72,-66,-75,-91,-88,-77,-75,-72,-58,-59,-60,-61,-85,-59,-77,-78,-79,-80,-81,-70,-71,-68,-78,-82,-83,-86,-83,-84,-80,-89,-93,-88,-84,-84,-87,-75,-79,-81,-90,-92,-91,-82,-94,-89,-90,-89,-89,-90,-90,-91,-90,-87,-91,-90,-90,-88,-88,-88,-89,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-56,-82,-55,-81,-56,-81,-69,-68,-73,-69,-74,-73,-74,-72,-73,-72,-66,-82,-66,-66,-81,-64,-82,-93,-84,-84,-55,-69,-91,-90,-70,-69,-89,-88,-83,-83,-76,-78,-84,-79,-85,-85,-86,-85,-59,-83,-78,-86,-86,-82,-81,-81,-92,-93,-71,-72,-66,-70,-90,-88,-73,-70,-72,-58,-58,-60,-61,-89,-59,-77,-78,-79,-79,-82,-71,-71,-71,-76,-83,-85,-86,-83,-84,-80,-89,-89,-88,-85,-85,-87,-78,-76,-81,-92,-92,-91,-82,-91,-89,-90,-89,-89,-90,-90,-91,-90,-87,-91,-90,-90,-88,-88,-88,-89,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-56,-81,-57,-82,-56,-80,-69,-69,-74,-68,-73,-74,-88,-73,-73,-74,-62,-82,-63,-62,-82,-62,-82,-93,-85,-84,-52,-69,-89,-92,-69,-68,-88,-87,-84,-83,-80,-81,-82,-77,-87,-86,-87,-87,-60,-86,-75,-86,-86,-80,-80,-81,-90,-93,-72,-74,-67,-74,-91,-88,-75,-72,-75,-60,-60,-63,-81,-85,-58,-78,-80,-80,-80,-82,-71,-71,-70,-79,-83,-87,-84,-84,-85,-80,-89,-92,-89,-86,-86,-87,-76,-78,-81,-92,-92,-91,-82,-91,-89,-90,-89,-89,-90,-90,-91,-90,-87,-91,-90,-90,-88,-88,-88,-89,-88,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-58,-83,-57,-84,-56,-83,-76,-76,-70,-75,-72,-70,-70,-71,-73,-72,-59,-82,-61,-60,-82,-60,-82,-89,-79,-79,-56,-90,-85,-88,-89,-89,-88,-87,-88,-89,-80,-81,-81,-77,-87,-88,-87,-88,-67,-86,-70,-83,-84,-82,-82,-82,-94,-93,-69,-69,-67,-73,-88,-88,-72,-73,-75,-61,-61,-68,-67,-80,-60,-78,-79,-80,-80,-78,-70,-70,-71,-79,-89,-88,-84,-84,-85,-80,-89,-92,-89,-88,-88,-87,-76,-78,-81,-92,-92,-91,-82,-92,-89,-90,-100,-100,-100,-90,-94,-100,-87,-90,-90,-90,-88,-88,-90,-89,-84,-92,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-55,-84,-56,-85,-55,-85,-74,-73,-70,-73,-69,-70,-70,-72,-73,-71,-62,-85,-62,-65,-84,-63,-84,-90,-80,-79,-57,-79,-85,-88,-80,-79,-88,-87,-87,-89,-80,-81,-80,-83,-87,-88,-87,-88,-65,-83,-70,-84,-84,-81,-80,-81,-92,-90,-70,-69,-67,-72,-89,-88,-71,-72,-70,-62,-61,-66,-65,-82,-61,-77,-81,-80,-80,-78,-71,-70,-71,-75,-89,-84,-84,-87,-87,-80,-90,-89,-88,-83,-84,-88,-78,-75,-83,-92,-92,-91,-82,-93,-89,-90,-100,-100,-100,-90,-94,-100,-87,-91,-90,-90,-88,-88,-90,-88,-84,-92,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-55,-84,-56,-86,-55,-85,-75,-74,-70,-74,-70,-70,-71,-71,-73,-71,-61,-83,-62,-62,-81,-61,-82,-88,-76,-77,-60,-80,-86,-86,-79,-80,-88,-87,-86,-86,-84,-81,-77,-83,-86,-85,-86,-86,-68,-84,-70,-85,-85,-80,-80,-81,-88,-90,-67,-69,-67,-72,-88,-88,-71,-71,-69,-61,-63,-64,-67,-82,-62,-77,-81,-80,-80,-78,-71,-71,-71,-75,-89,-83,-83,-87,-87,-80,-89,-88,-88,-83,-84,-90,-76,-77,-79,-91,-92,-91,-82,-94,-89,-90,-100,-100,-100,-90,-94,-100,-87,-90,-89,-89,-88,-88,-88,-88,-85,-92,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-57,-84,-55,-85,-56,-85,-74,-74,-70,-74,-70,-72,-70,-71,-72,-71,-62,-82,-61,-63,-83,-61,-82,-88,-76,-78,-58,-81,-85,-88,-80,-80,-88,-87,-86,-86,-84,-82,-79,-82,-87,-86,-86,-86,-66,-77,-72,-82,-82,-81,-82,-82,-91,-90,-68,-70,-69,-72,-88,-91,-71,-71,-69,-60,-59,-67,-64,-88,-59,-77,-81,-78,-78,-73,-70,-71,-70,-78,-87,-83,-83,-84,-83,-80,-89,-92,-89,-83,-84,-90,-78,-76,-79,-93,-91,-91,-82,-92,-89,-90,-100,-100,-100,-90,-94,-100,-87,-90,-89,-89,-88,-88,-88,-88,-84,-92,-85,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-55,-84,-55,-85,-57,-85,-74,-76,-70,-74,-70,-72,-70,-73,-73,-72,-61,-82,-61,-63,-83,-61,-82,-88,-78,-78,-59,-79,-86,-89,-79,-78,-87,-89,-87,-87,-84,-82,-77,-82,-87,-86,-89,-86,-66,-77,-76,-83,-84,-81,-82,-82,-92,-89,-69,-68,-69,-70,-88,-91,-70,-71,-68,-62,-61,-66,-66,-90,-62,-77,-81,-79,-79,-73,-70,-71,-69,-75,-87,-83,-84,-84,-84,-80,-89,-91,-88,-83,-84,-90,-75,-77,-79,-93,-91,-91,-82,-91,-89,-90,-100,-100,-100,-90,-94,-100,-87,-90,-89,-89,-88,-88,-88,-88,-85,-92,-84,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-57,-84,-55,-85,-54,-85,-77,-76,-70,-76,-70,-70,-69,-73,-72,-73,-60,-82,-60,-61,-81,-61,-81,-88,-78,-79,-56,-80,-86,-89,-78,-79,-87,-88,-89,-88,-83,-83,-79,-83,-88,-87,-89,-87,-67,-83,-76,-83,-83,-80,-81,-83,-90,-90,-68,-69,-69,-71,-88,-91,-70,-71,-68,-62,-62,-68,-67,-90,-61,-77,-80,-79,-79,-66,-72,-71,-71,-76,-88,-83,-84,-84,-84,-80,-89,-91,-87,-83,-84,-90,-76,-75,-79,-91,-93,-91,-82,-92,-89,-90,-100,-100,-100,-90,-94,-100,-87,-90,-89,-89,-88,-88,-88,-88,-85,-92,-86,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
