20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b6:e6:2d:69:d5:58,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:19:d7:70,38:17:c3:19:d7:71,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:1c:12,38:17:c3:1f:1c:11,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,44:48:c1:91:95:a2,38:17:c3:19:36:30,38:17:c3:19:36:31,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:29:d0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:90,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:92,d8:07:b6:72:52:c0,80:8d:b7:55:35:02,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b2,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,80:8d:b7:55:4d:10,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-81,-100,-100,-100,-100,-85,-100,-84,-68,-85,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-93,-89,-91,-93,-72,-100,-100,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-69,-100,-70,-100,-100,-68,-69,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-89,-90,-82,-79,-84,-100,-100,-68,-83,-79,-79,-82,-78,-83,-83,-91,-77,-77,-79,-85,-85,-100,-85,-83,-92,-85,-84,-85,-87,-84,-85,-84,-85,-85,-90,-94,-82,-85,-90,-84,-94,-90,-88,-84,-90,-91,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-100,-86,-100,-84,-70,-84,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-73,-100,-78,-100,-100,-100,-100,-100,-100,-93,-89,-91,-93,-76,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-70,-68,-100,-68,-100,-100,-67,-69,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-90,-91,-84,-83,-85,-100,-100,-68,-82,-78,-79,-81,-79,-81,-82,-92,-82,-80,-80,-84,-84,-90,-84,-85,-92,-85,-86,-85,-85,-84,-85,-84,-87,-83,-90,-90,-82,-85,-90,-83,-94,-90,-88,-83,-90,-90,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-84,-100,-85,-68,-85,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-87,-100,-78,-100,-100,-100,-100,-100,-100,-93,-89,-91,-93,-75,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-61,-69,-100,-67,-100,-100,-68,-68,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-93,-91,-82,-83,-85,-100,-100,-69,-79,-80,-81,-79,-80,-80,-80,-92,-82,-78,-74,-84,-83,-92,-84,-84,-86,-87,-87,-84,-86,-85,-87,-84,-87,-83,-90,-90,-82,-85,-90,-83,-94,-90,-88,-83,-89,-89,-90,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-85,-100,-85,-68,-85,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-90,-92,-91,-90,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-72,-69,-100,-68,-100,-100,-68,-68,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-90,-91,-80,-80,-85,-100,-100,-69,-80,-80,-81,-80,-80,-80,-81,-93,-78,-78,-79,-84,-84,-92,-84,-83,-85,-85,-86,-85,-88,-85,-85,-82,-85,-84,-90,-93,-82,-83,-90,-83,-94,-90,-88,-84,-90,-89,-90,-89,-90,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-81,-100,-100,-100,-100,-84,-100,-84,-68,-84,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-91,-92,-91,-90,-73,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-64,-69,-100,-69,-100,-100,-69,-67,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-90,-91,-84,-80,-85,-100,-100,-67,-82,-80,-79,-81,-80,-82,-82,-93,-78,-75,-79,-86,-85,-92,-85,-84,-85,-85,-86,-85,-86,-85,-86,-92,-86,-83,-91,-91,-85,-85,-90,-83,-94,-90,-88,-84,-91,-94,-90,-89,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-79,-100,-100,-100,-100,-83,-100,-84,-68,-84,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-75,-100,-78,-100,-100,-100,-100,-100,-100,-93,-90,-93,-90,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-63,-69,-100,-68,-100,-100,-70,-69,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-91,-85,-80,-85,-100,-100,-68,-83,-80,-79,-82,-80,-82,-83,-93,-78,-79,-76,-85,-84,-92,-86,-85,-88,-88,-86,-86,-87,-86,-89,-92,-87,-83,-91,-93,-85,-86,-90,-83,-94,-90,-88,-84,-91,-90,-85,-89,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-79,-100,-100,-100,-100,-86,-100,-86,-72,-85,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-93,-90,-93,-90,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-65,-70,-100,-69,-100,-100,-68,-68,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-91,-81,-80,-88,-100,-100,-68,-83,-80,-79,-82,-79,-83,-82,-93,-77,-77,-74,-81,-80,-92,-80,-81,-88,-90,-89,-83,-84,-83,-89,-90,-86,-83,-89,-93,-85,-86,-90,-83,-94,-88,-88,-85,-91,-90,-85,-89,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-100,-89,-100,-89,-70,-90,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-68,-72,-100,-69,-100,-100,-67,-67,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-93,-91,-86,-73,-80,-100,-100,-70,-82,-80,-79,-82,-78,-83,-81,-93,-75,-77,-77,-81,-82,-92,-81,-81,-90,-86,-86,-82,-81,-81,-86,-90,-86,-83,-89,-93,-85,-86,-90,-83,-94,-88,-88,-85,-91,-90,-93,-89,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-100,-100,-90,-100,-89,-68,-88,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-70,-100,-69,-100,-100,-67,-67,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-93,-91,-83,-74,-80,-100,-100,-70,-81,-80,-78,-82,-79,-81,-81,-93,-72,-74,-75,-81,-81,-92,-82,-81,-88,-88,-87,-82,-81,-82,-87,-90,-87,-83,-88,-93,-86,-86,-90,-83,-94,-87,-88,-85,-91,-91,-90,-89,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-78,-100,-100,-100,-100,-90,-100,-89,-72,-88,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-64,-72,-100,-69,-100,-100,-69,-69,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-91,-90,-84,-72,-80,-100,-100,-69,-83,-78,-77,-82,-80,-83,-82,-93,-75,-77,-75,-81,-82,-91,-82,-81,-86,-89,-89,-82,-82,-82,-89,-90,-90,-83,-92,-93,-86,-86,-92,-83,-94,-91,-88,-85,-91,-91,-90,-89,-89,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-82,-80,-100,-81,-100,-100,-100,-100,-91,-100,-91,-71,-91,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-68,-72,-100,-71,-100,-100,-70,-69,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-93,-93,-83,-73,-87,-100,-100,-69,-84,-80,-81,-83,-80,-84,-84,-93,-79,-78,-76,-82,-82,-91,-82,-82,-88,-87,-88,-82,-81,-82,-88,-90,-89,-83,-92,-94,-85,-86,-93,-83,-93,-91,-88,-85,-91,-91,-90,-89,-89,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-82,-78,-100,-81,-100,-100,-100,-100,-93,-100,-91,-70,-91,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-65,-72,-100,-71,-100,-100,-68,-67,-80,-81,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-91,-91,-85,-76,-87,-100,-100,-68,-83,-80,-81,-83,-80,-83,-82,-93,-76,-77,-76,-84,-84,-91,-83,-83,-87,-87,-87,-83,-83,-82,-87,-90,-88,-83,-92,-94,-87,-88,-93,-83,-93,-91,-88,-85,-91,-92,-90,-89,-89,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-83,-82,-100,-82,-100,-100,-100,-100,-92,-100,-90,-68,-90,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-93,-90,-75,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-73,-70,-100,-71,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-80,-88,-86,-100,-100,-62,-83,-84,-84,-83,-83,-83,-84,-91,-70,-85,-71,-76,-76,-91,-76,-76,-90,-86,-86,-81,-82,-83,-84,-86,-85,-83,-88,-89,-87,-86,-85,-84,-91,-91,-88,-87,-90,-89,-90,-89,-89,-94,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-83,-81,-100,-82,-100,-100,-100,-100,-93,-100,-90,-65,-90,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-93,-90,-75,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-66,-72,-100,-71,-100,-100,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-82,-88,-80,-100,-100,-64,-81,-84,-84,-82,-83,-81,-81,-93,-74,-73,-73,-75,-75,-91,-75,-75,-90,-88,-89,-81,-81,-80,-88,-84,-87,-84,-88,-90,-85,-87,-85,-84,-91,-91,-88,-85,-90,-90,-95,-89,-91,-94,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-83,-82,-100,-82,-100,-100,-100,-100,-93,-100,-90,-66,-90,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-75,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-65,-69,-100,-69,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-80,-88,-81,-100,-100,-64,-82,-81,-81,-83,-81,-82,-82,-91,-70,-73,-70,-76,-76,-89,-76,-77,-90,-88,-91,-80,-81,-81,-89,-84,-89,-84,-88,-91,-85,-87,-85,-84,-91,-91,-88,-85,-89,-90,-95,-89,-89,-94,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-80,-81,-100,-80,-100,-100,-100,-100,-91,-100,-90,-68,-91,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-93,-90,-77,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-65,-70,-100,-69,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-80,-83,-81,-100,-100,-65,-83,-81,-81,-83,-81,-82,-82,-89,-73,-74,-73,-75,-75,-91,-76,-75,-90,-87,-87,-80,-80,-81,-86,-84,-87,-84,-88,-90,-87,-87,-85,-84,-91,-91,-88,-89,-89,-92,-95,-89,-89,-94,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-84,-100,-81,-100,-100,-100,-100,-92,-100,-90,-65,-91,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-93,-91,-79,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-100,-69,-100,-100,-65,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-80,-83,-82,-100,-100,-63,-82,-81,-81,-81,-82,-81,-81,-89,-73,-73,-72,-76,-77,-91,-76,-76,-88,-86,-88,-81,-80,-81,-86,-82,-86,-84,-88,-90,-87,-87,-85,-83,-91,-91,-88,-89,-90,-92,-95,-89,-89,-94,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-81,-100,-82,-100,-100,-100,-100,-92,-100,-90,-67,-91,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-93,-91,-77,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-66,-69,-100,-69,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-90,-80,-81,-82,-100,-100,-62,-82,-82,-82,-81,-82,-82,-82,-89,-73,-73,-71,-76,-76,-91,-77,-77,-89,-86,-85,-81,-82,-81,-86,-82,-86,-84,-88,-90,-87,-87,-85,-83,-91,-91,-92,-87,-90,-90,-95,-89,-89,-94,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-76,-77,-100,-82,-100,-100,-100,-100,-92,-100,-90,-73,-91,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-91,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-70,-73,-100,-72,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-83,-81,-82,-100,-100,-63,-79,-84,-82,-80,-82,-80,-81,-89,-68,-66,-67,-77,-77,-89,-77,-77,-82,-87,-85,-84,-83,-82,-88,-82,-88,-82,-81,-90,-83,-82,-87,-81,-94,-81,-89,-82,-89,-90,-95,-80,-89,-100,-84,-88,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
