44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:1c:10,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:31,44:48:c1:91:aa:32,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,38:17:c3:19:71:92,20:a6:cd:50:24:b0,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:06:52,80:8d:b7:55:29:d1,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:21,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-100,-100,-100,-82,-78,-81,-88,-86,-100,-100,-100,-93,-92,-94,-90,-92,-91,-100,-100,-100,-91,-100,-100,-100,-68,-68,-67,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-65,-87,-64,-100,-100,-100,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-88,-87,-72,-100,-100,-89,-100,-100,-100,-100,-100,-91,-93,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-100,-100,-81,-100,-78,-100,-94,-100,-100,-89,-66,-68,-68,-67,-67,-79,-79,-71,-89,-68,-71,-82,-82,-83,-91,-91,-86,-95,-92,-85,-93,-86,-89,-94,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-100,-100,-80,-77,-80,-84,-86,-100,-100,-100,-93,-92,-91,-90,-92,-91,-100,-100,-100,-91,-100,-100,-100,-65,-65,-64,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-68,-87,-68,-100,-100,-100,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-88,-87,-74,-100,-100,-89,-100,-100,-100,-100,-100,-89,-93,-74,-100,-100,-100,-75,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-71,-100,-69,-100,-94,-100,-100,-89,-68,-68,-67,-68,-69,-79,-79,-73,-89,-73,-72,-79,-79,-82,-91,-91,-83,-95,-92,-83,-88,-86,-89,-94,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-78,-80,-79,-84,-84,-100,-100,-100,-93,-92,-92,-90,-92,-91,-100,-100,-100,-91,-100,-100,-100,-68,-68,-66,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-67,-88,-68,-100,-100,-100,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-88,-87,-72,-100,-100,-89,-100,-100,-100,-100,-100,-92,-93,-71,-100,-100,-100,-74,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-65,-100,-70,-100,-94,-100,-100,-89,-70,-69,-68,-68,-68,-69,-69,-72,-89,-70,-72,-80,-82,-79,-91,-91,-84,-94,-94,-83,-88,-88,-89,-94,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-78,-81,-80,-86,-84,-100,-100,-100,-93,-92,-89,-90,-92,-91,-100,-100,-100,-89,-100,-100,-100,-66,-65,-66,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-67,-88,-67,-100,-100,-100,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-88,-87,-73,-100,-100,-89,-100,-100,-100,-100,-100,-92,-85,-71,-100,-100,-100,-72,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-69,-100,-88,-100,-94,-100,-100,-89,-69,-67,-68,-67,-69,-68,-69,-72,-89,-69,-70,-80,-80,-80,-91,-91,-85,-93,-91,-85,-88,-87,-89,-94,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-78,-81,-80,-84,-85,-100,-100,-100,-93,-92,-89,-86,-92,-91,-100,-100,-100,-90,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-67,-88,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-88,-87,-74,-100,-100,-89,-100,-100,-100,-100,-100,-92,-85,-73,-100,-100,-100,-73,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-70,-100,-69,-100,-94,-100,-100,-89,-68,-68,-67,-67,-68,-69,-71,-72,-89,-73,-72,-80,-81,-77,-91,-91,-85,-93,-91,-83,-89,-87,-89,-94,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-78,-81,-80,-85,-85,-100,-100,-100,-93,-92,-90,-86,-92,-91,-100,-100,-100,-91,-100,-100,-100,-68,-69,-67,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-68,-87,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-88,-87,-74,-100,-100,-89,-100,-100,-100,-100,-100,-90,-85,-74,-100,-100,-100,-75,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-64,-100,-68,-100,-94,-100,-100,-89,-68,-68,-68,-68,-68,-68,-69,-72,-89,-72,-71,-79,-79,-79,-91,-91,-85,-96,-91,-85,-87,-88,-86,-94,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-78,-81,-80,-86,-85,-100,-100,-100,-93,-92,-89,-86,-92,-91,-100,-100,-100,-90,-100,-100,-100,-67,-67,-68,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-70,-87,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-88,-87,-73,-100,-100,-89,-100,-100,-100,-100,-100,-91,-85,-74,-100,-100,-100,-74,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-69,-100,-69,-100,-94,-100,-100,-89,-71,-68,-68,-68,-69,-68,-69,-72,-89,-71,-72,-79,-81,-79,-91,-91,-86,-92,-91,-85,-87,-88,-87,-94,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-100,-74,-73,-75,-87,-90,-100,-100,-100,-93,-92,-89,-86,-92,-91,-100,-100,-100,-90,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-70,-88,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-88,-87,-72,-100,-100,-89,-100,-100,-100,-100,-100,-91,-85,-72,-100,-100,-100,-72,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-71,-100,-69,-100,-92,-100,-100,-100,-66,-65,-66,-65,-66,-68,-69,-69,-85,-73,-70,-80,-79,-81,-90,-100,-86,-90,-89,-88,-92,-88,-87,-94,-90,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-73,-75,-75,-86,-88,-100,-100,-100,-93,-92,-91,-90,-92,-91,-100,-100,-100,-90,-100,-100,-100,-68,-69,-69,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-68,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-70,-100,-100,-89,-100,-100,-100,-100,-100,-89,-85,-59,-100,-100,-100,-69,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-69,-100,-69,-100,-92,-100,-100,-100,-68,-66,-65,-66,-65,-67,-69,-72,-85,-74,-75,-80,-79,-80,-90,-100,-85,-88,-91,-86,-88,-88,-87,-94,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-75,-75,-74,-86,-85,-100,-100,-100,-93,-92,-90,-90,-93,-91,-100,-100,-100,-90,-100,-100,-100,-69,-69,-68,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-68,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-89,-100,-100,-100,-100,-100,-89,-85,-70,-100,-100,-100,-64,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-55,-100,-68,-100,-92,-100,-100,-100,-68,-65,-66,-65,-66,-68,-67,-75,-85,-75,-74,-80,-80,-79,-89,-100,-88,-91,-89,-85,-88,-88,-87,-94,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-75,-75,-74,-86,-88,-100,-100,-100,-93,-92,-90,-90,-93,-91,-100,-100,-100,-90,-100,-100,-100,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-67,-88,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-100,-89,-100,-100,-100,-100,-100,-89,-85,-70,-100,-100,-100,-70,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-77,-100,-69,-100,-94,-100,-100,-100,-69,-64,-65,-64,-66,-69,-68,-76,-86,-75,-74,-80,-80,-79,-89,-100,-87,-89,-88,-85,-92,-89,-87,-94,-88,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-75,-75,-74,-85,-86,-100,-100,-100,-93,-92,-92,-90,-93,-91,-100,-100,-100,-90,-100,-100,-100,-69,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-68,-86,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-71,-100,-100,-89,-100,-100,-100,-100,-100,-93,-89,-69,-100,-100,-100,-70,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-70,-100,-68,-100,-94,-100,-100,-100,-68,-66,-65,-66,-66,-67,-67,-76,-86,-74,-74,-81,-79,-80,-89,-100,-87,-89,-90,-85,-92,-89,-87,-94,-89,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-76,-74,-76,-86,-84,-100,-100,-100,-93,-92,-92,-88,-93,-91,-100,-100,-100,-90,-100,-100,-100,-67,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-86,-67,-87,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-71,-100,-100,-89,-100,-100,-100,-100,-100,-91,-89,-71,-100,-100,-100,-70,-100,-100,-100,-100,-90,-90,-100,-100,-100,-93,-100,-100,-76,-100,-67,-100,-93,-100,-100,-100,-69,-66,-67,-65,-65,-67,-68,-74,-86,-73,-75,-78,-80,-79,-86,-100,-85,-90,-89,-85,-88,-89,-87,-94,-88,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-100,-76,-74,-76,-83,-84,-100,-100,-100,-93,-92,-92,-88,-93,-91,-100,-100,-100,-90,-100,-100,-100,-70,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-67,-81,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-71,-100,-100,-89,-100,-100,-100,-100,-100,-93,-89,-70,-100,-100,-100,-70,-100,-100,-100,-100,-90,-90,-100,-100,-100,-88,-100,-100,-74,-100,-66,-100,-93,-100,-100,-100,-70,-72,-71,-73,-72,-66,-66,-74,-86,-74,-75,-78,-76,-77,-86,-100,-84,-89,-90,-82,-83,-82,-82,-100,-89,-91,-90,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-79,-76,-77,-83,-84,-100,-100,-100,-93,-92,-90,-88,-93,-91,-100,-100,-100,-90,-100,-100,-100,-69,-67,-67,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-62,-81,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-75,-100,-100,-89,-100,-100,-100,-100,-100,-93,-89,-75,-100,-100,-100,-75,-100,-100,-100,-100,-90,-90,-100,-100,-100,-91,-100,-100,-68,-91,-82,-100,-92,-100,-100,-100,-70,-65,-66,-65,-66,-66,-67,-73,-85,-85,-72,-78,-78,-79,-86,-100,-84,-91,-91,-82,-84,-83,-84,-100,-90,-91,-89,-86,-84,-85,-88,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-79,-76,-78,-84,-84,-100,-100,-100,-93,-92,-91,-88,-93,-91,-100,-100,-100,-92,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-65,-79,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-72,-100,-100,-91,-100,-100,-100,-100,-100,-89,-89,-72,-100,-100,-100,-72,-100,-100,-100,-100,-90,-90,-100,-100,-100,-85,-100,-100,-65,-91,-65,-100,-92,-100,-100,-100,-71,-71,-70,-70,-70,-64,-65,-77,-85,-74,-76,-80,-80,-81,-86,-100,-85,-88,-88,-86,-84,-83,-83,-100,-88,-91,-88,-86,-85,-85,-88,-88,-89,-91,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-77,-79,-79,-83,-82,-100,-100,-100,-93,-92,-90,-93,-93,-91,-100,-100,-100,-91,-100,-100,-100,-70,-72,-70,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-68,-82,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-100,-91,-100,-100,-100,-100,-100,-89,-90,-70,-100,-100,-100,-71,-100,-100,-100,-100,-90,-90,-100,-100,-100,-94,-100,-100,-66,-91,-66,-100,-92,-100,-100,-100,-71,-71,-71,-71,-70,-67,-67,-73,-85,-72,-72,-77,-79,-78,-86,-100,-83,-89,-88,-84,-82,-82,-82,-100,-88,-89,-89,-85,-83,-85,-88,-88,-89,-91,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-77,-79,-79,-84,-85,-100,-100,-100,-100,-92,-89,-93,-93,-91,-100,-100,-100,-91,-100,-100,-100,-71,-71,-73,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-67,-81,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-72,-100,-100,-91,-100,-100,-100,-100,-100,-89,-90,-73,-100,-100,-100,-72,-100,-100,-100,-100,-90,-90,-100,-100,-100,-92,-100,-100,-67,-91,-68,-100,-92,-100,-100,-100,-68,-71,-70,-71,-71,-66,-66,-73,-85,-74,-74,-77,-79,-81,-86,-100,-84,-91,-90,-86,-83,-83,-83,-100,-88,-91,-90,-85,-83,-88,-87,-88,-89,-89,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
