20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:92,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f1,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:1c:11,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,44:48:c1:91:95:a3,38:17:c3:1f:14:01,38:17:c3:22:61:91,44:48:c1:91:95:a1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,80:8d:b7:55:35:00,38:17:c3:19:71:82,38:17:c3:19:71:81,20:a6:cd:50:24:b0,80:8d:b7:55:35:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,00:4e:35:de:e1:12,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,x,y,label
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-67,-87,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-86,-92,-100,-73,-100,-92,-100,-84,-84,-100,-100,-91,-92,-95,-92,-71,-100,-100,-65,-90,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-69,-71,-100,-71,-71,-100,-100,-100,-91,-100,-100,-100,-100,-78,-78,-78,-100,-91,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-63,-68,-67,-68,-68,-78,-79,-76,-72,-72,-71,-91,-92,-92,-85,-100,-89,-89,-85,-88,-88,-84,-88,-93,-87,-92,-84,-91,-90,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-63,-82,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-86,-92,-100,-73,-100,-92,-100,-84,-84,-100,-100,-91,-92,-95,-92,-73,-100,-100,-72,-90,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-69,-100,-71,-71,-100,-100,-100,-93,-100,-100,-100,-100,-78,-80,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-68,-70,-70,-70,-70,-78,-75,-75,-72,-72,-72,-91,-100,-92,-83,-100,-89,-86,-81,-88,-88,-81,-88,-89,-85,-90,-83,-89,-85,-89,-89,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-64,-82,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-86,-92,-100,-73,-100,-92,-100,-84,-84,-100,-100,-89,-92,-95,-92,-72,-100,-100,-72,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-70,-100,-69,-68,-100,-100,-100,-93,-100,-100,-100,-100,-78,-78,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-68,-71,-69,-69,-70,-79,-77,-77,-72,-71,-73,-91,-100,-92,-84,-100,-88,-85,-82,-88,-88,-83,-88,-89,-85,-91,-82,-88,-85,-90,-89,-92,-88,-92,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-70,-87,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-86,-92,-100,-74,-100,-92,-100,-84,-84,-100,-100,-91,-92,-95,-92,-72,-100,-100,-73,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-71,-70,-100,-70,-72,-100,-100,-100,-93,-100,-100,-100,-100,-80,-90,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-68,-69,-68,-68,-68,-79,-76,-79,-73,-71,-72,-91,-100,-88,-83,-100,-89,-88,-83,-88,-88,-83,-88,-90,-86,-94,-83,-91,-87,-90,-90,-92,-88,-88,-88,-86,-88,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-67,-85,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-86,-92,-100,-74,-100,-92,-100,-84,-84,-100,-100,-90,-92,-88,-92,-72,-100,-100,-73,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-73,-100,-69,-69,-100,-100,-100,-92,-100,-100,-100,-100,-80,-90,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-68,-100,-68,-68,-68,-68,-68,-78,-78,-75,-71,-72,-72,-91,-90,-88,-83,-100,-89,-84,-84,-88,-88,-82,-88,-88,-86,-90,-83,-90,-85,-89,-88,-92,-88,-91,-88,-86,-88,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-64,-86,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-86,-92,-100,-73,-100,-92,-100,-84,-84,-100,-100,-92,-90,-91,-93,-73,-100,-100,-74,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-71,-72,-100,-71,-69,-100,-100,-100,-92,-100,-100,-100,-100,-82,-90,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-68,-67,-100,-68,-70,-69,-67,-69,-76,-78,-76,-71,-72,-72,-91,-90,-88,-84,-100,-89,-85,-84,-88,-88,-85,-88,-88,-86,-90,-83,-91,-86,-89,-88,-92,-88,-91,-86,-87,-88,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-65,-84,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-86,-92,-100,-73,-100,-92,-100,-84,-84,-100,-100,-93,-89,-91,-93,-69,-100,-100,-73,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-70,-100,-69,-70,-100,-100,-100,-92,-100,-100,-100,-100,-82,-90,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-67,-69,-100,-70,-70,-69,-69,-70,-77,-78,-76,-73,-72,-68,-91,-90,-88,-86,-100,-88,-85,-85,-88,-88,-86,-88,-88,-88,-89,-85,-92,-86,-89,-90,-92,-88,-91,-86,-87,-88,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-68,-84,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-86,-92,-100,-76,-100,-92,-100,-84,-84,-100,-100,-93,-89,-91,-93,-78,-100,-100,-76,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-64,-100,-73,-75,-100,-100,-100,-90,-100,-100,-100,-100,-81,-81,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-70,-80,-80,-79,-80,-78,-74,-77,-82,-81,-83,-94,-91,-82,-79,-91,-89,-84,-80,-90,-88,-79,-87,-82,-85,-89,-80,-87,-85,-89,-91,-92,-87,-91,-84,-85,-87,-95,-90,-93,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-68,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-86,-92,-100,-78,-100,-93,-100,-84,-84,-100,-100,-91,-89,-92,-93,-77,-100,-100,-76,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-77,-67,-100,-76,-77,-100,-100,-100,-90,-100,-100,-100,-100,-79,-80,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-79,-79,-80,-80,-80,-78,-78,-78,-82,-83,-82,-94,-91,-82,-79,-91,-88,-87,-79,-86,-88,-79,-88,-82,-85,-89,-79,-87,-86,-88,-88,-92,-85,-91,-85,-85,-85,-95,-92,-93,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-68,-86,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-86,-92,-85,-77,-86,-91,-100,-84,-84,-100,-100,-91,-89,-92,-93,-78,-100,-100,-78,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-63,-100,-74,-74,-100,-100,-100,-91,-100,-100,-100,-100,-79,-79,-81,-100,-88,-100,-87,-100,-100,-100,-100,-100,-65,-66,-100,-79,-80,-81,-81,-81,-77,-76,-78,-82,-83,-82,-94,-90,-85,-78,-90,-87,-85,-77,-89,-88,-77,-89,-82,-84,-87,-77,-87,-85,-89,-87,-88,-85,-91,-85,-85,-85,-95,-89,-92,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-67,-88,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-86,-92,-86,-78,-88,-92,-100,-84,-84,-100,-100,-91,-89,-92,-89,-78,-100,-100,-79,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-75,-63,-100,-75,-76,-100,-100,-100,-92,-100,-100,-100,-100,-79,-80,-79,-100,-82,-100,-86,-100,-100,-100,-100,-100,-66,-66,-100,-79,-80,-81,-81,-81,-80,-76,-76,-82,-82,-82,-94,-90,-86,-77,-90,-89,-84,-77,-89,-87,-78,-89,-82,-84,-87,-78,-88,-84,-87,-87,-88,-86,-91,-84,-77,-83,-95,-90,-90,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-68,-85,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-86,-92,-87,-78,-88,-92,-100,-84,-84,-100,-100,-91,-89,-92,-91,-76,-100,-100,-76,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-75,-62,-100,-76,-75,-100,-100,-100,-92,-100,-100,-100,-100,-79,-80,-79,-100,-82,-100,-86,-100,-100,-100,-100,-100,-66,-66,-100,-82,-79,-79,-78,-80,-76,-76,-76,-82,-83,-82,-93,-90,-84,-81,-90,-88,-85,-80,-89,-88,-80,-87,-82,-87,-89,-80,-87,-86,-89,-89,-88,-86,-91,-84,-77,-83,-97,-90,-90,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-67,-84,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-92,-87,-76,-87,-92,-100,-100,-100,-100,-100,-91,-89,-92,-91,-75,-100,-100,-74,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-64,-100,-73,-74,-100,-100,-100,-93,-100,-100,-100,-100,-78,-80,-80,-100,-81,-100,-88,-100,-100,-100,-100,-100,-66,-66,-100,-77,-80,-80,-81,-80,-75,-76,-76,-82,-83,-82,-93,-90,-84,-80,-90,-90,-85,-81,-89,-88,-81,-87,-85,-85,-91,-81,-86,-87,-88,-90,-88,-87,-91,-84,-77,-83,-97,-90,-91,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-69,-86,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-92,-87,-74,-87,-92,-100,-100,-100,-100,-100,-91,-91,-92,-91,-76,-100,-100,-76,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-69,-64,-100,-69,-69,-100,-100,-100,-93,-100,-100,-100,-100,-81,-80,-79,-100,-78,-100,-88,-100,-100,-100,-100,-100,-64,-63,-100,-81,-83,-82,-82,-83,-75,-76,-76,-79,-78,-80,-93,-90,-84,-79,-90,-87,-85,-79,-84,-83,-80,-84,-85,-85,-87,-79,-87,-86,-87,-88,-88,-87,-91,-84,-77,-83,-97,-86,-91,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-70,-84,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-92,-87,-78,-87,-92,-100,-100,-100,-100,-100,-91,-91,-90,-91,-75,-100,-100,-76,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-69,-62,-100,-69,-69,-100,-100,-100,-93,-100,-100,-100,-100,-81,-80,-79,-100,-77,-100,-88,-100,-100,-100,-100,-100,-62,-63,-100,-81,-82,-83,-82,-83,-75,-76,-76,-79,-78,-80,-93,-90,-84,-79,-90,-86,-85,-79,-82,-83,-80,-84,-85,-84,-87,-80,-89,-85,-87,-86,-88,-87,-91,-84,-77,-83,-97,-86,-91,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-70,-82,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-92,-87,-80,-87,-92,-100,-100,-100,-100,-100,-91,-91,-90,-91,-82,-100,-100,-78,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-69,-62,-100,-70,-69,-100,-100,-100,-93,-100,-100,-100,-100,-82,-83,-80,-100,-76,-100,-88,-100,-100,-100,-100,-100,-62,-61,-100,-78,-83,-83,-84,-84,-76,-76,-66,-79,-78,-80,-92,-90,-84,-80,-90,-86,-84,-80,-84,-84,-80,-83,-85,-85,-86,-80,-89,-82,-86,-87,-88,-86,-91,-84,-77,-83,-93,-87,-91,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-72,-89,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-92,-87,-81,-87,-92,-100,-100,-100,-100,-100,-91,-91,-90,-91,-78,-100,-100,-81,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-68,-62,-100,-69,-68,-100,-100,-100,-91,-100,-100,-100,-100,-79,-80,-81,-100,-78,-100,-88,-100,-100,-100,-100,-100,-62,-63,-100,-78,-83,-83,-82,-83,-76,-73,-75,-81,-83,-79,-92,-90,-86,-79,-89,-85,-84,-80,-84,-84,-79,-83,-85,-85,-85,-79,-89,-82,-85,-85,-91,-86,-91,-87,-77,-83,-93,-88,-91,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-73,-90,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-92,-87,-79,-87,-92,-100,-100,-100,-100,-100,-91,-91,-90,-91,-78,-100,-100,-79,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-70,-64,-100,-70,-70,-100,-100,-100,-91,-100,-100,-100,-100,-79,-79,-80,-100,-81,-100,-88,-100,-100,-100,-100,-100,-62,-62,-100,-80,-79,-80,-80,-80,-75,-74,-74,-81,-83,-79,-92,-90,-86,-82,-89,-85,-87,-82,-84,-84,-81,-83,-85,-85,-85,-82,-87,-82,-85,-85,-91,-87,-91,-87,-77,-83,-93,-91,-92,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-72,-90,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-87,-79,-87,-92,-100,-100,-100,-100,-100,-91,-91,-90,-91,-80,-100,-100,-80,-94,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-70,-66,-100,-70,-69,-100,-100,-100,-91,-100,-100,-100,-100,-79,-79,-79,-100,-80,-100,-88,-100,-100,-100,-100,-100,-62,-63,-100,-78,-82,-81,-81,-81,-75,-87,-74,-81,-81,-79,-94,-90,-88,-80,-89,-85,-86,-81,-86,-84,-80,-85,-85,-86,-86,-81,-90,-86,-86,-85,-91,-88,-91,-87,-77,-83,-92,-90,-91,-87,-92,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
