38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b0:be:76:f8:30:5e,44:48:c1:a5:82:30,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,64:e5:99:c3:13:3c,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,38:17:c3:24:58:a2,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:32,44:48:c1:a5:82:31,70:56:81:c9:91:ab,00:4e:35:df:06:40,80:8d:b7:55:39:d0,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e3,44:48:c1:a5:82:20,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:25:e2,00:4e:35:df:06:41,38:17:c3:1f:09:90,38:17:c3:19:71:90,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,38:17:c3:19:45:a0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:91,00:4e:35:de:e1:00,00:4e:35:de:d7:40,00:4e:35:df:0e:10,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:22,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:df:27:12,x,y,label
-100,-100,-100,-100,-71,-71,-72,-48,-88,-100,-100,-100,-67,-92,-92,-87,-100,-100,-87,-87,-65,-64,-64,-58,-58,-58,-94,-100,-100,-92,-86,-67,-67,-87,-88,-100,-67,-78,-66,-77,-77,-77,-88,-100,-87,-100,-89,-100,-66,-66,-66,-67,-100,-88,-88,-87,-86,-100,-86,-90,-90,-86,-100,-86,-100,-100,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-84,-83,-84,-100,-100,-100,-100,-100,-100,-91,-100,-90,-87,-77,-77,-89,-88,-77,-77,-79,-87,-100,-82,-100,-81,-100,-100,-78,-100,-100,-92,-93,-100,-83,-67,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-76,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-85,-100,-78,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-100,-100,-100,-72,-72,-72,-48,-88,-100,-100,-100,-68,-92,-92,-88,-100,-100,-88,-87,-64,-64,-64,-61,-61,-60,-94,-100,-100,-92,-86,-67,-66,-87,-87,-100,-67,-77,-66,-77,-79,-77,-87,-100,-88,-100,-87,-100,-67,-67,-66,-68,-100,-88,-88,-87,-86,-100,-87,-90,-90,-86,-100,-86,-100,-100,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-86,-83,-84,-100,-100,-100,-100,-100,-100,-91,-100,-90,-87,-76,-77,-89,-88,-77,-79,-79,-87,-100,-84,-100,-83,-100,-100,-78,-100,-100,-92,-93,-100,-83,-66,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-79,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-86,-100,-78,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-100,-100,-100,-75,-72,-78,-57,-89,-100,-100,-100,-74,-92,-92,-89,-100,-100,-88,-88,-71,-72,-71,-64,-64,-64,-93,-100,-100,-92,-86,-74,-72,-87,-88,-100,-67,-77,-68,-75,-76,-76,-87,-100,-87,-100,-86,-100,-73,-73,-74,-72,-100,-88,-88,-87,-84,-100,-83,-90,-90,-84,-100,-82,-100,-100,-92,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-82,-84,-82,-100,-100,-100,-100,-100,-100,-91,-100,-90,-87,-78,-78,-100,-88,-75,-75,-80,-87,-100,-86,-100,-82,-100,-100,-72,-100,-100,-92,-93,-100,-80,-67,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-68,-80,-100,-69,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-86,-100,-100,-100,-100,-100,-100,-79,-100,-76,-100,-100,-84,-100,-76,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-75,-80,-78,-54,-89,-100,-100,-100,-70,-92,-92,-86,-100,-100,-89,-88,-67,-68,-82,-62,-61,-60,-93,-100,-100,-92,-86,-69,-72,-87,-88,-100,-66,-77,-65,-75,-76,-75,-82,-100,-82,-100,-81,-100,-73,-72,-74,-74,-100,-88,-88,-87,-84,-100,-86,-90,-90,-84,-100,-84,-100,-100,-92,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-82,-84,-82,-100,-100,-100,-100,-100,-100,-89,-100,-90,-87,-76,-77,-89,-88,-75,-75,-79,-87,-100,-86,-100,-82,-100,-100,-76,-100,-100,-92,-93,-100,-80,-65,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-69,-80,-100,-70,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-85,-100,-76,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-80,-81,-79,-56,-91,-100,-100,-100,-70,-92,-92,-89,-100,-100,-88,-89,-69,-69,-69,-67,-66,-67,-94,-100,-100,-92,-86,-69,-70,-87,-88,-100,-66,-77,-66,-76,-75,-77,-82,-100,-82,-100,-81,-100,-73,-73,-73,-73,-100,-88,-88,-87,-83,-100,-84,-90,-90,-85,-100,-84,-100,-100,-92,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-81,-80,-81,-100,-100,-100,-100,-100,-100,-90,-100,-90,-86,-76,-77,-89,-87,-75,-75,-79,-87,-100,-86,-100,-82,-100,-100,-76,-100,-100,-92,-93,-100,-80,-66,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-69,-81,-100,-69,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-86,-100,-100,-100,-100,-100,-100,-77,-100,-80,-100,-100,-88,-100,-78,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-76,-76,-75,-58,-89,-100,-100,-100,-70,-92,-100,-88,-100,-100,-88,-89,-69,-69,-68,-58,-59,-58,-90,-100,-100,-92,-93,-70,-69,-88,-86,-100,-66,-79,-70,-76,-78,-77,-82,-100,-83,-100,-82,-100,-71,-71,-71,-71,-100,-88,-88,-87,-83,-100,-84,-90,-90,-85,-100,-84,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-80,-80,-80,-100,-100,-100,-100,-100,-100,-90,-100,-90,-86,-79,-78,-89,-87,-75,-76,-79,-87,-100,-82,-100,-82,-100,-100,-76,-100,-100,-92,-93,-100,-80,-65,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-70,-77,-100,-71,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-86,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-88,-100,-76,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-76,-76,-75,-60,-86,-100,-100,-100,-71,-92,-100,-88,-100,-100,-91,-89,-72,-71,-70,-61,-61,-61,-94,-100,-100,-92,-88,-72,-71,-87,-87,-100,-69,-78,-67,-76,-77,-77,-83,-100,-83,-100,-85,-100,-86,-75,-76,-73,-100,-88,-88,-87,-85,-100,-86,-90,-90,-86,-100,-87,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-80,-80,-83,-100,-100,-100,-100,-100,-100,-90,-100,-90,-86,-79,-79,-89,-87,-75,-76,-79,-100,-100,-82,-100,-82,-100,-100,-76,-100,-100,-92,-100,-100,-82,-65,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-70,-77,-100,-69,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-86,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-87,-100,-74,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-79,-80,-81,-58,-86,-100,-100,-100,-72,-92,-100,-89,-100,-100,-88,-89,-75,-74,-73,-60,-60,-59,-94,-100,-100,-92,-88,-72,-71,-85,-86,-100,-67,-80,-69,-76,-77,-75,-81,-100,-81,-100,-82,-100,-74,-74,-73,-74,-100,-88,-88,-87,-85,-100,-84,-90,-90,-84,-100,-84,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-80,-84,-84,-100,-100,-100,-100,-100,-100,-90,-100,-90,-86,-79,-80,-89,-87,-74,-72,-79,-100,-100,-79,-100,-82,-100,-100,-72,-100,-100,-92,-100,-100,-81,-67,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-68,-81,-100,-69,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-86,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-87,-100,-75,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-100,-100,-100,-100,-75,-73,-72,-57,-86,-100,-100,-100,-64,-92,-100,-89,-100,-100,-89,-89,-69,-70,-69,-68,-68,-69,-92,-100,-100,-92,-88,-66,-62,-86,-88,-100,-69,-77,-70,-76,-85,-85,-86,-100,-87,-100,-88,-100,-73,-73,-72,-75,-100,-88,-88,-87,-84,-100,-83,-90,-90,-83,-100,-83,-100,-100,-92,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-83,-83,-83,-100,-100,-100,-100,-100,-100,-90,-100,-90,-86,-78,-77,-89,-87,-75,-78,-77,-100,-100,-81,-100,-81,-100,-100,-77,-100,-100,-92,-100,-100,-84,-69,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-67,-81,-100,-67,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-75,-100,-72,-100,-100,-85,-100,-75,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-100,-100,-75,-73,-72,-56,-85,-100,-100,-100,-64,-92,-100,-89,-100,-100,-89,-89,-74,-71,-72,-69,-69,-68,-92,-100,-100,-92,-88,-64,-64,-85,-86,-100,-69,-79,-70,-91,-91,-90,-88,-100,-88,-100,-87,-100,-73,-74,-74,-73,-100,-91,-88,-87,-84,-100,-85,-90,-90,-85,-100,-84,-100,-100,-92,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-83,-85,-83,-100,-100,-100,-100,-100,-100,-90,-100,-88,-88,-79,-78,-89,-88,-75,-78,-79,-100,-100,-80,-100,-81,-100,-100,-77,-100,-100,-92,-100,-100,-80,-70,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-67,-82,-100,-66,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-85,-100,-74,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-100,-100,-75,-73,-75,-58,-89,-100,-100,-100,-66,-92,-100,-86,-100,-100,-86,-85,-72,-72,-72,-73,-71,-71,-92,-100,-100,-92,-89,-66,-67,-88,-89,-100,-72,-81,-72,-85,-85,-83,-88,-100,-89,-100,-87,-100,-76,-76,-76,-77,-100,-91,-88,-87,-88,-100,-88,-90,-90,-89,-100,-87,-100,-100,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-83,-84,-85,-100,-100,-100,-100,-100,-100,-92,-100,-88,-88,-81,-80,-89,-88,-76,-76,-79,-100,-100,-81,-100,-83,-100,-100,-76,-100,-100,-92,-100,-100,-80,-72,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-68,-81,-100,-68,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-88,-100,-73,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-100,-100,-75,-76,-75,-56,-87,-100,-100,-100,-69,-92,-100,-87,-100,-100,-87,-87,-69,-68,-69,-70,-72,-69,-92,-100,-100,-92,-89,-70,-70,-88,-88,-100,-70,-82,-71,-77,-77,-76,-85,-100,-85,-100,-85,-100,-76,-78,-80,-80,-100,-91,-88,-87,-87,-100,-86,-90,-90,-88,-100,-89,-100,-100,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-85,-85,-85,-100,-100,-100,-100,-100,-100,-92,-100,-87,-87,-82,-82,-89,-90,-79,-80,-79,-100,-100,-81,-100,-83,-100,-100,-79,-100,-100,-92,-100,-100,-80,-70,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-69,-81,-100,-68,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-85,-100,-74,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-100,-100,-75,-73,-75,-62,-90,-100,-100,-100,-68,-92,-100,-86,-100,-100,-86,-85,-69,-70,-69,-76,-75,-75,-92,-100,-100,-92,-89,-68,-69,-88,-89,-100,-72,-82,-71,-76,-77,-79,-84,-100,-84,-100,-85,-100,-81,-81,-80,-80,-100,-91,-88,-87,-88,-100,-86,-90,-90,-89,-100,-89,-100,-100,-92,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-92,-100,-86,-88,-82,-82,-89,-88,-78,-79,-79,-100,-100,-83,-100,-82,-100,-100,-78,-100,-100,-100,-100,-100,-82,-71,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-70,-84,-100,-69,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-73,-100,-100,-85,-100,-76,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-100,-100,-75,-73,-75,-63,-91,-100,-100,-100,-71,-92,-100,-88,-100,-100,-87,-85,-69,-69,-69,-73,-73,-74,-92,-100,-100,-92,-89,-68,-69,-89,-90,-100,-72,-81,-72,-78,-77,-79,-84,-100,-84,-100,-85,-100,-80,-81,-82,-80,-100,-91,-88,-87,-91,-100,-90,-100,-90,-89,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-92,-100,-86,-88,-80,-81,-89,-88,-78,-79,-79,-100,-100,-83,-100,-82,-100,-100,-78,-100,-100,-100,-100,-100,-82,-72,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-70,-83,-100,-69,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-86,-100,-75,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-100,-100,-100,-100,-77,-75,-75,-57,-86,-100,-100,-100,-73,-90,-100,-84,-100,-100,-84,-86,-74,-73,-73,-70,-72,-71,-92,-100,-100,-100,-90,-73,-73,-85,-85,-100,-73,-81,-73,-80,-80,-81,-88,-100,-88,-100,-88,-100,-79,-80,-79,-80,-100,-91,-88,-87,-90,-100,-91,-100,-90,-93,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-80,-82,-89,-87,-77,-79,-79,-100,-100,-83,-100,-83,-100,-100,-79,-100,-100,-100,-100,-100,-83,-73,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-64,-83,-100,-64,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-87,-100,-74,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-77,-81,-75,-50,-93,-100,-100,-100,-82,-93,-100,-86,-100,-100,-85,-86,-72,-72,-72,-73,-72,-72,-92,-100,-100,-100,-90,-82,-81,-85,-85,-100,-71,-78,-71,-83,-83,-81,-86,-100,-87,-100,-87,-100,-85,-86,-85,-86,-100,-91,-88,-87,-90,-100,-91,-100,-90,-89,-100,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-79,-78,-89,-87,-82,-82,-85,-100,-100,-89,-100,-91,-100,-100,-79,-100,-100,-100,-100,-100,-83,-71,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-63,-84,-100,-60,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-87,-100,-73,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-77,-80,-79,-46,-93,-100,-100,-100,-70,-93,-100,-85,-100,-100,-85,-86,-74,-74,-74,-67,-68,-70,-92,-100,-100,-100,-90,-71,-69,-85,-85,-100,-71,-82,-67,-80,-79,-81,-88,-100,-90,-100,-88,-100,-85,-85,-85,-85,-100,-91,-88,-87,-90,-100,-88,-100,-90,-89,-100,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-83,-82,-89,-87,-81,-79,-85,-100,-100,-89,-100,-91,-100,-100,-79,-100,-100,-100,-100,-100,-83,-74,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-62,-86,-100,-64,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-87,-100,-74,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-80,-82,-81,-51,-93,-100,-100,-100,-73,-93,-100,-88,-100,-100,-86,-86,-73,-73,-74,-70,-70,-71,-95,-100,-100,-100,-91,-73,-73,-85,-85,-100,-73,-83,-75,-83,-82,-83,-89,-100,-88,-100,-89,-100,-88,-88,-86,-86,-100,-91,-88,-87,-89,-100,-88,-100,-100,-88,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-82,-82,-89,-87,-80,-81,-84,-100,-100,-89,-100,-89,-100,-100,-80,-100,-100,-100,-100,-100,-83,-73,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-63,-86,-100,-62,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-87,-100,-73,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-81,-80,-82,-47,-90,-100,-100,-100,-71,-93,-100,-86,-100,-100,-86,-87,-73,-73,-74,-70,-70,-70,-95,-100,-100,-100,-91,-73,-71,-89,-90,-100,-74,-82,-73,-81,-82,-82,-90,-100,-90,-100,-91,-100,-87,-88,-86,-88,-100,-91,-88,-87,-89,-100,-88,-100,-100,-88,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-93,-100,-88,-87,-81,-81,-89,-87,-82,-80,-85,-100,-100,-89,-100,-89,-100,-100,-79,-100,-100,-100,-100,-100,-90,-74,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-62,-85,-100,-63,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-87,-100,-76,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
