38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b0:be:76:f8:30:5e,44:48:c1:a5:82:30,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,64:e5:99:c3:13:3c,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,66:2a:2f:53:7c:99,38:17:c3:24:58:a1,38:17:c3:24:58:a2,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:32,44:48:c1:a5:82:31,70:56:81:c9:91:ab,00:4e:35:df:06:40,80:8d:b7:55:39:d0,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e3,44:48:c1:a5:82:20,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:25:e2,00:4e:35:df:06:41,38:17:c3:1f:09:90,38:17:c3:19:71:90,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,38:17:c3:19:45:a0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:50,00:4e:35:de:d7:53,00:4e:35:de:d7:51,38:17:c3:19:71:91,00:4e:35:de:e1:00,00:4e:35:de:d7:40,00:4e:35:df:0e:10,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:22,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:1f:22:22,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:df:27:12,x,y,label
-100,-100,-100,-100,-100,-100,-100,-79,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-81,-82,-81,-93,-100,-100,-93,-100,-73,-73,-72,-72,-100,-86,-67,-86,-91,-94,-91,-52,-81,-52,-81,-51,-82,-74,-73,-73,-73,-84,-80,-79,-78,-65,-81,-65,-84,-80,-66,-82,-65,-82,-81,-80,-58,-67,-89,-84,-84,-88,-68,-66,-81,-82,-82,-81,-82,-86,-76,-74,-77,-92,-89,-92,-92,-75,-75,-69,-76,-56,-57,-67,-66,-91,-56,-78,-81,-78,-80,-81,-82,-81,-81,-88,-90,-78,-87,-89,-87,-91,-90,-82,-87,-91,-91,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-100,-100,-100,-100,-100,-100,-100,-76,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-84,-84,-84,-91,-100,-100,-93,-100,-74,-74,-72,-73,-100,-86,-67,-88,-91,-92,-91,-56,-81,-56,-80,-55,-81,-75,-74,-75,-75,-84,-77,-77,-76,-63,-84,-65,-83,-82,-64,-83,-63,-84,-81,-82,-58,-66,-89,-84,-84,-88,-66,-65,-83,-82,-82,-80,-80,-86,-78,-78,-78,-92,-89,-91,-91,-75,-75,-72,-77,-58,-56,-66,-68,-90,-57,-79,-81,-79,-84,-84,-82,-79,-81,-88,-90,-81,-87,-89,-87,-91,-90,-82,-88,-92,-91,-92,-92,-91,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-89,-90,-86,-86,-85,-85,-91,-100,-100,-86,-92,-72,-70,-73,-73,-100,-86,-64,-87,-91,-92,-91,-54,-81,-54,-80,-54,-81,-68,-68,-68,-68,-88,-72,-72,-72,-61,-83,-61,-79,-79,-61,-84,-61,-85,-80,-80,-51,-74,-87,-86,-86,-89,-75,-73,-84,-84,-84,-80,-79,-83,-73,-73,-71,-92,-90,-91,-90,-74,-73,-69,-73,-60,-61,-64,-60,-90,-60,-79,-79,-79,-78,-82,-82,-79,-81,-92,-94,-82,-83,-83,-83,-91,-90,-82,-86,-92,-91,-92,-92,-91,-92,-93,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-100,-100,-100,-100,-100,-100,-84,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-89,-90,-86,-86,-87,-87,-91,-100,-100,-86,-92,-71,-71,-71,-71,-100,-86,-66,-87,-88,-87,-89,-56,-82,-55,-80,-54,-81,-66,-68,-67,-67,-88,-73,-74,-73,-61,-85,-61,-79,-79,-62,-84,-61,-84,-81,-81,-55,-75,-87,-86,-89,-89,-75,-74,-82,-83,-82,-81,-81,-84,-72,-73,-73,-94,-90,-91,-92,-74,-74,-65,-76,-57,-60,-65,-65,-87,-61,-82,-79,-86,-80,-82,-84,-82,-81,-91,-94,-80,-84,-85,-84,-91,-90,-82,-86,-90,-91,-92,-92,-93,-92,-94,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-100,-100,-100,-100,-100,-100,-78,-74,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-89,-89,-89,-92,-100,-100,-86,-92,-71,-73,-72,-73,-100,-86,-65,-87,-88,-88,-89,-53,-81,-55,-81,-53,-82,-67,-67,-67,-67,-88,-74,-74,-75,-63,-85,-64,-79,-79,-64,-83,-63,-83,-80,-80,-50,-73,-85,-86,-89,-89,-73,-72,-84,-84,-85,-81,-80,-84,-74,-74,-74,-94,-90,-92,-90,-77,-73,-68,-76,-58,-58,-65,-65,-87,-59,-81,-81,-86,-80,-82,-84,-82,-81,-91,-94,-79,-84,-85,-84,-92,-90,-82,-86,-90,-91,-92,-92,-93,-92,-94,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-85,-85,-85,-91,-100,-100,-86,-92,-71,-71,-74,-72,-100,-86,-65,-86,-88,-89,-89,-50,-81,-50,-82,-49,-81,-73,-74,-73,-74,-88,-77,-77,-76,-58,-84,-58,-79,-78,-58,-84,-60,-84,-82,-80,-51,-72,-92,-86,-89,-89,-72,-72,-89,-84,-85,-76,-82,-82,-77,-74,-76,-88,-88,-87,-88,-74,-74,-73,-76,-56,-60,-65,-64,-85,-60,-78,-77,-78,-81,-74,-81,-73,-81,-90,-91,-78,-84,-84,-82,-93,-90,-80,-87,-90,-91,-92,-92,-93,-92,-94,-85,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-86,-85,-85,-94,-100,-100,-91,-90,-70,-72,-71,-72,-100,-86,-65,-85,-88,-90,-89,-49,-81,-50,-82,-49,-80,-74,-74,-73,-74,-84,-75,-74,-75,-62,-83,-64,-78,-78,-63,-83,-63,-83,-82,-80,-52,-75,-92,-84,-89,-90,-72,-73,-89,-91,-90,-75,-82,-82,-76,-78,-76,-90,-90,-87,-89,-78,-77,-73,-77,-59,-59,-64,-64,-85,-59,-87,-75,-78,-81,-74,-80,-77,-88,-90,-90,-78,-84,-84,-82,-90,-90,-80,-87,-90,-91,-92,-92,-93,-92,-94,-85,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-84,-85,-86,-92,-100,-100,-91,-90,-72,-73,-70,-70,-100,-86,-64,-86,-90,-91,-89,-52,-80,-52,-82,-51,-80,-74,-72,-72,-74,-85,-78,-76,-77,-64,-84,-63,-79,-78,-65,-86,-64,-84,-81,-80,-52,-71,-92,-86,-85,-88,-72,-71,-88,-86,-87,-75,-79,-82,-76,-70,-75,-92,-90,-89,-89,-75,-77,-72,-75,-58,-59,-61,-65,-87,-57,-74,-73,-78,-75,-73,-81,-74,-81,-89,-91,-76,-83,-83,-82,-90,-90,-80,-87,-93,-93,-94,-92,-93,-92,-94,-85,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-100,-100,-100,-100,-100,-100,-100,-82,-75,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-85,-84,-83,-92,-100,-100,-91,-90,-71,-69,-76,-75,-100,-89,-63,-90,-90,-92,-89,-56,-80,-55,-84,-54,-84,-71,-70,-72,-71,-85,-71,-71,-71,-60,-81,-61,-79,-78,-60,-80,-61,-81,-79,-80,-57,-68,-92,-86,-85,-90,-66,-67,-83,-84,-84,-77,-79,-86,-71,-72,-70,-92,-90,-89,-89,-72,-72,-67,-72,-63,-65,-60,-62,-80,-65,-81,-78,-78,-75,-77,-81,-78,-81,-91,-91,-79,-83,-88,-82,-90,-90,-80,-89,-93,-94,-90,-91,-93,-92,-94,-85,-86,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-85,-84,-85,-92,-100,-100,-94,-90,-71,-71,-73,-73,-100,-89,-62,-89,-90,-92,-89,-53,-83,-54,-82,-53,-82,-73,-72,-72,-72,-85,-74,-71,-72,-59,-80,-60,-82,-80,-59,-80,-61,-80,-78,-78,-59,-67,-90,-86,-88,-90,-68,-68,-84,-84,-84,-77,-79,-88,-72,-70,-71,-92,-90,-89,-89,-72,-73,-67,-74,-65,-66,-61,-61,-82,-63,-79,-78,-73,-79,-77,-81,-78,-81,-90,-91,-79,-85,-86,-87,-90,-90,-80,-87,-91,-94,-89,-91,-93,-92,-94,-85,-86,-92,-91,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-100,-100,-100,-100,-100,-100,-83,-75,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-85,-84,-83,-92,-100,-100,-95,-90,-72,-71,-74,-74,-100,-89,-63,-88,-90,-92,-89,-56,-83,-56,-81,-57,-82,-72,-72,-75,-73,-87,-74,-73,-74,-61,-82,-60,-79,-80,-60,-82,-59,-82,-77,-77,-58,-67,-87,-86,-86,-91,-69,-67,-86,-86,-88,-76,-76,-84,-70,-70,-71,-92,-90,-89,-89,-69,-72,-67,-74,-66,-65,-62,-61,-84,-65,-79,-79,-73,-79,-75,-81,-74,-81,-90,-91,-79,-85,-86,-87,-90,-100,-80,-87,-93,-94,-91,-92,-93,-92,-94,-85,-86,-92,-91,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-100,-100,-100,-100,-100,-100,-83,-74,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-89,-90,-87,-84,-85,-84,-91,-100,-100,-93,-90,-72,-70,-74,-72,-100,-87,-62,-86,-90,-92,-89,-56,-81,-55,-81,-55,-81,-71,-71,-72,-73,-86,-71,-71,-71,-62,-82,-63,-81,-78,-62,-82,-63,-82,-80,-79,-59,-68,-89,-86,-85,-91,-68,-69,-85,-85,-85,-77,-80,-86,-70,-70,-71,-92,-90,-89,-89,-75,-71,-66,-74,-66,-64,-61,-62,-83,-64,-79,-79,-73,-80,-75,-81,-74,-81,-90,-91,-79,-85,-86,-88,-90,-100,-80,-87,-93,-93,-91,-92,-93,-92,-94,-85,-86,-92,-91,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-89,-90,-87,-86,-84,-84,-89,-100,-100,-93,-90,-71,-71,-75,-74,-100,-87,-63,-87,-90,-92,-89,-54,-81,-55,-81,-56,-82,-72,-72,-72,-72,-87,-72,-71,-71,-60,-81,-60,-80,-80,-62,-80,-61,-82,-79,-79,-58,-69,-93,-89,-88,-91,-69,-68,-85,-85,-84,-78,-79,-86,-71,-70,-70,-92,-90,-89,-89,-71,-71,-64,-70,-68,-67,-63,-60,-84,-69,-81,-78,-79,-81,-74,-82,-77,-84,-90,-91,-79,-86,-86,-88,-90,-100,-81,-87,-91,-91,-91,-92,-93,-92,-93,-85,-86,-92,-91,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-83,-82,-82,-90,-100,-100,-93,-90,-70,-71,-74,-74,-100,-86,-63,-84,-91,-91,-89,-55,-82,-55,-82,-54,-83,-72,-73,-73,-73,-87,-72,-72,-72,-64,-82,-62,-80,-79,-62,-81,-62,-82,-80,-80,-60,-68,-86,-89,-88,-91,-69,-70,-85,-85,-85,-74,-80,-86,-70,-70,-70,-92,-90,-89,-89,-72,-71,-64,-71,-67,-67,-62,-62,-83,-67,-82,-80,-79,-79,-75,-82,-77,-84,-90,-91,-80,-85,-86,-85,-90,-100,-81,-87,-90,-93,-90,-92,-93,-92,-94,-85,-86,-92,-91,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-100,-100,-100,-100,-100,-100,-77,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-84,-84,-86,-95,-100,-100,-89,-90,-72,-72,-72,-72,-100,-83,-61,-82,-91,-89,-89,-63,-82,-66,-82,-63,-83,-70,-70,-70,-69,-87,-74,-71,-71,-60,-87,-59,-80,-80,-61,-83,-62,-84,-78,-79,-64,-71,-86,-89,-88,-86,-74,-72,-80,-80,-80,-78,-76,-88,-72,-73,-70,-92,-90,-89,-88,-75,-75,-64,-73,-66,-65,-59,-60,-83,-66,-81,-79,-79,-79,-78,-82,-79,-84,-84,-91,-79,-89,-89,-86,-90,-87,-81,-86,-86,-95,-86,-92,-93,-92,-92,-85,-86,-90,-91,-90,-90,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-74,-100,-91,-100,-100,-100,-100,-100,-85,-85,-85,-84,-81,-81,-95,-100,-100,-89,-90,-75,-74,-71,-71,-100,-83,-61,-82,-91,-90,-89,-66,-81,-67,-82,-65,-83,-71,-71,-70,-70,-85,-72,-72,-71,-59,-84,-60,-78,-81,-62,-84,-59,-84,-75,-76,-59,-73,-86,-85,-85,-83,-74,-72,-80,-80,-80,-79,-75,-89,-75,-75,-74,-87,-88,-87,-86,-67,-71,-69,-72,-67,-66,-61,-62,-84,-67,-81,-81,-79,-79,-79,-83,-79,-83,-87,-91,-81,-87,-88,-88,-90,-87,-84,-82,-87,-91,-89,-92,-93,-90,-92,-85,-86,-91,-91,-90,-88,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-100,-100,-100,-100,-100,-100,-70,-72,-100,-100,-100,-73,-100,-91,-100,-100,-100,-100,-100,-84,-84,-84,-87,-86,-87,-94,-100,-100,-88,-90,-74,-74,-73,-72,-100,-82,-63,-84,-91,-92,-89,-62,-81,-64,-82,-65,-83,-70,-70,-70,-72,-83,-71,-70,-71,-62,-83,-60,-79,-82,-63,-83,-62,-84,-78,-78,-60,-76,-89,-85,-84,-86,-74,-75,-80,-81,-80,-80,-79,-88,-67,-71,-74,-87,-88,-89,-89,-73,-73,-69,-74,-66,-66,-64,-63,-84,-66,-77,-81,-77,-80,-80,-83,-82,-83,-85,-91,-81,-88,-88,-88,-90,-87,-84,-83,-87,-91,-87,-92,-93,-91,-93,-85,-86,-90,-91,-90,-88,-88,-86,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-100,-100,-100,-100,-100,-100,-63,-72,-100,-100,-100,-72,-100,-93,-100,-100,-100,-100,-100,-84,-84,-84,-85,-84,-85,-92,-100,-100,-88,-90,-72,-72,-72,-71,-100,-83,-64,-82,-91,-93,-89,-67,-81,-67,-82,-68,-81,-69,-70,-71,-70,-83,-72,-72,-72,-58,-82,-61,-79,-81,-59,-83,-60,-82,-78,-78,-63,-74,-89,-85,-84,-85,-74,-76,-80,-81,-81,-80,-77,-86,-73,-71,-73,-88,-87,-86,-87,-71,-71,-69,-74,-66,-65,-61,-63,-84,-66,-77,-79,-80,-78,-80,-84,-82,-83,-85,-91,-79,-88,-87,-86,-93,-87,-84,-82,-88,-92,-88,-92,-93,-92,-94,-85,-86,-92,-85,-90,-87,-88,-86,-84,-90,-91,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-100,-100,-100,-100,-100,-100,-70,-72,-100,-100,-100,-73,-100,-93,-100,-100,-100,-100,-100,-85,-85,-85,-81,-83,-82,-92,-100,-100,-88,-90,-72,-72,-72,-72,-100,-82,-81,-82,-88,-88,-90,-67,-81,-67,-82,-66,-81,-69,-68,-71,-68,-83,-72,-72,-72,-59,-82,-60,-80,-79,-61,-82,-59,-84,-77,-78,-63,-75,-89,-85,-85,-85,-74,-73,-80,-80,-80,-81,-78,-88,-73,-74,-74,-87,-86,-86,-86,-74,-74,-69,-75,-66,-67,-63,-63,-81,-66,-80,-80,-80,-80,-80,-84,-82,-83,-85,-91,-79,-87,-86,-86,-93,-93,-84,-84,-87,-92,-88,-92,-93,-91,-94,-85,-86,-90,-85,-90,-87,-88,-86,-85,-91,-91,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
