20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,label
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-85,-86,-100,-87,-100,-90,-84,-90,-86,-39,-84,-39,-88,-92,-100,-92,-100,-100,-87,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-39,-100,-94,-88,-88,-89,-88,-88,-63,-89,-87,-100,-88,-100,-88,-100,-100,-100,-85,-87,-82,-62,-100,-100,-100,-100,-61,-92,-87,-87,-86,-90,-100,-100,-100,-100,-69,-79,-70,-89,-70,-89,-89,-100,-85,-100,-90,-91,-84,-100,-85,-84,-100,-100,-76,-78,-100,-100,-79,-76,-100,-100,-91,-80,-80,-79,-80,-77,-77,-75,-84,-85,-93,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-90,-86,-92,-84,-40,-85,-39,-88,-92,-100,-90,-100,-100,-87,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-40,-100,-93,-88,-88,-90,-88,-88,-59,-87,-94,-100,-88,-100,-88,-100,-100,-100,-86,-86,-87,-57,-100,-100,-100,-100,-58,-91,-90,-87,-86,-92,-100,-100,-100,-100,-71,-77,-71,-89,-72,-89,-84,-100,-86,-100,-90,-91,-84,-100,-84,-82,-100,-100,-78,-78,-100,-100,-79,-77,-100,-100,-91,-79,-80,-78,-79,-75,-75,-79,-82,-82,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-90,-85,-91,-83,-40,-84,-39,-88,-92,-100,-89,-100,-100,-87,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-39,-100,-91,-89,-88,-88,-90,-88,-58,-88,-92,-100,-88,-100,-88,-100,-100,-100,-86,-86,-81,-58,-100,-100,-100,-100,-59,-91,-89,-89,-86,-90,-100,-100,-100,-100,-72,-80,-70,-88,-70,-89,-82,-100,-86,-100,-90,-91,-84,-100,-82,-82,-100,-100,-78,-80,-100,-100,-79,-78,-100,-100,-91,-79,-79,-79,-80,-75,-75,-79,-82,-82,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-87,-88,-100,-88,-100,-90,-85,-92,-83,-39,-84,-40,-88,-92,-100,-90,-100,-100,-87,-100,-90,-100,-93,-100,-91,-100,-100,-100,-100,-100,-41,-100,-90,-89,-88,-88,-89,-89,-59,-89,-90,-100,-88,-100,-88,-100,-100,-100,-85,-88,-85,-57,-100,-100,-100,-100,-59,-91,-89,-88,-86,-89,-100,-100,-100,-100,-72,-76,-72,-88,-72,-89,-84,-100,-86,-100,-90,-91,-84,-100,-85,-82,-100,-100,-78,-78,-100,-100,-79,-79,-100,-100,-91,-80,-78,-79,-79,-74,-76,-78,-82,-83,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-90,-83,-91,-83,-40,-83,-40,-88,-92,-100,-89,-100,-100,-87,-100,-90,-100,-92,-100,-91,-100,-100,-100,-100,-100,-40,-100,-90,-87,-88,-88,-88,-88,-58,-89,-90,-100,-88,-100,-88,-100,-100,-100,-85,-84,-84,-57,-100,-100,-100,-100,-56,-91,-87,-87,-86,-90,-100,-100,-100,-100,-71,-74,-71,-88,-71,-89,-86,-100,-86,-100,-90,-91,-93,-100,-85,-86,-100,-100,-80,-80,-100,-100,-76,-80,-100,-100,-91,-79,-79,-79,-79,-79,-76,-78,-84,-84,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-90,-85,-91,-84,-40,-84,-40,-90,-92,-100,-92,-100,-100,-87,-100,-90,-100,-94,-100,-91,-100,-100,-100,-100,-100,-40,-100,-92,-88,-88,-90,-89,-89,-58,-90,-92,-100,-88,-100,-88,-100,-100,-100,-85,-85,-85,-57,-100,-100,-100,-100,-58,-91,-91,-89,-86,-90,-100,-100,-100,-100,-72,-78,-72,-88,-72,-89,-86,-100,-86,-100,-90,-91,-91,-100,-85,-83,-100,-100,-78,-79,-100,-100,-76,-79,-100,-100,-91,-78,-78,-78,-78,-77,-78,-77,-82,-83,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,124,16
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-90,-82,-91,-82,-52,-83,-53,-90,-92,-100,-92,-100,-100,-89,-100,-90,-100,-94,-100,-91,-100,-100,-100,-100,-100,-52,-100,-92,-88,-88,-90,-90,-89,-59,-90,-92,-100,-88,-100,-88,-100,-100,-100,-83,-85,-84,-56,-100,-100,-100,-100,-61,-91,-90,-89,-86,-90,-100,-100,-100,-100,-69,-80,-70,-88,-68,-89,-86,-100,-86,-100,-89,-100,-84,-100,-85,-83,-100,-100,-76,-78,-100,-100,-71,-77,-100,-100,-91,-82,-82,-82,-82,-77,-78,-78,-82,-83,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-90,-82,-91,-82,-51,-83,-49,-90,-92,-100,-92,-100,-100,-88,-100,-89,-100,-94,-100,-91,-100,-100,-100,-100,-100,-51,-100,-92,-90,-88,-90,-91,-89,-61,-90,-92,-100,-88,-100,-88,-100,-100,-100,-85,-85,-85,-60,-100,-100,-100,-100,-60,-91,-87,-89,-86,-90,-100,-100,-100,-100,-68,-82,-69,-88,-69,-89,-86,-100,-86,-100,-89,-100,-84,-100,-85,-83,-100,-100,-75,-75,-100,-100,-75,-76,-100,-100,-91,-78,-78,-78,-78,-81,-78,-80,-82,-83,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-90,-85,-91,-84,-50,-84,-50,-90,-92,-100,-92,-100,-100,-89,-100,-90,-100,-94,-100,-91,-100,-100,-100,-100,-100,-50,-100,-92,-90,-88,-90,-90,-89,-62,-90,-88,-100,-88,-100,-88,-100,-100,-100,-83,-85,-86,-63,-100,-100,-100,-100,-60,-91,-90,-90,-86,-90,-100,-100,-100,-100,-69,-85,-69,-88,-69,-89,-81,-100,-86,-87,-89,-90,-82,-100,-77,-78,-100,-100,-76,-76,-100,-100,-75,-77,-94,-100,-100,-80,-80,-80,-81,-81,-78,-80,-82,-83,-91,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-90,-89,-91,-86,-57,-87,-58,-90,-92,-100,-92,-100,-100,-87,-88,-88,-88,-94,-100,-91,-100,-100,-100,-100,-100,-56,-100,-92,-91,-88,-90,-90,-89,-61,-90,-88,-100,-88,-100,-88,-100,-100,-100,-83,-82,-86,-58,-100,-100,-100,-100,-61,-91,-89,-89,-86,-90,-100,-100,-100,-100,-69,-85,-68,-88,-68,-89,-76,-100,-86,-88,-89,-88,-84,-100,-77,-78,-100,-100,-77,-77,-100,-100,-75,-76,-92,-100,-100,-79,-78,-80,-79,-80,-79,-80,-87,-83,-91,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-90,-100,-90,-100,-90,-87,-91,-88,-54,-87,-55,-90,-92,-100,-92,-100,-100,-88,-88,-88,-88,-94,-100,-91,-100,-100,-100,-100,-100,-56,-100,-92,-91,-88,-90,-92,-89,-60,-90,-90,-100,-88,-100,-88,-100,-100,-100,-84,-84,-86,-58,-100,-100,-100,-100,-60,-91,-91,-89,-86,-90,-100,-100,-100,-100,-70,-79,-70,-88,-70,-89,-80,-100,-86,-88,-87,-87,-84,-100,-81,-77,-100,-100,-79,-79,-100,-100,-74,-78,-92,-100,-100,-80,-79,-79,-79,-80,-81,-81,-87,-84,-91,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-87,-90,-100,-91,-100,-90,-87,-91,-88,-49,-87,-51,-90,-92,-100,-92,-100,-100,-88,-88,-89,-88,-94,-100,-91,-100,-100,-100,-100,-100,-50,-100,-92,-91,-88,-90,-90,-89,-62,-90,-88,-100,-88,-100,-88,-100,-100,-100,-84,-84,-86,-61,-100,-100,-100,-100,-60,-91,-91,-89,-86,-90,-100,-100,-100,-100,-69,-85,-69,-88,-69,-89,-78,-100,-86,-88,-90,-89,-84,-100,-79,-77,-100,-100,-78,-78,-100,-100,-76,-78,-92,-100,-100,-80,-80,-80,-80,-82,-81,-80,-87,-84,-91,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,503,124,17
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-87,-90,-100,-91,-100,-90,-87,-91,-88,-51,-87,-51,-90,-92,-100,-92,-100,-100,-88,-88,-89,-88,-94,-100,-91,-100,-100,-100,-100,-100,-51,-100,-92,-91,-88,-90,-92,-89,-68,-90,-92,-100,-88,-100,-88,-100,-100,-100,-86,-90,-89,-68,-100,-100,-100,-100,-68,-91,-91,-92,-86,-90,-100,-100,-100,-100,-67,-80,-64,-88,-67,-89,-74,-100,-86,-88,-90,-89,-84,-100,-73,-75,-100,-100,-79,-79,-100,-100,-77,-79,-92,-100,-100,-74,-75,-74,-75,-82,-81,-80,-87,-84,-92,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-87,-90,-100,-91,-100,-90,-87,-91,-87,-50,-86,-50,-90,-92,-100,-92,-100,-100,-89,-88,-89,-88,-94,-100,-91,-100,-100,-100,-100,-100,-52,-100,-92,-90,-88,-90,-90,-89,-68,-90,-91,-100,-88,-100,-88,-100,-100,-100,-88,-90,-87,-68,-100,-100,-100,-100,-68,-91,-91,-91,-86,-90,-100,-100,-100,-100,-67,-81,-67,-88,-66,-89,-72,-100,-86,-88,-90,-89,-84,-100,-73,-75,-100,-100,-79,-79,-100,-100,-76,-79,-92,-100,-100,-74,-74,-74,-74,-82,-81,-80,-87,-87,-92,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-87,-92,-100,-91,-100,-90,-81,-91,-81,-50,-81,-52,-90,-92,-100,-92,-100,-100,-89,-88,-90,-88,-94,-100,-91,-100,-100,-100,-100,-100,-51,-100,-92,-90,-88,-90,-90,-89,-60,-90,-91,-100,-88,-100,-88,-100,-100,-100,-88,-89,-89,-61,-100,-100,-100,-100,-61,-91,-91,-90,-86,-90,-100,-100,-100,-100,-64,-84,-66,-88,-64,-89,-79,-100,-86,-88,-90,-89,-88,-100,-82,-80,-100,-100,-81,-81,-100,-100,-76,-81,-91,-100,-100,-78,-79,-78,-79,-81,-82,-80,-87,-85,-92,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-87,-92,-100,-91,-100,-90,-83,-91,-83,-51,-83,-51,-90,-92,-100,-92,-100,-100,-89,-88,-88,-88,-94,-100,-100,-100,-100,-100,-100,-100,-51,-100,-92,-90,-88,-90,-91,-89,-62,-90,-91,-100,-88,-100,-88,-100,-100,-100,-91,-89,-89,-56,-100,-100,-100,-100,-62,-91,-91,-90,-86,-89,-100,-100,-100,-100,-64,-84,-64,-88,-65,-89,-79,-100,-86,-88,-90,-89,-88,-100,-83,-80,-100,-100,-81,-80,-100,-100,-78,-79,-92,-100,-93,-79,-79,-78,-79,-81,-81,-84,-90,-88,-92,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-87,-92,-100,-91,-100,-90,-84,-91,-84,-50,-83,-51,-90,-92,-100,-92,-100,-100,-89,-88,-88,-88,-94,-100,-100,-100,-100,-100,-100,-100,-51,-100,-92,-90,-88,-90,-91,-89,-60,-90,-88,-100,-88,-100,-88,-100,-100,-100,-88,-89,-89,-61,-100,-100,-100,-100,-60,-91,-91,-90,-86,-91,-100,-100,-100,-100,-67,-87,-67,-88,-66,-89,-80,-100,-90,-88,-90,-89,-87,-100,-82,-82,-100,-100,-80,-80,-100,-100,-75,-80,-94,-100,-92,-79,-79,-79,-78,-81,-81,-80,-85,-85,-88,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-88,-88,-100,-88,-100,-90,-84,-91,-84,-51,-84,-50,-90,-92,-100,-94,-100,-100,-89,-88,-88,-88,-94,-100,-100,-100,-100,-100,-100,-100,-50,-100,-92,-90,-88,-90,-93,-89,-60,-90,-92,-100,-88,-100,-88,-100,-100,-100,-88,-89,-90,-60,-100,-100,-100,-100,-61,-91,-92,-90,-100,-90,-100,-100,-100,-100,-68,-82,-69,-88,-67,-89,-79,-100,-90,-88,-90,-89,-86,-100,-79,-80,-100,-100,-78,-77,-100,-100,-75,-76,-93,-100,-90,-78,-79,-78,-78,-81,-80,-81,-86,-85,-88,-85,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,124,18
-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-88,-89,-100,-90,-100,-100,-87,-91,-87,-51,-87,-52,-90,-100,-100,-94,-100,-100,-89,-88,-88,-88,-94,-100,-100,-100,-100,-100,-100,-100,-52,-100,-92,-90,-100,-90,-90,-89,-68,-90,-92,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-68,-100,-100,-100,-100,-68,-91,-91,-90,-100,-90,-100,-100,-100,-100,-71,-78,-72,-88,-71,-100,-82,-100,-89,-88,-90,-89,-86,-100,-79,-80,-100,-100,-77,-77,-100,-100,-75,-76,-93,-100,-90,-72,-73,-72,-73,-81,-83,-82,-86,-85,-88,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,124,19
