20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,20:a6:cd:42:13:f0,38:17:c3:1a:cf:d2,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:1f:09:80,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,44:48:c1:91:aa:20,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:95:a0,44:48:c1:91:aa:22,38:17:c3:1f:1c:10,38:17:c3:1f:19:c1,38:17:c3:22:5e:f0,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:39:d1,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,00:4e:35:df:06:40,20:a6:cd:50:24:b0,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:c1,00:4e:35:df:06:52,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,label
-76,-76,-87,-89,-78,-87,-65,-87,-88,-85,-85,-87,-87,-95,-84,-90,-83,-100,-84,-77,-72,-77,-74,-58,-77,-57,-82,-72,-88,-72,-71,-72,-70,-71,-76,-76,-82,-80,-82,-81,-88,-86,-100,-57,-77,-74,-85,-86,-85,-78,-77,-74,-78,-94,-70,-85,-86,-90,-87,-90,-80,-87,-62,-67,-63,-92,-62,-72,-79,-100,-88,-75,-80,-83,-78,-84,-86,-86,-86,-84,-81,-86,-81,-82,-81,-80,-89,-87,-80,-86,-79,-86,-90,-93,-88,-87,-88,-91,-86,-93,-87,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-74,-76,-87,-89,-77,-85,-71,-87,-82,-82,-81,-87,-87,-95,-85,-90,-86,-100,-86,-78,-73,-77,-73,-58,-78,-57,-82,-73,-88,-72,-71,-71,-70,-71,-76,-76,-82,-80,-81,-81,-88,-86,-100,-59,-76,-77,-84,-86,-84,-75,-78,-77,-78,-94,-71,-85,-86,-92,-89,-90,-79,-88,-63,-61,-63,-92,-64,-76,-79,-100,-89,-74,-78,-86,-81,-84,-86,-86,-88,-86,-84,-87,-84,-82,-83,-81,-89,-88,-80,-87,-81,-86,-90,-93,-88,-87,-88,-91,-89,-93,-87,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-79,-79,-87,-87,-79,-83,-72,-87,-80,-82,-81,-87,-87,-90,-85,-90,-90,-100,-88,-73,-74,-74,-75,-57,-74,-59,-79,-75,-88,-75,-74,-73,-73,-74,-77,-77,-83,-80,-83,-84,-89,-86,-100,-57,-78,-77,-85,-80,-85,-79,-79,-71,-79,-94,-71,-78,-86,-92,-89,-100,-78,-88,-66,-66,-63,-100,-64,-76,-78,-100,-89,-69,-78,-86,-80,-85,-86,-84,-88,-84,-88,-87,-89,-89,-88,-85,-100,-84,-84,-84,-84,-86,-90,-93,-88,-87,-88,-91,-89,-93,-87,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-79,-79,-87,-87,-79,-83,-72,-87,-85,-85,-84,-88,-88,-89,-85,-90,-91,-100,-90,-76,-74,-76,-73,-59,-76,-57,-80,-75,-88,-74,-75,-74,-74,-73,-79,-78,-87,-80,-86,-87,-89,-86,-100,-59,-79,-79,-89,-80,-88,-79,-79,-72,-79,-94,-65,-79,-78,-92,-89,-100,-78,-88,-69,-62,-70,-100,-61,-70,-82,-100,-89,-71,-80,-88,-79,-88,-86,-85,-88,-85,-92,-87,-90,-89,-91,-85,-100,-84,-92,-84,-90,-86,-90,-93,-88,-87,-88,-88,-89,-93,-87,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-80,-80,-87,-87,-80,-83,-72,-100,-85,-81,-84,-88,-88,-89,-85,-90,-91,-100,-90,-69,-74,-69,-73,-57,-68,-58,-79,-74,-88,-74,-74,-75,-74,-74,-80,-80,-85,-80,-82,-82,-89,-86,-100,-58,-81,-81,-86,-79,-85,-79,-79,-72,-79,-94,-76,-78,-80,-92,-89,-100,-81,-88,-69,-64,-69,-100,-65,-68,-82,-100,-89,-69,-80,-85,-79,-85,-86,-84,-88,-85,-85,-84,-86,-87,-87,-89,-100,-84,-87,-85,-87,-86,-90,-93,-100,-87,-88,-88,-89,-93,-87,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-82,-80,-87,-87,-80,-85,-68,-100,-85,-81,-82,-88,-88,-89,-90,-90,-90,-100,-88,-77,-74,-77,-74,-62,-76,-61,-79,-74,-90,-74,-73,-73,-73,-73,-78,-79,-85,-80,-85,-85,-89,-86,-100,-61,-79,-79,-87,-81,-86,-78,-79,-68,-79,-100,-70,-81,-81,-92,-89,-100,-83,-88,-66,-68,-69,-100,-68,-74,-83,-100,-89,-71,-82,-86,-81,-87,-86,-86,-88,-86,-85,-84,-86,-86,-86,-88,-100,-86,-89,-85,-90,-86,-100,-93,-100,-100,-100,-88,-89,-100,-87,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-82,-80,-87,-89,-80,-85,-68,-100,-85,-81,-82,-88,-87,-89,-90,-90,-89,-100,-88,-71,-76,-72,-76,-57,-71,-58,-79,-77,-90,-77,-75,-74,-74,-74,-80,-80,-90,-80,-87,-87,-89,-100,-100,-57,-81,-80,-86,-80,-86,-80,-79,-70,-78,-100,-65,-83,-81,-92,-89,-100,-83,-88,-65,-67,-65,-100,-68,-71,-83,-100,-89,-70,-82,-89,-81,-87,-86,-82,-88,-82,-87,-84,-87,-86,-85,-86,-100,-84,-86,-83,-87,-86,-100,-93,-100,-100,-100,-88,-89,-100,-87,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-76,-76,-87,-89,-78,-84,-68,-100,-85,-84,-85,-88,-87,-89,-90,-100,-91,-100,-88,-72,-73,-71,-76,-59,-71,-57,-79,-75,-90,-75,-73,-72,-74,-74,-80,-80,-88,-82,-88,-88,-89,-100,-100,-57,-80,-81,-87,-80,-87,-77,-76,-70,-76,-100,-65,-80,-80,-92,-89,-100,-79,-88,-66,-55,-65,-100,-70,-72,-79,-100,-89,-71,-79,-87,-80,-87,-86,-83,-88,-82,-88,-84,-86,-86,-86,-86,-100,-82,-88,-82,-86,-86,-100,-94,-100,-100,-100,-88,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-84,-81,-87,-88,-82,-89,-65,-100,-88,-86,-88,-88,-87,-92,-87,-100,-87,-100,-85,-74,-76,-73,-76,-64,-73,-62,-84,-76,-90,-77,-73,-75,-75,-74,-83,-82,-85,-82,-84,-84,-89,-100,-100,-63,-83,-83,-85,-81,-84,-77,-78,-68,-78,-100,-71,-80,-81,-92,-89,-100,-82,-88,-70,-63,-71,-100,-68,-73,-83,-100,-89,-67,-81,-86,-80,-85,-88,-84,-88,-84,-90,-83,-89,-89,-90,-84,-100,-83,-85,-84,-84,-89,-100,-92,-100,-100,-100,-89,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-83,-83,-87,-88,-82,-88,-65,-100,-88,-86,-88,-89,-88,-88,-85,-100,-86,-100,-85,-74,-78,-73,-78,-59,-74,-61,-84,-78,-90,-79,-75,-74,-73,-75,-83,-82,-86,-82,-84,-85,-89,-100,-100,-62,-81,-82,-85,-81,-86,-79,-78,-71,-78,-100,-66,-81,-81,-92,-89,-100,-85,-88,-73,-64,-70,-100,-68,-70,-83,-100,-89,-70,-81,-87,-80,-86,-88,-83,-88,-83,-90,-83,-91,-90,-91,-86,-100,-83,-86,-83,-87,-89,-88,-92,-100,-100,-100,-89,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-81,-80,-87,-87,-81,-88,-65,-100,-88,-82,-82,-88,-88,-90,-86,-100,-85,-100,-87,-74,-78,-73,-78,-63,-74,-63,-84,-76,-90,-77,-74,-74,-73,-73,-81,-82,-88,-83,-85,-85,-89,-100,-100,-63,-81,-81,-84,-81,-85,-81,-77,-71,-80,-100,-65,-81,-81,-92,-89,-100,-85,-88,-67,-68,-70,-100,-68,-71,-83,-100,-89,-70,-86,-85,-79,-84,-91,-83,-88,-85,-90,-89,-91,-91,-91,-86,-100,-84,-85,-84,-85,-89,-89,-92,-100,-100,-100,-89,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-81,-87,-87,-81,-81,-61,-100,-84,-83,-83,-88,-88,-90,-86,-100,-85,-100,-86,-74,-77,-73,-77,-64,-73,-64,-84,-78,-90,-77,-73,-72,-72,-73,-81,-81,-85,-83,-86,-85,-89,-100,-100,-64,-82,-82,-84,-81,-85,-81,-77,-69,-80,-100,-65,-91,-81,-92,-89,-100,-86,-88,-72,-68,-70,-100,-65,-71,-85,-100,-89,-70,-86,-85,-82,-84,-91,-83,-88,-83,-90,-89,-90,-90,-90,-86,-100,-84,-87,-85,-85,-89,-93,-92,-100,-100,-100,-89,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-81,-87,-87,-80,-81,-65,-100,-82,-83,-83,-88,-88,-88,-87,-100,-86,-100,-86,-73,-78,-74,-78,-63,-73,-64,-86,-78,-90,-78,-72,-74,-74,-73,-82,-81,-85,-83,-85,-85,-89,-100,-100,-63,-81,-82,-85,-82,-85,-78,-77,-70,-80,-94,-65,-81,-81,-92,-89,-100,-86,-88,-69,-65,-70,-100,-65,-70,-87,-100,-89,-68,-86,-85,-82,-85,-91,-84,-88,-84,-92,-89,-91,-91,-89,-85,-100,-84,-86,-85,-86,-89,-90,-92,-100,-100,-100,-89,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-82,-80,-87,-87,-81,-89,-65,-100,-82,-83,-82,-88,-88,-87,-86,-100,-86,-100,-85,-74,-77,-73,-78,-64,-74,-64,-86,-78,-90,-78,-72,-73,-72,-73,-81,-81,-86,-83,-84,-85,-91,-100,-100,-64,-81,-82,-85,-82,-86,-78,-77,-70,-80,-93,-65,-81,-80,-92,-89,-100,-86,-88,-70,-64,-68,-100,-65,-70,-87,-100,-89,-69,-86,-86,-82,-85,-89,-83,-88,-84,-90,-88,-90,-90,-89,-86,-100,-84,-87,-83,-87,-89,-89,-92,-100,-100,-100,-88,-89,-100,-100,-93,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-80,-79,-87,-87,-79,-87,-64,-100,-84,-83,-82,-88,-88,-87,-86,-100,-87,-100,-86,-67,-78,-66,-78,-58,-67,-59,-79,-78,-90,-79,-77,-75,-76,-76,-84,-83,-85,-79,-84,-84,-90,-100,-100,-57,-83,-83,-87,-79,-85,-80,-78,-68,-80,-93,-65,-78,-80,-92,-89,-100,-86,-88,-64,-61,-65,-100,-65,-69,-86,-84,-89,-70,-89,-86,-82,-85,-87,-83,-88,-83,-90,-88,-90,-91,-91,-82,-100,-84,-81,-85,-81,-89,-90,-92,-100,-100,-100,-88,-89,-100,-100,-93,-88,-88,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-76,-79,-87,-87,-79,-87,-74,-100,-88,-84,-82,-88,-88,-87,-86,-100,-87,-100,-87,-69,-78,-69,-78,-59,-69,-60,-83,-77,-90,-77,-78,-77,-75,-77,-82,-82,-84,-80,-85,-84,-90,-100,-100,-59,-82,-82,-88,-92,-86,-80,-80,-68,-78,-93,-62,-79,-80,-92,-89,-100,-86,-88,-66,-66,-64,-100,-65,-68,-86,-88,-89,-68,-89,-88,-82,-87,-87,-85,-88,-86,-91,-84,-90,-89,-90,-83,-88,-84,-83,-86,-84,-86,-90,-92,-100,-100,-100,-88,-89,-100,-100,-93,-88,-88,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-76,-80,-87,-87,-77,-87,-64,-100,-88,-84,-82,-88,-88,-87,-86,-100,-87,-100,-87,-67,-78,-68,-77,-59,-68,-59,-83,-78,-90,-77,-78,-77,-75,-77,-82,-82,-85,-76,-85,-85,-91,-100,-100,-59,-82,-82,-87,-92,-86,-80,-79,-69,-77,-93,-62,-79,-80,-92,-93,-100,-86,-88,-65,-65,-64,-100,-65,-68,-86,-86,-89,-69,-89,-88,-82,-88,-86,-84,-86,-82,-91,-81,-90,-90,-89,-82,-80,-84,-82,-84,-82,-86,-90,-92,-100,-100,-100,-88,-89,-100,-100,-93,-88,-88,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-80,-80,-87,-87,-77,-87,-64,-100,-87,-84,-84,-88,-88,-87,-85,-100,-88,-100,-85,-67,-78,-68,-77,-59,-67,-58,-84,-76,-90,-78,-76,-76,-76,-75,-82,-82,-84,-79,-83,-84,-91,-100,-100,-62,-82,-83,-86,-92,-85,-79,-79,-68,-80,-93,-62,-80,-80,-92,-91,-100,-86,-88,-65,-64,-65,-100,-65,-68,-86,-86,-89,-68,-84,-86,-83,-87,-86,-83,-88,-85,-92,-85,-90,-89,-89,-83,-80,-83,-83,-84,-81,-86,-88,-92,-100,-100,-100,-88,-100,-100,-100,-93,-88,-88,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-80,-77,-87,-87,-78,-89,-64,-100,-83,-83,-82,-88,-88,-87,-88,-100,-89,-100,-88,-67,-79,-67,-77,-56,-67,-57,-85,-77,-90,-78,-78,-78,-79,-79,-84,-84,-83,-79,-82,-83,-91,-100,-100,-56,-82,-84,-88,-92,-87,-77,-78,-64,-76,-93,-61,-80,-80,-100,-91,-100,-86,-100,-64,-64,-65,-100,-65,-67,-86,-87,-100,-64,-84,-86,-81,-88,-86,-83,-89,-84,-92,-86,-90,-90,-90,-83,-80,-83,-84,-83,-84,-88,-89,-92,-100,-100,-100,-88,-100,-100,-100,-100,-88,-88,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
