20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,20:a6:cd:42:13:f0,38:17:c3:1a:cf:d2,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,38:17:c3:1f:09:82,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:1f:09:80,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,44:48:c1:91:aa:20,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:95:a0,44:48:c1:91:aa:22,38:17:c3:1f:1c:10,38:17:c3:1f:19:c1,38:17:c3:22:5e:f0,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:39:d1,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:19:71:80,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,00:4e:35:df:06:40,20:a6:cd:50:24:b0,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:c1,00:4e:35:df:06:52,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-78,-100,-85,-100,-83,-100,-81,-100,-80,-94,-64,-81,-61,-100,-100,-100,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-70,-100,-91,-75,-100,-100,-100,-100,-100,-100,-100,-93,-91,-92,-100,-90,-73,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-67,-73,-100,-67,-100,-66,-100,-66,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-65,-66,-65,-66,-66,-66,-68,-72,-72,-75,-77,-83,-74,-100,-100,-85,-84,-91,-86,-86,-86,-86,-91,-85,-85,-88,-88,-88,-91,-87,-89,-93,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-78,-100,-85,-100,-85,-100,-81,-100,-82,-91,-62,-82,-64,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-74,-100,-91,-75,-100,-100,-100,-100,-100,-100,-100,-92,-89,-92,-100,-90,-74,-100,-91,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-66,-68,-100,-67,-100,-67,-100,-67,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-67,-67,-66,-66,-66,-67,-68,-72,-72,-75,-77,-89,-78,-100,-100,-84,-84,-91,-85,-85,-87,-86,-91,-86,-87,-88,-88,-88,-91,-87,-89,-93,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-79,-100,-78,-100,-78,-100,-84,-100,-83,-91,-63,-83,-63,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-77,-100,-94,-75,-100,-100,-100,-100,-100,-100,-100,-90,-89,-91,-100,-90,-77,-100,-91,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-75,-67,-100,-74,-100,-74,-100,-72,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-72,-78,-78,-77,-78,-72,-74,-76,-76,-74,-81,-74,-100,-100,-78,-79,-100,-88,-89,-88,-87,-90,-87,-87,-87,-88,-87,-91,-88,-89,-93,-88,-89,-91,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-80,-100,-77,-100,-78,-100,-84,-100,-83,-91,-67,-82,-68,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-75,-100,-93,-75,-100,-100,-100,-100,-100,-100,-100,-89,-89,-92,-100,-90,-74,-100,-91,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-72,-66,-100,-73,-100,-72,-100,-72,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-75,-78,-77,-77,-77,-76,-76,-77,-78,-79,-81,-90,-100,-100,-77,-78,-88,-86,-88,-89,-87,-90,-85,-84,-87,-88,-88,-91,-86,-89,-93,-88,-89,-91,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-80,-100,-79,-100,-79,-100,-81,-100,-81,-91,-65,-80,-64,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-76,-100,-93,-75,-100,-100,-100,-100,-100,-100,-100,-89,-89,-90,-100,-90,-75,-100,-91,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-75,-72,-100,-75,-100,-74,-100,-71,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-72,-80,-80,-81,-79,-76,-76,-74,-79,-77,-81,-79,-100,-100,-79,-79,-87,-86,-87,-87,-88,-87,-85,-84,-87,-87,-88,-94,-88,-89,-93,-88,-89,-91,-75,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-80,-100,-81,-100,-80,-100,-82,-100,-81,-91,-65,-81,-65,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-72,-100,-92,-75,-100,-100,-100,-100,-100,-100,-100,-88,-89,-92,-100,-90,-72,-100,-91,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-74,-72,-100,-75,-100,-76,-100,-73,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-71,-81,-81,-81,-82,-74,-76,-74,-79,-77,-81,-79,-100,-100,-81,-81,-87,-82,-87,-89,-89,-89,-83,-82,-87,-91,-88,-89,-88,-89,-93,-88,-89,-89,-75,-86,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-79,-100,-80,-100,-80,-100,-84,-100,-83,-91,-70,-84,-70,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-90,-100,-78,-100,-92,-75,-100,-100,-100,-100,-100,-100,-100,-91,-92,-92,-100,-90,-81,-100,-91,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-73,-65,-100,-74,-100,-75,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-72,-85,-85,-84,-84,-79,-78,-76,-77,-77,-81,-79,-100,-100,-80,-78,-88,-82,-88,-89,-88,-85,-82,-81,-86,-91,-86,-89,-88,-89,-93,-88,-89,-90,-75,-86,-90,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-81,-100,-81,-100,-83,-100,-83,-91,-66,-82,-65,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-90,-100,-74,-100,-90,-75,-100,-100,-100,-100,-100,-100,-100,-92,-92,-91,-100,-91,-77,-100,-91,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-72,-67,-100,-72,-100,-73,-100,-73,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-78,-79,-78,-78,-79,-78,-76,-77,-76,-80,-79,-100,-91,-82,-81,-90,-84,-87,-88,-88,-89,-84,-84,-86,-91,-86,-89,-88,-89,-93,-88,-89,-89,-75,-86,-90,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-82,-100,-83,-100,-84,-100,-85,-92,-66,-84,-65,-100,-100,-100,-91,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-90,-100,-78,-100,-92,-75,-100,-100,-100,-100,-100,-100,-100,-91,-92,-94,-100,-91,-80,-100,-91,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-69,-64,-100,-70,-100,-68,-100,-64,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-65,-65,-86,-86,-85,-87,-81,-81,-81,-75,-76,-80,-75,-90,-90,-82,-82,-90,-82,-89,-87,-85,-90,-82,-82,-86,-91,-86,-89,-87,-89,-93,-88,-89,-92,-69,-86,-90,-91,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-82,-100,-83,-100,-84,-100,-84,-100,-83,-92,-68,-84,-68,-100,-100,-100,-91,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-90,-100,-78,-100,-90,-75,-100,-100,-100,-100,-100,-100,-100,-91,-92,-91,-100,-91,-78,-100,-91,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-69,-63,-100,-71,-100,-70,-100,-66,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-65,-65,-86,-86,-85,-87,-81,-81,-81,-77,-77,-83,-77,-90,-90,-84,-83,-90,-86,-87,-87,-88,-88,-85,-86,-87,-85,-86,-89,-86,-89,-93,-87,-89,-92,-69,-86,-90,-91,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-81,-100,-82,-100,-83,-100,-83,-100,-83,-92,-68,-83,-66,-100,-100,-100,-92,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-90,-100,-80,-100,-91,-75,-100,-100,-100,-100,-100,-100,-100,-91,-92,-95,-100,-94,-78,-100,-91,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-66,-67,-100,-70,-100,-69,-100,-65,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-64,-64,-88,-87,-87,-87,-81,-81,-81,-77,-83,-83,-76,-90,-89,-82,-83,-88,-85,-90,-87,-88,-87,-86,-87,-87,-85,-86,-89,-89,-90,-93,-88,-89,-92,-69,-88,-90,-91,-88,-90,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-81,-100,-81,-100,-81,-100,-83,-100,-83,-93,-65,-84,-67,-100,-100,-100,-90,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-90,-100,-80,-100,-95,-75,-100,-100,-100,-100,-100,-100,-100,-91,-92,-92,-100,-94,-79,-100,-91,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-69,-68,-100,-69,-100,-67,-100,-67,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-65,-65,-88,-86,-87,-88,-79,-80,-80,-77,-77,-83,-74,-90,-89,-81,-81,-88,-82,-88,-87,-88,-90,-85,-83,-87,-85,-86,-89,-89,-90,-93,-88,-89,-93,-69,-88,-90,-91,-88,-90,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-81,-100,-85,-100,-83,-100,-89,-100,-88,-93,-69,-88,-68,-100,-100,-100,-90,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-90,-100,-77,-100,-90,-75,-100,-100,-100,-100,-100,-100,-100,-91,-90,-92,-100,-94,-79,-100,-90,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-73,-66,-100,-72,-100,-72,-100,-66,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-78,-66,-66,-80,-81,-81,-81,-83,-84,-84,-79,-78,-83,-79,-90,-89,-86,-86,-88,-84,-88,-87,-88,-86,-83,-84,-82,-85,-86,-90,-89,-89,-93,-90,-89,-87,-69,-86,-86,-87,-85,-89,-88,-89,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-80,-100,-81,-100,-87,-100,-89,-93,-67,-89,-67,-100,-100,-100,-90,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-90,-100,-76,-100,-89,-75,-100,-100,-100,-100,-100,-100,-100,-91,-90,-92,-100,-94,-77,-100,-90,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-72,-65,-100,-71,-100,-72,-100,-69,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-80,-70,-70,-84,-86,-85,-85,-80,-80,-80,-72,-70,-83,-70,-90,-91,-81,-81,-86,-84,-87,-88,-88,-85,-84,-85,-86,-86,-87,-90,-89,-89,-93,-90,-88,-88,-69,-86,-89,-88,-87,-89,-88,-89,-94,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-82,-100,-81,-100,-91,-100,-89,-93,-69,-89,-69,-100,-100,-100,-90,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-90,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-92,-100,-94,-78,-100,-90,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-71,-72,-100,-72,-100,-71,-100,-66,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-79,-66,-66,-85,-85,-84,-85,-80,-80,-80,-75,-73,-83,-73,-90,-90,-81,-81,-88,-86,-85,-86,-85,-84,-87,-87,-86,-86,-87,-88,-84,-89,-100,-87,-81,-87,-66,-84,-86,-86,-85,-89,-89,-89,-94,-82,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-82,-100,-81,-100,-92,-100,-89,-93,-69,-91,-70,-100,-100,-100,-90,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-90,-100,-77,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-92,-100,-94,-78,-100,-90,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-72,-71,-100,-72,-100,-71,-100,-67,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-80,-68,-69,-87,-88,-87,-88,-81,-80,-81,-72,-74,-83,-75,-87,-88,-82,-82,-88,-84,-86,-84,-86,-84,-84,-85,-86,-86,-87,-91,-86,-87,-100,-87,-81,-84,-67,-84,-85,-84,-85,-89,-90,-88,-94,-82,-89,-81,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-84,-100,-83,-100,-89,-100,-91,-93,-69,-91,-69,-100,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-90,-100,-75,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-92,-100,-94,-78,-100,-90,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-73,-63,-100,-73,-100,-73,-100,-67,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-80,-67,-67,-86,-86,-85,-86,-81,-80,-81,-75,-75,-86,-74,-88,-89,-84,-83,-88,-85,-86,-87,-86,-85,-85,-84,-85,-86,-87,-90,-86,-87,-100,-87,-81,-86,-67,-84,-85,-85,-85,-92,-90,-89,-94,-82,-89,-81,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-88,-100,-82,-100,-81,-100,-93,-100,-91,-93,-69,-91,-70,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-90,-100,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-92,-100,-94,-75,-100,-90,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-74,-70,-100,-74,-100,-74,-100,-66,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-80,-67,-67,-85,-86,-86,-85,-81,-80,-81,-75,-72,-86,-71,-88,-87,-82,-81,-88,-88,-86,-86,-86,-84,-84,-84,-85,-86,-87,-90,-86,-87,-100,-87,-81,-85,-67,-85,-84,-85,-84,-92,-89,-89,-94,-82,-88,-81,-87,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-88,-100,-83,-100,-83,-100,-91,-100,-89,-93,-67,-89,-67,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-90,-100,-75,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-92,-100,-94,-78,-100,-90,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-73,-70,-100,-73,-100,-72,-100,-67,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-81,-66,-66,-85,-87,-87,-86,-81,-80,-81,-75,-75,-86,-74,-87,-87,-84,-83,-88,-88,-86,-86,-87,-84,-85,-84,-85,-86,-87,-90,-85,-87,-100,-87,-81,-85,-67,-85,-85,-85,-84,-88,-88,-89,-94,-81,-89,-81,-87,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
