44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d2,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,b6:e6:2d:69:d5:58,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:52,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:19:f0,38:17:c3:22:61:90,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:24:56:51,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:36:31,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,02:54:af:fe:54:11,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:71:90,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,68:ff:7b:e4:af:39,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:35:01,80:8d:b7:55:29:d2,80:8d:b7:55:29:c0,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1f:22:32,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:22:31,20:a6:cd:50:24:a1,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:b2,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:41,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-88,-91,-90,-78,-78,-53,-52,-52,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-80,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-92,-100,-100,-93,-100,-100,-94,-100,-100,-100,-61,-61,-61,-78,-100,-82,-84,-78,-79,-81,-81,-83,-73,-83,-82,-82,-83,-75,-74,-80,-81,-100,-80,-81,-93,-90,-83,-81,-90,-90,-90,-93,-90,-88,-88,-93,-89,-81,-78,-89,-78,-85,-79,-91,-82,-81,-82,-83,-93,-91,-90,-85,-87,-87,-92,-88,-84,-100,-89,-85,-85,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-88,-91,-90,-78,-77,-51,-51,-51,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-92,-100,-100,-93,-100,-100,-94,-100,-100,-100,-60,-60,-60,-81,-100,-83,-83,-79,-78,-81,-81,-83,-74,-81,-83,-83,-81,-74,-73,-81,-80,-100,-82,-83,-92,-89,-83,-81,-89,-87,-92,-92,-90,-86,-89,-90,-89,-80,-79,-89,-80,-85,-82,-90,-82,-80,-82,-83,-90,-91,-90,-85,-87,-87,-92,-88,-84,-100,-90,-85,-85,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-89,-91,-89,-77,-77,-50,-50,-50,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-92,-100,-100,-93,-100,-100,-94,-100,-100,-100,-60,-60,-60,-80,-100,-82,-83,-76,-76,-81,-81,-83,-74,-81,-83,-82,-81,-74,-73,-82,-82,-100,-80,-80,-92,-91,-89,-81,-90,-90,-92,-92,-90,-86,-89,-90,-89,-80,-79,-90,-80,-85,-83,-90,-83,-82,-87,-83,-89,-91,-90,-88,-87,-88,-92,-88,-85,-100,-91,-85,-85,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-89,-91,-89,-77,-77,-49,-49,-49,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-92,-100,-100,-93,-100,-100,-94,-100,-100,-100,-58,-59,-59,-78,-100,-80,-80,-77,-76,-81,-82,-80,-72,-82,-84,-80,-82,-73,-74,-81,-82,-100,-82,-81,-92,-89,-89,-82,-88,-89,-92,-92,-92,-86,-87,-90,-88,-80,-79,-88,-80,-85,-82,-90,-81,-82,-87,-83,-90,-91,-90,-87,-91,-89,-92,-88,-85,-100,-90,-85,-85,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-89,-91,-89,-79,-78,-49,-50,-49,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-76,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-92,-100,-100,-93,-100,-100,-94,-100,-100,-100,-58,-60,-59,-77,-100,-80,-81,-77,-78,-81,-82,-82,-73,-83,-84,-81,-82,-73,-74,-82,-82,-100,-82,-82,-92,-89,-89,-81,-87,-88,-92,-93,-92,-86,-86,-89,-88,-80,-79,-87,-80,-85,-82,-90,-81,-82,-86,-83,-88,-91,-90,-87,-91,-89,-92,-88,-84,-100,-90,-85,-85,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-89,-91,-89,-78,-77,-48,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-60,-77,-100,-80,-80,-77,-78,-81,-79,-80,-74,-87,-85,-80,-87,-74,-74,-77,-77,-100,-80,-80,-92,-90,-85,-81,-89,-88,-92,-91,-92,-86,-87,-89,-88,-74,-74,-87,-74,-80,-82,-90,-82,-82,-81,-81,-84,-91,-90,-87,-91,-89,-92,-88,-79,-100,-86,-82,-79,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-89,-91,-89,-79,-79,-47,-46,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-62,-77,-100,-80,-80,-79,-79,-81,-78,-79,-77,-87,-85,-80,-87,-76,-76,-76,-77,-100,-80,-80,-93,-88,-85,-81,-85,-87,-92,-93,-92,-86,-87,-89,-88,-73,-72,-87,-73,-82,-85,-90,-85,-83,-82,-82,-83,-91,-90,-89,-89,-89,-92,-88,-80,-100,-84,-78,-80,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-89,-91,-89,-79,-79,-49,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-60,-77,-100,-80,-83,-78,-78,-81,-80,-81,-72,-87,-85,-81,-87,-71,-72,-81,-81,-100,-83,-80,-92,-90,-85,-81,-87,-88,-92,-93,-92,-86,-87,-89,-88,-73,-73,-87,-73,-82,-83,-90,-84,-84,-82,-82,-85,-91,-90,-89,-89,-89,-92,-88,-79,-100,-85,-81,-82,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-89,-91,-89,-77,-78,-49,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-59,-77,-100,-84,-82,-77,-78,-80,-81,-83,-73,-85,-85,-82,-86,-73,-75,-80,-80,-100,-80,-79,-92,-89,-79,-81,-88,-87,-92,-93,-92,-86,-88,-89,-88,-75,-75,-86,-75,-82,-82,-90,-84,-82,-82,-82,-83,-91,-90,-89,-89,-89,-92,-88,-79,-100,-83,-81,-82,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-89,-91,-89,-78,-78,-49,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-59,-60,-77,-100,-82,-83,-78,-77,-80,-81,-81,-74,-85,-86,-83,-85,-73,-73,-80,-80,-100,-80,-79,-92,-87,-84,-81,-88,-87,-92,-91,-92,-86,-86,-89,-86,-75,-75,-85,-75,-81,-82,-90,-83,-82,-81,-80,-84,-91,-90,-89,-89,-89,-92,-88,-79,-100,-84,-79,-82,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-89,-91,-89,-78,-79,-46,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-75,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-59,-57,-77,-100,-82,-84,-79,-80,-80,-80,-83,-74,-86,-86,-83,-85,-73,-73,-80,-81,-100,-81,-79,-92,-87,-84,-83,-86,-86,-92,-91,-92,-91,-85,-89,-87,-75,-75,-86,-75,-81,-82,-90,-84,-82,-96,-80,-83,-91,-90,-89,-89,-89,-92,-88,-82,-100,-82,-80,-80,-83,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-89,-91,-89,-79,-80,-47,-48,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-90,-100,-84,-84,-79,-80,-80,-83,-83,-74,-87,-86,-85,-85,-74,-75,-82,-81,-100,-81,-82,-92,-89,-86,-82,-88,-89,-92,-91,-92,-86,-85,-89,-87,-76,-75,-86,-76,-84,-82,-88,-81,-82,-83,-85,-83,-91,-87,-89,-89,-89,-92,-87,-80,-100,-84,-77,-73,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-89,-91,-89,-79,-85,-48,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-59,-61,-90,-100,-84,-84,-80,-79,-86,-81,-84,-74,-85,-86,-84,-87,-74,-74,-82,-81,-100,-84,-82,-92,-88,-86,-82,-89,-89,-92,-92,-92,-86,-85,-89,-87,-78,-76,-86,-77,-82,-79,-88,-79,-81,-84,-83,-84,-91,-87,-89,-89,-89,-92,-87,-79,-100,-84,-79,-78,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-89,-91,-89,-80,-80,-47,-47,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-78,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-62,-90,-100,-85,-84,-80,-81,-88,-81,-84,-75,-85,-85,-84,-85,-74,-74,-81,-81,-100,-84,-83,-92,-90,-86,-83,-91,-90,-92,-91,-92,-90,-90,-89,-88,-78,-76,-86,-77,-83,-79,-88,-79,-81,-85,-83,-85,-91,-86,-89,-89,-89,-92,-85,-80,-100,-84,-81,-80,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-89,-91,-89,-81,-82,-47,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-70,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-64,-90,-100,-83,-84,-81,-81,-88,-80,-84,-75,-85,-85,-83,-85,-74,-74,-81,-81,-100,-86,-85,-92,-88,-88,-85,-87,-88,-92,-91,-92,-90,-90,-89,-88,-78,-76,-86,-77,-83,-79,-88,-79,-80,-85,-83,-85,-91,-87,-89,-89,-89,-92,-87,-82,-100,-85,-81,-81,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-89,-91,-89,-80,-81,-48,-48,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-71,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-90,-100,-82,-81,-81,-81,-85,-80,-83,-75,-85,-85,-83,-85,-74,-74,-81,-81,-100,-86,-82,-92,-90,-88,-85,-88,-89,-92,-89,-92,-90,-90,-89,-88,-78,-78,-86,-77,-83,-78,-87,-78,-78,-85,-83,-83,-91,-85,-89,-89,-89,-92,-87,-78,-100,-85,-81,-81,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-89,-91,-89,-81,-81,-48,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-72,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-65,-90,-100,-83,-82,-82,-80,-86,-80,-83,-72,-85,-86,-83,-85,-72,-73,-81,-81,-100,-84,-82,-92,-90,-88,-83,-88,-89,-92,-90,-92,-90,-90,-91,-88,-78,-78,-86,-79,-85,-80,-86,-81,-81,-85,-84,-84,-91,-87,-89,-89,-89,-92,-87,-80,-100,-85,-80,-78,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-89,-91,-89,-79,-80,-54,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-72,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-90,-100,-82,-81,-79,-79,-86,-80,-82,-75,-85,-86,-81,-86,-76,-75,-81,-81,-100,-79,-80,-92,-90,-85,-81,-88,-89,-92,-90,-92,-90,-90,-91,-88,-78,-79,-89,-79,-81,-80,-92,-81,-81,-81,-81,-92,-91,-87,-89,-89,-89,-100,-87,-76,-100,-83,-76,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
