20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:22:61:91,38:17:c3:24:47:51,38:17:c3:22:61:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:19:36:30,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,b4:5d:50:e1:96:40,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:19:f0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,38:17:c3:1f:09:91,38:17:c3:1f:1c:11,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:1f:19:f2,38:17:c3:22:5e:f0,38:17:c3:1f:19:f1,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:90,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,00:4e:35:df:06:52,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:41,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-60,-82,-100,-82,-100,-100,-100,-100,-100,-90,-89,-49,-49,-91,-93,-61,-87,-88,-100,-100,-100,-100,-78,-73,-73,-61,-61,-72,-100,-100,-73,-78,-83,-82,-80,-79,-80,-81,-82,-84,-86,-87,-86,-75,-88,-74,-83,-83,-85,-91,-73,-88,-92,-82,-83,-82,-88,-86,-89,-89,-86,-90,-80,-88,-81,-80,-87,-100,-82,-82,-83,-86,-87,-89,-91,-89,-89,-87,-87,-86,-94,-87,-95,-86,-90,-90,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-62,-82,-100,-82,-100,-100,-100,-100,-100,-88,-88,-49,-50,-91,-93,-63,-87,-88,-100,-100,-100,-100,-77,-74,-73,-63,-62,-73,-100,-100,-72,-78,-83,-82,-80,-79,-80,-83,-82,-84,-86,-86,-88,-75,-89,-75,-83,-83,-85,-91,-75,-88,-92,-82,-83,-82,-88,-87,-89,-89,-86,-91,-80,-88,-81,-80,-87,-100,-83,-83,-83,-86,-85,-88,-91,-89,-89,-86,-87,-86,-94,-87,-95,-87,-90,-90,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-54,-82,-100,-81,-100,-100,-100,-100,-100,-88,-88,-51,-51,-91,-93,-59,-87,-88,-100,-100,-100,-100,-77,-71,-71,-62,-60,-72,-100,-100,-71,-80,-83,-82,-79,-77,-78,-82,-82,-84,-82,-82,-81,-75,-83,-75,-84,-86,-86,-91,-75,-91,-85,-88,-88,-88,-88,-87,-84,-84,-86,-89,-85,-88,-87,-84,-87,-100,-82,-81,-82,-86,-85,-89,-92,-89,-89,-86,-87,-86,-94,-87,-95,-87,-90,-90,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-56,-83,-100,-84,-100,-100,-100,-100,-100,-88,-90,-50,-50,-91,-93,-62,-100,-100,-100,-100,-100,-100,-80,-74,-74,-61,-61,-72,-100,-100,-72,-79,-83,-84,-77,-77,-77,-83,-83,-82,-82,-81,-81,-75,-85,-75,-84,-85,-85,-91,-74,-94,-89,-89,-88,-88,-88,-87,-84,-85,-86,-87,-84,-88,-84,-84,-87,-100,-82,-81,-82,-86,-85,-90,-89,-89,-88,-88,-86,-86,-91,-87,-95,-87,-90,-90,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-53,-83,-100,-83,-100,-100,-100,-100,-100,-90,-89,-54,-53,-91,-93,-62,-100,-100,-100,-100,-100,-100,-81,-71,-73,-62,-61,-72,-100,-100,-73,-79,-83,-82,-77,-78,-77,-83,-82,-82,-82,-82,-80,-76,-83,-76,-83,-85,-85,-91,-75,-90,-89,-88,-87,-87,-88,-87,-84,-84,-86,-89,-83,-88,-83,-84,-100,-100,-82,-81,-82,-86,-85,-89,-90,-88,-88,-88,-86,-86,-94,-88,-95,-87,-90,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-48,-83,-100,-83,-100,-100,-100,-100,-100,-88,-88,-53,-54,-91,-93,-60,-100,-100,-100,-100,-100,-100,-81,-74,-76,-63,-62,-74,-100,-100,-75,-79,-82,-81,-79,-80,-81,-82,-82,-85,-82,-82,-80,-76,-84,-76,-83,-85,-85,-91,-76,-91,-89,-88,-89,-87,-88,-87,-85,-85,-88,-89,-84,-88,-84,-84,-100,-100,-82,-82,-81,-86,-85,-90,-91,-88,-89,-88,-86,-86,-94,-89,-95,-87,-90,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-72,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-49,-84,-100,-83,-100,-100,-100,-100,-100,-89,-88,-51,-51,-91,-93,-61,-100,-100,-100,-100,-100,-100,-80,-73,-73,-62,-60,-73,-100,-100,-73,-80,-80,-81,-77,-80,-78,-81,-80,-84,-82,-79,-80,-79,-86,-77,-81,-81,-82,-91,-78,-91,-90,-89,-88,-89,-91,-90,-86,-85,-87,-89,-84,-88,-84,-84,-87,-86,-82,-82,-84,-86,-86,-90,-91,-89,-91,-88,-86,-87,-94,-87,-95,-86,-90,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-53,-83,-100,-84,-100,-100,-100,-100,-100,-89,-89,-56,-54,-91,-93,-62,-100,-100,-100,-100,-100,-100,-80,-73,-73,-63,-64,-73,-100,-100,-72,-79,-84,-83,-79,-79,-78,-84,-85,-82,-82,-79,-80,-75,-85,-74,-82,-80,-80,-89,-73,-89,-81,-88,-88,-94,-88,-88,-85,-85,-87,-89,-84,-88,-84,-84,-87,-86,-82,-82,-84,-86,-86,-90,-91,-90,-88,-86,-83,-87,-94,-87,-92,-86,-90,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-54,-87,-100,-84,-100,-100,-100,-100,-100,-88,-89,-49,-48,-100,-100,-64,-100,-100,-100,-100,-100,-100,-80,-73,-74,-65,-64,-74,-100,-100,-74,-82,-80,-80,-77,-78,-76,-80,-79,-84,-81,-80,-80,-72,-88,-72,-81,-82,-83,-90,-73,-92,-92,-83,-83,-92,-90,-91,-87,-89,-88,-92,-80,-85,-80,-80,-86,-85,-76,-76,-79,-88,-87,-89,-93,-88,-87,-83,-83,-87,-94,-87,-92,-87,-90,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-59,-91,-100,-89,-100,-100,-100,-100,-100,-88,-89,-50,-49,-100,-100,-63,-100,-100,-100,-100,-100,-100,-82,-73,-75,-64,-64,-73,-100,-100,-75,-82,-81,-82,-76,-75,-75,-82,-81,-84,-81,-82,-80,-76,-88,-76,-83,-83,-83,-90,-76,-90,-92,-83,-85,-83,-90,-91,-88,-89,-88,-91,-79,-85,-79,-79,-85,-85,-79,-76,-76,-88,-87,-89,-93,-88,-87,-84,-84,-84,-94,-87,-92,-87,-90,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-65,-89,-100,-91,-100,-100,-100,-100,-100,-88,-89,-48,-48,-100,-100,-64,-100,-100,-100,-100,-100,-100,-82,-74,-75,-64,-65,-73,-100,-100,-73,-82,-80,-80,-77,-77,-76,-82,-81,-84,-80,-80,-80,-73,-88,-74,-83,-83,-83,-90,-73,-89,-92,-83,-85,-83,-89,-89,-87,-87,-89,-91,-80,-85,-79,-79,-85,-85,-77,-77,-76,-88,-87,-90,-93,-88,-87,-83,-84,-83,-94,-87,-92,-87,-90,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-55,-89,-100,-91,-100,-100,-100,-100,-100,-88,-93,-49,-49,-100,-100,-64,-100,-100,-100,-100,-100,-100,-82,-73,-74,-64,-62,-73,-100,-100,-76,-82,-80,-80,-75,-76,-75,-92,-81,-84,-80,-80,-80,-75,-88,-75,-85,-86,-83,-90,-75,-90,-92,-83,-83,-82,-89,-92,-89,-87,-88,-91,-79,-87,-80,-79,-85,-85,-76,-76,-80,-88,-87,-91,-93,-88,-87,-83,-84,-83,-94,-87,-92,-87,-90,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-53,-87,-100,-90,-100,-100,-100,-100,-100,-88,-93,-49,-49,-100,-100,-63,-100,-100,-100,-100,-100,-100,-82,-73,-74,-64,-64,-74,-100,-100,-74,-82,-81,-81,-77,-76,-75,-82,-80,-84,-80,-80,-80,-76,-89,-75,-83,-84,-84,-90,-75,-90,-90,-82,-83,-83,-92,-92,-88,-88,-88,-90,-79,-85,-80,-79,-86,-86,-79,-76,-80,-88,-87,-91,-93,-88,-87,-84,-84,-84,-94,-87,-92,-88,-90,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-59,-89,-100,-89,-100,-100,-100,-100,-100,-89,-93,-49,-50,-100,-100,-65,-100,-100,-100,-100,-100,-100,-82,-74,-75,-65,-62,-76,-100,-100,-75,-82,-80,-80,-75,-76,-76,-80,-79,-84,-80,-80,-80,-75,-89,-76,-83,-84,-84,-90,-76,-91,-90,-82,-83,-83,-88,-92,-88,-87,-88,-92,-81,-85,-81,-82,-86,-86,-76,-79,-76,-88,-87,-91,-93,-88,-87,-84,-84,-83,-94,-87,-92,-88,-90,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-53,-88,-100,-86,-100,-100,-100,-100,-100,-93,-93,-43,-43,-100,-100,-58,-100,-100,-100,-100,-100,-100,-82,-86,-77,-59,-59,-75,-100,-100,-77,-83,-83,-81,-80,-80,-79,-81,-82,-82,-80,-86,-80,-74,-90,-74,-81,-79,-83,-90,-73,-90,-90,-84,-84,-85,-88,-92,-88,-90,-88,-92,-77,-85,-76,-76,-86,-86,-80,-79,-80,-88,-77,-91,-92,-87,-88,-84,-79,-80,-94,-86,-92,-80,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-54,-88,-100,-86,-100,-100,-100,-100,-100,-95,-93,-44,-44,-100,-100,-59,-100,-100,-100,-100,-100,-100,-82,-75,-75,-60,-60,-75,-100,-100,-75,-83,-82,-82,-79,-79,-80,-81,-82,-84,-85,-83,-86,-74,-88,-74,-79,-80,-80,-90,-73,-91,-90,-84,-85,-85,-88,-92,-90,-88,-87,-87,-74,-85,-75,-75,-86,-86,-82,-80,-80,-88,-77,-91,-90,-87,-87,-80,-79,-80,-94,-88,-92,-80,-90,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-59,-87,-100,-86,-100,-100,-100,-100,-100,-92,-94,-43,-43,-100,-100,-59,-100,-100,-100,-100,-100,-100,-82,-76,-75,-59,-58,-75,-100,-100,-75,-82,-82,-82,-79,-80,-79,-81,-81,-82,-85,-83,-86,-74,-90,-73,-80,-80,-82,-90,-74,-91,-92,-86,-86,-85,-88,-92,-89,-89,-88,-88,-74,-85,-74,-74,-86,-86,-79,-80,-80,-83,-81,-90,-90,-87,-86,-80,-79,-80,-94,-89,-92,-81,-90,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-58,-86,-100,-86,-100,-100,-100,-100,-100,-91,-94,-43,-44,-100,-100,-60,-100,-100,-100,-100,-100,-100,-82,-76,-76,-59,-60,-75,-100,-100,-75,-86,-82,-81,-80,-80,-80,-81,-81,-75,-89,-87,-86,-74,-88,-73,-80,-80,-82,-90,-74,-93,-92,-84,-85,-85,-88,-92,-89,-89,-88,-87,-74,-85,-74,-74,-86,-86,-79,-80,-80,-83,-81,-90,-90,-87,-87,-79,-79,-80,-94,-89,-92,-81,-90,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-53,-86,-100,-86,-100,-100,-100,-100,-100,-90,-94,-42,-42,-100,-100,-59,-100,-100,-100,-100,-100,-100,-84,-75,-75,-59,-59,-75,-100,-100,-76,-83,-82,-81,-80,-80,-80,-80,-81,-83,-86,-86,-86,-73,-89,-73,-79,-79,-79,-90,-73,-92,-91,-85,-84,-84,-88,-92,-87,-88,-87,-88,-75,-85,-74,-75,-86,-86,-83,-80,-83,-79,-79,-89,-92,-87,-87,-80,-80,-79,-94,-88,-92,-80,-90,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
