44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1a:cf:d0,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:51,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:21,86:0d:8e:aa:25:a4,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:24:56:52,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:32,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,timestamp
-100,-100,-100,-100,-80,-81,-78,-79,-65,-100,-100,-100,-100,-100,-88,-100,-89,-91,-100,-100,-100,-100,-95,-100,-100,-100,-100,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-92,-71,-90,-70,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-73,-100,-100,-100,-100,-100,-75,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-74,-100,-100,-100,-74,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-66,-66,-89,-88,-89,-88,-84,-84,-84,-71,-72,-68,-82,-81,-79,-89,-80,-80,-89,-87,-87,-83,-84,-84,-88,-82,-83,-85,-84,-87,-83,-82,-83,-94,-86,-87,-87,-89,-92,-87,-90,-88,-92,-90,-89,-92,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,682,2289028735636
-100,-100,-100,-100,-81,-81,-78,-78,-69,-100,-100,-100,-100,-100,-89,-100,-89,-91,-100,-100,-100,-100,-95,-100,-100,-100,-100,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-92,-75,-90,-74,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-74,-100,-100,-100,-100,-100,-76,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-78,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-69,-69,-87,-87,-87,-86,-84,-85,-84,-81,-71,-72,-82,-81,-80,-87,-79,-79,-89,-87,-87,-83,-85,-84,-88,-83,-83,-84,-84,-89,-84,-83,-83,-94,-88,-88,-87,-91,-92,-87,-90,-89,-92,-90,-89,-92,-93,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,682,2292821424957
-100,-100,-100,-100,-81,-81,-81,-78,-71,-100,-100,-100,-100,-100,-92,-100,-89,-91,-100,-100,-100,-100,-95,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-89,-92,-75,-90,-76,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-100,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-80,-100,-100,-100,-77,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-69,-68,-87,-87,-87,-87,-84,-85,-84,-73,-73,-70,-82,-81,-79,-87,-79,-78,-87,-87,-87,-82,-84,-85,-87,-83,-83,-86,-85,-87,-82,-82,-83,-94,-88,-88,-89,-88,-92,-88,-93,-88,-92,-90,-89,-92,-93,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,682,2296614355320
-100,-100,-100,-100,-81,-81,-81,-79,-69,-100,-100,-100,-100,-100,-90,-100,-89,-87,-100,-100,-100,-100,-95,-100,-100,-100,-100,-71,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-92,-75,-90,-74,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-100,-100,-100,-100,-100,-77,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-78,-100,-100,-100,-77,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-69,-68,-88,-89,-89,-87,-84,-85,-86,-73,-73,-70,-82,-81,-79,-89,-78,-79,-88,-87,-87,-82,-84,-83,-88,-83,-83,-83,-83,-89,-82,-83,-83,-94,-88,-88,-89,-89,-92,-89,-93,-87,-92,-90,-89,-91,-92,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,682,2300407339121
-100,-100,-100,-100,-81,-79,-80,-78,-70,-100,-100,-100,-100,-100,-88,-100,-89,-87,-100,-100,-100,-100,-95,-100,-100,-100,-100,-71,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-92,-75,-90,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-76,-100,-100,-100,-100,-100,-77,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-77,-100,-100,-100,-77,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-68,-69,-86,-88,-87,-88,-84,-85,-84,-73,-72,-70,-82,-81,-80,-88,-78,-79,-88,-87,-87,-84,-84,-84,-87,-84,-83,-84,-85,-87,-83,-83,-82,-94,-89,-88,-88,-90,-92,-87,-93,-87,-92,-90,-89,-91,-92,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,682,2304197277818
-100,-100,-100,-100,-81,-83,-83,-78,-69,-100,-100,-100,-100,-100,-89,-100,-94,-87,-100,-100,-100,-100,-95,-100,-100,-100,-100,-72,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-75,-90,-74,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-100,-100,-100,-100,-100,-76,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-79,-100,-100,-100,-78,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-70,-88,-88,-87,-87,-84,-85,-85,-72,-72,-72,-79,-81,-78,-89,-78,-79,-88,-83,-84,-83,-85,-84,-87,-82,-83,-84,-85,-90,-82,-83,-83,-94,-89,-88,-88,-89,-92,-90,-93,-87,-92,-90,-83,-91,-92,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,682,2307996628597
-100,-100,-100,-100,-79,-75,-75,-82,-60,-100,-100,-100,-100,-100,-90,-100,-94,-87,-100,-100,-100,-100,-95,-100,-100,-100,-100,-68,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-71,-90,-71,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-71,-100,-100,-100,-100,-100,-76,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-78,-100,-100,-100,-80,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-61,-61,-82,-83,-82,-82,-82,-82,-82,-69,-71,-72,-79,-81,-83,-89,-83,-82,-88,-83,-84,-81,-85,-86,-86,-81,-81,-87,-85,-76,-80,-82,-81,-94,-77,-78,-87,-87,-92,-87,-93,-87,-92,-90,-83,-91,-92,-86,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,699,2348736760248
-100,-100,-100,-100,-75,-74,-75,-80,-61,-100,-100,-100,-100,-100,-91,-100,-94,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-68,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-71,-90,-71,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-71,-100,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-75,-100,-100,-100,-78,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-59,-58,-82,-83,-83,-82,-84,-83,-85,-73,-72,-72,-84,-81,-80,-89,-81,-80,-88,-83,-84,-81,-84,-84,-86,-80,-81,-84,-84,-77,-82,-82,-82,-94,-76,-76,-88,-91,-92,-90,-93,-87,-92,-90,-81,-91,-92,-86,-89,-89,-88,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,699,2352540592799
-100,-100,-100,-100,-75,-74,-75,-82,-60,-100,-100,-100,-100,-100,-91,-100,-94,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-70,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-70,-90,-69,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-70,-100,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-79,-100,-100,-100,-76,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-61,-60,-85,-86,-85,-84,-85,-84,-85,-72,-72,-72,-84,-81,-81,-89,-81,-81,-88,-83,-84,-81,-85,-86,-86,-82,-80,-86,-86,-77,-82,-82,-82,-94,-77,-77,-88,-91,-91,-89,-93,-86,-92,-90,-81,-91,-90,-87,-88,-89,-88,-89,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,699,2356318169673
-100,-100,-100,-100,-78,-76,-79,-79,-60,-100,-100,-100,-100,-100,-93,-100,-94,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-84,-84,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-67,-90,-67,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-67,-100,-100,-100,-100,-100,-76,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-79,-100,-100,-100,-77,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-60,-59,-84,-82,-83,-83,-84,-84,-85,-73,-73,-73,-84,-81,-80,-89,-80,-79,-88,-81,-82,-82,-85,-84,-86,-82,-82,-84,-85,-78,-82,-81,-82,-85,-78,-77,-88,-89,-91,-89,-91,-86,-100,-100,-82,-91,-89,-85,-87,-89,-88,-87,-88,-88,-91,-86,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,699,2360126996494
-100,-100,-100,-100,-78,-76,-78,-79,-59,-100,-100,-100,-100,-100,-91,-100,-94,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-71,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-71,-90,-70,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-72,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-78,-100,-100,-100,-79,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-59,-59,-83,-84,-84,-84,-84,-84,-85,-73,-73,-73,-84,-88,-79,-92,-79,-78,-88,-83,-82,-80,-85,-84,-86,-81,-82,-84,-85,-78,-83,-82,-83,-85,-78,-77,-88,-89,-92,-89,-92,-83,-100,-100,-81,-91,-89,-85,-86,-88,-91,-88,-88,-88,-91,-86,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,699,2363926253628
-100,-100,-100,-100,-78,-76,-78,-81,-59,-100,-100,-100,-100,-100,-91,-100,-94,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-70,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-74,-90,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-73,-100,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-80,-100,-100,-100,-78,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-58,-59,-83,-83,-83,-84,-83,-83,-85,-71,-71,-71,-84,-88,-80,-89,-80,-81,-90,-83,-82,-83,-84,-86,-86,-83,-82,-84,-84,-78,-83,-82,-83,-84,-78,-80,-88,-91,-91,-89,-92,-85,-100,-100,-81,-91,-88,-85,-86,-88,-91,-88,-88,-88,-91,-86,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,699,2367726673939
-100,-100,-100,-100,-78,-76,-76,-80,-60,-100,-100,-100,-100,-100,-91,-100,-94,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-66,-90,-66,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-66,-100,-100,-100,-100,-100,-76,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-76,-100,-100,-100,-74,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-60,-57,-83,-83,-83,-82,-82,-81,-83,-69,-69,-70,-81,-83,-80,-90,-81,-80,-90,-80,-81,-80,-81,-80,-86,-80,-80,-79,-80,-82,-82,-83,-81,-84,-80,-80,-88,-92,-89,-89,-91,-84,-100,-91,-82,-91,-90,-84,-85,-88,-89,-88,-88,-88,-91,-80,-86,-80,-87,-91,-90,-88,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,716,2410245687933
-100,-100,-100,-100,-74,-74,-76,-74,-57,-100,-100,-100,-100,-100,-91,-100,-94,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-66,-64,-66,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-65,-90,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-65,-100,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-74,-100,-100,-100,-74,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-58,-56,-87,-86,-87,-86,-82,-81,-83,-67,-70,-71,-81,-80,-75,-89,-75,-74,-88,-80,-81,-78,-81,-82,-86,-79,-79,-81,-81,-83,-83,-83,-82,-84,-83,-82,-85,-86,-89,-85,-89,-84,-87,-87,-82,-91,-90,-84,-85,-88,-90,-88,-88,-88,-91,-80,-86,-80,-87,-89,-90,-86,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,716,2414083001265
-100,-100,-100,-100,-74,-74,-76,-80,-63,-100,-100,-100,-100,-100,-86,-100,-93,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-74,-72,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-64,-90,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-63,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-100,-91,-79,-100,-100,-100,-76,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-64,-61,-86,-87,-86,-86,-82,-81,-83,-70,-69,-69,-81,-86,-80,-86,-79,-79,-86,-82,-82,-81,-81,-81,-86,-81,-81,-82,-82,-81,-81,-82,-81,-84,-80,-81,-90,-90,-92,-91,-93,-86,-87,-87,-82,-91,-87,-88,-85,-88,-88,-88,-88,-88,-91,-80,-86,-80,-85,-89,-90,-86,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,716,2417885414441
-100,-100,-100,-100,-74,-74,-76,-76,-56,-100,-100,-100,-100,-100,-87,-100,-93,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-68,-70,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-64,-90,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-63,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-80,-100,-100,-100,-79,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-57,-56,-83,-83,-82,-83,-85,-81,-83,-69,-71,-71,-81,-82,-76,-88,-77,-76,-86,-81,-81,-83,-82,-83,-86,-81,-83,-83,-82,-81,-86,-85,-84,-86,-80,-81,-88,-88,-92,-87,-93,-86,-87,-87,-81,-90,-87,-87,-85,-88,-89,-88,-88,-88,-91,-86,-88,-85,-85,-89,-90,-88,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,716,2421701392512
-100,-100,-100,-100,-74,-74,-76,-81,-54,-100,-100,-100,-100,-100,-89,-100,-93,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-72,-73,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-60,-90,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-62,-100,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-77,-100,-100,-100,-79,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-53,-55,-85,-86,-85,-85,-85,-81,-83,-71,-83,-71,-81,-82,-81,-89,-81,-81,-89,-86,-86,-85,-84,-83,-86,-82,-83,-83,-83,-82,-86,-85,-80,-84,-82,-82,-88,-94,-92,-87,-93,-86,-87,-87,-88,-90,-87,-83,-84,-88,-89,-88,-88,-88,-91,-85,-88,-86,-85,-89,-90,-88,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,716,2425522799855
-100,-100,-100,-100,-78,-77,-75,-81,-55,-100,-100,-100,-100,-100,-88,-100,-91,-94,-100,-100,-100,-100,-92,-100,-100,-100,-100,-72,-72,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-94,-100,-89,-100,-57,-90,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-58,-100,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-78,-100,-100,-100,-75,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-54,-54,-91,-89,-90,-89,-85,-81,-83,-68,-68,-69,-81,-80,-82,-89,-82,-82,-88,-86,-86,-84,-83,-84,-85,-84,-84,-84,-84,-85,-79,-79,-79,-84,-83,-84,-92,-93,-92,-90,-91,-86,-87,-87,-88,-90,-89,-82,-84,-89,-90,-89,-89,-88,-91,-85,-88,-86,-87,-89,-90,-88,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,716,2429332106989
