44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1a:cf:d0,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:51,72:32:b1:3e:1a:b7,38:17:c3:24:56:50,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:21,86:0d:8e:aa:25:a4,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:24:56:52,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:32,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:92,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,00:4e:35:df:06:52,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,80:8d:b7:55:4d:10,x,y,timestamp
-100,-100,-100,-100,-79,-77,-77,-81,-63,-100,-100,-100,-90,-91,-92,-100,-92,-91,-93,-93,-100,-100,-91,-100,-100,-100,-100,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-70,-89,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-72,-100,-100,-100,-100,-100,-68,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-73,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-61,-61,-65,-66,-66,-67,-73,-71,-73,-76,-77,-75,-85,-86,-81,-100,-81,-82,-100,-100,-100,-85,-88,-89,-89,-85,-85,-89,-89,-89,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,665,2111194292422
-100,-100,-100,-100,-79,-77,-77,-82,-67,-100,-100,-100,-90,-91,-93,-100,-91,-91,-93,-93,-100,-100,-91,-100,-100,-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-71,-89,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-69,-100,-100,-100,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-74,-100,-100,-100,-74,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-66,-69,-68,-70,-69,-70,-73,-72,-75,-75,-75,-85,-90,-82,-100,-81,-82,-100,-100,-100,-86,-89,-90,-89,-86,-87,-89,-89,-89,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,665,2114951695546
-100,-100,-100,-100,-79,-78,-77,-83,-64,-100,-100,-100,-90,-91,-93,-100,-92,-91,-93,-93,-100,-100,-91,-100,-100,-100,-100,-72,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-91,-100,-71,-90,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-70,-100,-100,-100,-100,-100,-72,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-75,-100,-100,-100,-71,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-65,-65,-69,-70,-69,-69,-71,-71,-71,-75,-77,-76,-85,-90,-83,-100,-83,-82,-100,-100,-89,-87,-89,-89,-89,-88,-87,-88,-88,-89,-85,-85,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,665,2118718347159
-100,-100,-100,-100,-79,-78,-77,-84,-65,-100,-100,-100,-90,-91,-93,-100,-91,-91,-93,-93,-100,-100,-92,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-91,-67,-89,-67,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-68,-100,-100,-100,-100,-100,-74,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-75,-100,-100,-100,-74,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-65,-69,-68,-68,-68,-73,-73,-73,-78,-77,-77,-85,-90,-84,-100,-85,-84,-100,-100,-89,-86,-90,-88,-89,-86,-86,-88,-88,-91,-84,-85,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,665,2122494863876
-100,-100,-100,-100,-81,-80,-77,-84,-64,-100,-100,-100,-90,-91,-93,-100,-89,-93,-93,-93,-100,-100,-92,-100,-100,-100,-100,-72,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-90,-68,-89,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-68,-100,-100,-100,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-74,-100,-100,-100,-74,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-69,-68,-68,-68,-73,-71,-72,-78,-77,-77,-85,-90,-83,-100,-84,-84,-100,-100,-89,-86,-89,-88,-89,-85,-85,-88,-90,-90,-86,-85,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,665,2126298245177
-100,-100,-100,-100,-78,-76,-77,-83,-64,-100,-100,-100,-100,-91,-93,-100,-93,-93,-93,-100,-100,-100,-92,-100,-100,-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-92,-68,-90,-69,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-68,-100,-100,-100,-100,-100,-72,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-91,-70,-100,-100,-100,-72,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-64,-69,-69,-69,-69,-69,-71,-72,-77,-77,-76,-85,-90,-85,-100,-83,-83,-100,-100,-89,-87,-89,-89,-89,-85,-85,-90,-89,-89,-86,-85,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,665,2130071781790
-100,-100,-100,-100,-78,-76,-78,-86,-66,-100,-100,-100,-100,-100,-91,-100,-93,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-72,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-92,-70,-90,-70,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-71,-100,-100,-100,-100,-100,-74,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-91,-75,-100,-100,-100,-72,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-66,-66,-77,-76,-77,-77,-69,-71,-72,-74,-77,-75,-85,-90,-86,-100,-87,-85,-100,-100,-89,-84,-87,-87,-89,-84,-86,-88,-87,-88,-86,-85,-86,-93,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,665,2168829399953
-100,-100,-100,-100,-80,-76,-80,-88,-66,-100,-100,-100,-100,-100,-90,-100,-93,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-92,-69,-90,-69,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-100,-74,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-76,-100,-100,-100,-76,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-66,-66,-78,-79,-78,-77,-83,-82,-83,-77,-76,-77,-82,-89,-87,-100,-87,-87,-100,-86,-89,-88,-89,-86,-90,-85,-86,-87,-87,-89,-84,-83,-85,-93,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,665,2172605130941
-100,-100,-100,-100,-82,-81,-83,-80,-59,-100,-100,-100,-100,-100,-89,-100,-93,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-92,-70,-89,-70,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-100,-74,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-73,-100,-100,-100,-74,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-60,-60,-81,-83,-83,-82,-77,-80,-78,-79,-77,-78,-82,-88,-79,-88,-79,-79,-88,-86,-89,-88,-89,-89,-90,-86,-86,-88,-88,-89,-85,-85,-84,-93,-88,-87,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,665,2176391428752
-100,-100,-100,-100,-80,-80,-81,-78,-61,-100,-100,-100,-100,-100,-91,-100,-92,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-92,-70,-88,-71,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-71,-100,-100,-100,-100,-100,-77,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-78,-100,-100,-100,-76,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-61,-61,-79,-79,-79,-79,-77,-80,-78,-76,-75,-77,-82,-86,-78,-91,-77,-79,-91,-86,-89,-83,-83,-83,-90,-82,-82,-83,-83,-86,-84,-85,-84,-93,-85,-86,-87,-87,-89,-86,-90,-90,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,665,2180175081459
-100,-100,-100,-100,-80,-83,-83,-82,-69,-100,-100,-100,-100,-100,-91,-100,-92,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-72,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-92,-74,-84,-73,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-73,-100,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-100,-92,-77,-100,-100,-100,-77,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-71,-68,-80,-80,-81,-80,-82,-81,-83,-77,-75,-74,-79,-88,-82,-89,-82,-83,-91,-85,-84,-85,-86,-86,-88,-85,-85,-86,-85,-86,-84,-84,-84,-93,-85,-86,-87,-94,-89,-86,-90,-90,-92,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,665,2183986707655
-100,-100,-100,-100,-80,-83,-85,-80,-67,-100,-100,-100,-100,-100,-91,-100,-92,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-92,-75,-85,-74,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-74,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-100,-92,-76,-100,-100,-100,-81,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-67,-68,-79,-79,-79,-78,-81,-81,-83,-73,-73,-73,-79,-88,-80,-89,-80,-80,-91,-85,-85,-87,-88,-91,-88,-86,-87,-87,-90,-86,-84,-86,-85,-93,-85,-86,-87,-94,-89,-86,-90,-90,-92,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,665,2187779333643
-100,-100,-100,-100,-80,-83,-82,-83,-62,-100,-100,-100,-100,-100,-91,-100,-90,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-74,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-92,-68,-78,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-68,-100,-100,-100,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-92,-81,-100,-100,-100,-82,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-62,-61,-84,-85,-84,-85,-77,-81,-83,-73,-76,-76,-89,-88,-82,-89,-83,-82,-91,-83,-83,-87,-87,-85,-88,-86,-85,-85,-85,-86,-84,-86,-85,-93,-85,-86,-87,-94,-89,-86,-90,-90,-92,-90,-83,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,665,2227467990711
-100,-100,-100,-100,-80,-83,-82,-82,-63,-100,-100,-100,-100,-100,-94,-100,-91,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-92,-70,-76,-69,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-70,-100,-100,-100,-100,-100,-80,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-92,-76,-100,-100,-100,-77,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-63,-63,-87,-88,-87,-87,-78,-78,-77,-75,-75,-75,-87,-88,-83,-89,-81,-81,-91,-82,-84,-84,-87,-86,-88,-85,-85,-86,-85,-86,-84,-86,-85,-93,-85,-86,-90,-89,-89,-90,-90,-90,-92,-90,-83,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,665,2231258783470
-100,-100,-100,-100,-80,-83,-82,-81,-84,-100,-100,-100,-100,-100,-94,-100,-91,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-92,-75,-83,-74,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-74,-100,-100,-100,-100,-100,-79,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-92,-76,-100,-100,-100,-75,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-69,-69,-78,-77,-79,-78,-86,-85,-77,-74,-75,-74,-87,-87,-81,-89,-81,-80,-91,-87,-88,-84,-86,-87,-88,-83,-84,-87,-87,-88,-84,-87,-85,-91,-85,-90,-90,-93,-89,-90,-90,-90,-92,-90,-88,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,665,2235040937063
-100,-100,-100,-100,-85,-83,-85,-81,-84,-100,-100,-100,-100,-100,-94,-100,-89,-94,-100,-100,-100,-100,-95,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-92,-75,-85,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-74,-100,-100,-100,-100,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-78,-100,-100,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-85,-65,-80,-78,-79,-78,-86,-85,-85,-72,-74,-74,-86,-87,-80,-89,-80,-78,-91,-88,-89,-84,-87,-87,-88,-83,-84,-86,-88,-88,-84,-87,-85,-94,-85,-90,-90,-91,-89,-90,-92,-90,-92,-90,-88,-92,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,665,2238830970186
-100,-100,-100,-100,-79,-79,-79,-81,-81,-100,-100,-100,-100,-100,-92,-100,-89,-91,-100,-100,-100,-100,-95,-100,-100,-100,-100,-71,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-92,-73,-83,-73,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-100,-100,-100,-100,-100,-82,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-78,-100,-100,-100,-79,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-70,-81,-81,-82,-81,-84,-83,-85,-72,-79,-74,-86,-87,-81,-89,-80,-81,-91,-88,-89,-84,-86,-86,-88,-82,-81,-86,-86,-87,-86,-86,-87,-94,-87,-86,-87,-88,-89,-89,-92,-90,-92,-90,-88,-92,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,665,2242646366591
-100,-100,-100,-100,-79,-79,-79,-79,-70,-100,-100,-100,-100,-100,-93,-100,-89,-91,-100,-100,-100,-100,-95,-100,-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-92,-70,-82,-77,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-69,-100,-100,-100,-100,-100,-77,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-77,-100,-100,-100,-78,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-70,-69,-84,-83,-84,-84,-84,-84,-83,-72,-74,-74,-82,-87,-79,-89,-78,-79,-91,-87,-87,-82,-87,-86,-87,-82,-82,-87,-88,-87,-86,-86,-90,-94,-87,-86,-87,-88,-89,-87,-92,-88,-92,-90,-89,-92,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,436,665,2246453601069
