38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,2a:16:ad:ec:da:ab,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,a8:bd:27:4c:bd:30,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:22:32,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:52,72:32:b1:3e:1a:b8,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,38:17:c3:19:71:90,20:a6:cd:50:24:a2,b4:5d:50:e1:96:50,20:a6:cd:50:24:a0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:45:a1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,38:17:c3:1f:00:b0,38:17:c3:19:45:a2,38:17:c3:1f:00:b1,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,38:17:c3:1f:09:83,38:17:c3:19:55:41,38:17:c3:1f:08:52,00:4e:35:de:e1:00,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:51,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:df:0e:10,38:17:c3:19:71:80,38:17:c3:19:36:31,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1e:fc:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:32,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,x,y,timestamp
-92,-100,-89,-100,-90,-100,-91,-88,-82,-88,-80,-81,-81,-100,-88,-100,-89,-91,-100,-91,-100,-100,-100,-91,-100,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-90,-80,-78,-37,-78,-78,-86,-87,-88,-100,-74,-74,-73,-89,-90,-100,-100,-89,-100,-100,-93,-78,-100,-77,-77,-100,-100,-100,-80,-80,-100,-89,-80,-80,-82,-90,-85,-100,-100,-65,-92,-91,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-83,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-74,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-84,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,107,3189168825188
-90,-100,-90,-100,-89,-100,-88,-88,-81,-88,-81,-80,-81,-100,-90,-100,-89,-91,-100,-92,-100,-100,-100,-91,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-90,-80,-80,-38,-80,-77,-87,-87,-87,-100,-73,-74,-73,-88,-92,-100,-100,-89,-100,-100,-92,-77,-100,-79,-78,-100,-100,-100,-80,-80,-100,-89,-80,-80,-82,-90,-85,-100,-100,-65,-92,-91,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-83,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-72,-74,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,107,3192984428104
-90,-100,-90,-100,-89,-100,-90,-90,-84,-90,-86,-85,-84,-100,-90,-100,-89,-91,-100,-92,-100,-100,-100,-94,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-90,-84,-77,-43,-79,-78,-87,-86,-87,-100,-74,-74,-73,-88,-91,-100,-100,-89,-100,-100,-92,-81,-100,-81,-82,-100,-100,-100,-85,-85,-100,-89,-82,-82,-82,-90,-85,-100,-100,-64,-92,-91,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-83,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-83,-100,-100,-100,-90,-90,-90,-80,-81,-89,-89,-89,-81,-81,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,260,90,3222275547728
-90,-100,-90,-100,-89,-100,-91,-89,-82,-90,-82,-83,-82,-100,-90,-100,-89,-91,-100,-92,-100,-100,-100,-94,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-85,-77,-40,-78,-78,-87,-86,-87,-100,-78,-78,-78,-88,-86,-100,-100,-89,-100,-100,-92,-79,-100,-79,-77,-100,-100,-100,-85,-84,-100,-89,-82,-84,-86,-90,-85,-100,-100,-67,-92,-91,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-80,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-68,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-82,-100,-100,-100,-89,-90,-89,-81,-81,-88,-90,-89,-81,-81,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,260,90,3225941911685
-90,-100,-90,-100,-89,-100,-91,-90,-82,-90,-82,-84,-82,-100,-90,-100,-89,-91,-100,-94,-100,-100,-100,-93,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-84,-76,-39,-78,-79,-87,-89,-87,-100,-77,-76,-77,-88,-84,-100,-100,-89,-100,-100,-92,-77,-100,-77,-77,-100,-100,-100,-85,-85,-100,-89,-85,-84,-86,-90,-92,-100,-100,-67,-92,-91,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-78,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-68,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-100,-100,-89,-89,-89,-82,-82,-89,-88,-87,-81,-82,-87,-88,-86,-90,-100,-100,-100,-100,-100,-100,-100,260,90,3229745539652
-90,-100,-90,-100,-89,-100,-90,-89,-82,-94,-83,-84,-82,-100,-90,-100,-89,-91,-100,-93,-100,-100,-100,-92,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-84,-76,-38,-79,-77,-86,-86,-86,-100,-74,-74,-75,-88,-87,-100,-100,-89,-100,-100,-92,-78,-100,-79,-78,-100,-100,-100,-84,-83,-100,-89,-85,-85,-85,-90,-89,-100,-100,-67,-92,-91,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-79,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-66,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-100,-100,-89,-89,-90,-83,-82,-89,-88,-89,-81,-81,-87,-88,-86,-91,-100,-100,-100,-100,-100,-100,-100,260,90,3233547263296
-90,-100,-90,-100,-89,-100,-90,-90,-82,-91,-82,-84,-82,-100,-90,-100,-89,-91,-100,-93,-100,-100,-100,-93,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-84,-76,-39,-78,-79,-86,-86,-85,-100,-75,-74,-74,-88,-96,-100,-100,-89,-100,-100,-92,-78,-100,-79,-77,-100,-100,-100,-84,-84,-100,-89,-85,-85,-85,-90,-92,-100,-100,-67,-92,-91,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-80,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-68,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-84,-100,-100,-100,-89,-90,-89,-83,-82,-90,-90,-88,-81,-81,-87,-88,-86,-91,-100,-100,-100,-100,-100,-100,-100,260,90,3237342959076
-90,-100,-90,-100,-89,-100,-89,-90,-83,-90,-82,-83,-83,-100,-90,-100,-89,-91,-100,-93,-100,-100,-100,-94,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-84,-77,-39,-76,-77,-86,-87,-86,-100,-73,-73,-74,-88,-89,-100,-100,-89,-100,-100,-92,-78,-100,-78,-77,-100,-100,-100,-84,-84,-100,-89,-85,-85,-83,-90,-92,-100,-100,-66,-92,-91,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-79,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-68,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-83,-100,-100,-100,-88,-88,-88,-83,-80,-89,-88,-90,-81,-83,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,90,3241140432564
-90,-100,-90,-100,-89,-100,-91,-91,-83,-90,-90,-83,-83,-100,-90,-100,-89,-90,-100,-90,-100,-100,-100,-90,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-82,-79,-58,-80,-79,-88,-87,-86,-100,-71,-71,-72,-88,-90,-100,-100,-91,-100,-100,-92,-76,-100,-77,-78,-100,-100,-100,-81,-81,-100,-89,-85,-85,-88,-90,-92,-100,-100,-55,-92,-91,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-82,-100,-100,-100,-88,-88,-88,-88,-81,-83,-81,-84,-82,-81,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,73,3279848725362
-90,-100,-90,-100,-89,-100,-92,-91,-86,-90,-87,-87,-88,-100,-90,-100,-89,-90,-100,-91,-100,-100,-100,-93,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-84,-79,-55,-77,-80,-86,-87,-89,-100,-71,-72,-72,-88,-91,-100,-100,-91,-100,-100,-92,-78,-100,-77,-77,-100,-100,-100,-84,-84,-100,-89,-85,-85,-88,-90,-92,-100,-100,-55,-92,-91,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-66,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-82,-100,-100,-100,-88,-88,-88,-88,-82,-83,-82,-83,-81,-81,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,73,3283638444319
-90,-100,-90,-100,-89,-100,-92,-91,-86,-90,-87,-87,-88,-100,-90,-100,-89,-90,-100,-91,-100,-100,-100,-93,-100,-90,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-87,-80,-54,-80,-78,-86,-90,-88,-100,-73,-74,-74,-88,-89,-100,-100,-91,-100,-100,-92,-78,-100,-78,-79,-100,-100,-100,-86,-85,-100,-89,-85,-87,-88,-90,-92,-100,-100,-57,-92,-91,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-81,-100,-100,-100,-88,-88,-88,-76,-78,-82,-83,-82,-89,-80,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,73,3287440426922
-90,-100,-90,-100,-89,-100,-92,-91,-88,-90,-88,-88,-88,-100,-90,-100,-89,-90,-100,-92,-100,-100,-100,-91,-100,-90,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-85,-79,-53,-79,-77,-86,-87,-88,-100,-73,-73,-73,-88,-93,-100,-100,-91,-100,-100,-92,-76,-100,-77,-78,-100,-100,-100,-85,-86,-100,-89,-85,-87,-88,-90,-93,-100,-100,-60,-92,-91,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-84,-100,-100,-100,-88,-88,-88,-76,-85,-84,-83,-84,-82,-83,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,73,3291240456920
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-88,-87,-88,-100,-90,-100,-89,-90,-100,-92,-100,-100,-100,-91,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-85,-77,-52,-76,-80,-90,-91,-91,-100,-74,-73,-74,-88,-91,-100,-100,-91,-100,-100,-92,-78,-100,-78,-78,-100,-100,-100,-84,-84,-100,-100,-85,-87,-88,-90,-93,-100,-100,-57,-92,-91,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-80,-100,-100,-100,-88,-88,-88,-76,-82,-85,-86,-85,-80,-81,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,73,3295045591606
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-88,-87,-88,-100,-90,-100,-89,-90,-100,-93,-100,-100,-100,-92,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-85,-76,-59,-76,-75,-89,-89,-89,-100,-73,-73,-73,-88,-94,-100,-100,-88,-100,-100,-92,-78,-100,-78,-78,-100,-100,-100,-84,-84,-100,-100,-85,-83,-88,-90,-93,-100,-100,-54,-92,-91,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-64,-62,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-82,-100,-100,-100,-88,-88,-88,-76,-79,-84,-86,-84,-80,-81,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,260,73,3298876057855
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-88,-87,-88,-100,-90,-100,-89,-90,-100,-93,-100,-100,-100,-92,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-90,-81,-45,-81,-80,-89,-92,-88,-100,-74,-73,-73,-88,-91,-100,-100,-88,-100,-100,-92,-81,-100,-82,-81,-100,-100,-100,-84,-84,-100,-100,-86,-85,-84,-90,-89,-100,-100,-48,-92,-91,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-88,-88,-88,-88,-85,-84,-86,-84,-85,-84,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,277,73,3342991831692
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-85,-87,-86,-100,-90,-100,-89,-90,-100,-93,-100,-100,-100,-92,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-87,-77,-48,-79,-79,-87,-89,-87,-100,-73,-74,-75,-88,-91,-100,-100,-88,-100,-100,-92,-79,-100,-79,-79,-100,-100,-100,-88,-89,-100,-100,-84,-83,-84,-90,-93,-100,-100,-50,-92,-91,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-82,-100,-100,-100,-88,-88,-88,-85,-85,-84,-93,-84,-85,-88,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,277,73,3346799293149
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-86,-87,-86,-100,-90,-100,-89,-90,-100,-92,-100,-100,-100,-92,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-87,-77,-55,-78,-79,-88,-87,-87,-100,-75,-75,-76,-88,-91,-100,-100,-88,-100,-100,-92,-79,-100,-79,-79,-100,-100,-100,-87,-88,-100,-100,-84,-83,-83,-90,-89,-100,-100,-50,-92,-91,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-85,-100,-100,-100,-88,-88,-88,-84,-83,-84,-93,-84,-82,-84,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,277,73,3350601205023
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-86,-88,-86,-100,-90,-100,-89,-90,-100,-92,-100,-100,-100,-92,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-88,-77,-48,-78,-79,-86,-86,-89,-100,-77,-76,-78,-88,-92,-100,-100,-89,-100,-100,-92,-81,-100,-81,-80,-100,-100,-100,-87,-88,-100,-100,-84,-84,-85,-90,-91,-100,-100,-49,-92,-91,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-87,-88,-100,-100,-100,-88,-88,-88,-84,-85,-84,-93,-84,-85,-85,-88,-87,-87,-91,-91,-100,-100,-100,-100,-100,-100,277,73,3354398989136
-90,-100,-90,-100,-89,-100,-93,-91,-88,-90,-86,-86,-86,-100,-90,-100,-100,-90,-100,-92,-100,-100,-100,-92,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-89,-78,-51,-77,-78,-87,-88,-87,-100,-78,-77,-77,-88,-90,-100,-100,-89,-100,-100,-92,-82,-100,-82,-82,-100,-100,-100,-89,-88,-100,-100,-83,-82,-83,-100,-91,-100,-100,-49,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-86,-100,-100,-100,-88,-88,-88,-84,-87,-84,-93,-84,-86,-85,-88,-87,-87,-91,-89,-100,-100,-100,-100,-100,-100,277,73,3358220897468
