38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:92:23,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,2a:16:ad:ec:da:ab,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,68:ff:7b:e4:af:39,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,a8:bd:27:4c:bd:30,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:22:32,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:52,72:32:b1:3e:1a:b8,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,38:17:c3:19:71:90,20:a6:cd:50:24:a2,b4:5d:50:e1:96:50,20:a6:cd:50:24:a0,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:45:a1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,38:17:c3:1f:00:b0,38:17:c3:19:45:a2,38:17:c3:1f:00:b1,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,38:17:c3:1f:09:83,38:17:c3:19:55:41,38:17:c3:1f:08:52,00:4e:35:de:e1:00,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b3,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:51,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:19:36:30,00:4e:35:df:0e:10,38:17:c3:19:71:80,38:17:c3:19:36:31,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1e:fc:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:32,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,x,y,timestamp
-85,-100,-87,-100,-86,-100,-87,-87,-80,-87,-80,-79,-79,-100,-91,-84,-84,-86,-100,-86,-100,-100,-100,-87,-100,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-87,-83,-74,-49,-72,-73,-81,-79,-79,-100,-67,-67,-66,-81,-91,-92,-100,-88,-100,-100,-91,-70,-100,-70,-69,-100,-90,-89,-82,-82,-92,-90,-75,-75,-75,-87,-86,-100,-100,-70,-87,-88,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-74,-100,-81,-90,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-85,-90,-88,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,159,3017309722858
-86,-100,-86,-100,-86,-100,-87,-87,-80,-87,-79,-81,-79,-100,-91,-84,-84,-86,-100,-88,-100,-100,-100,-86,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-87,-83,-73,-50,-73,-72,-79,-80,-80,-100,-68,-66,-68,-81,-92,-92,-100,-90,-100,-100,-94,-70,-100,-71,-70,-100,-90,-89,-82,-82,-92,-90,-74,-74,-74,-87,-85,-100,-100,-69,-87,-89,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-74,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-78,-77,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-84,-90,-88,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,159,3021112286867
-86,-100,-86,-100,-87,-100,-87,-87,-80,-87,-79,-81,-79,-100,-91,-84,-84,-87,-100,-86,-100,-100,-100,-87,-100,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-87,-82,-73,-51,-73,-73,-81,-80,-79,-100,-68,-67,-65,-80,-92,-92,-100,-89,-100,-100,-94,-71,-100,-70,-70,-100,-90,-89,-82,-81,-92,-90,-74,-74,-74,-87,-85,-100,-100,-69,-87,-89,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-72,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-84,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,159,3024915706136
-87,-100,-89,-100,-89,-100,-90,-90,-82,-92,-82,-82,-82,-100,-91,-84,-84,-89,-100,-88,-100,-100,-100,-88,-100,-88,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-87,-79,-73,-41,-73,-73,-83,-84,-84,-100,-69,-71,-70,-87,-93,-92,-100,-91,-100,-100,-94,-74,-100,-72,-71,-100,-90,-89,-78,-77,-92,-90,-78,-80,-83,-87,-85,-100,-100,-63,-84,-89,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-81,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-72,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-87,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,141,3062237601591
-89,-100,-90,-100,-89,-100,-90,-90,-78,-92,-77,-77,-77,-100,-91,-84,-84,-89,-100,-89,-100,-100,-100,-89,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-87,-79,-73,-43,-73,-73,-82,-81,-82,-100,-71,-73,-73,-87,-92,-92,-100,-91,-100,-100,-94,-75,-100,-76,-76,-100,-90,-89,-80,-79,-92,-90,-79,-79,-80,-87,-85,-100,-100,-60,-84,-89,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-81,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-72,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-87,-90,-88,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,141,3065898138881
-89,-100,-92,-100,-89,-100,-92,-91,-78,-89,-82,-82,-83,-100,-91,-84,-84,-89,-100,-89,-100,-100,-100,-89,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-91,-84,-78,-41,-77,-73,-87,-87,-82,-100,-70,-70,-71,-87,-92,-100,-100,-91,-100,-100,-94,-74,-100,-74,-75,-100,-90,-89,-83,-84,-92,-90,-80,-81,-80,-87,-83,-100,-100,-60,-86,-88,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-82,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-72,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-82,-90,-88,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,141,3069730275234
-89,-100,-92,-100,-89,-100,-89,-87,-81,-86,-82,-81,-81,-100,-91,-84,-84,-89,-100,-89,-100,-100,-100,-89,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-91,-85,-74,-44,-77,-77,-87,-87,-86,-100,-69,-67,-66,-83,-92,-100,-100,-91,-100,-100,-94,-74,-100,-74,-75,-100,-90,-89,-85,-86,-92,-90,-80,-81,-80,-90,-83,-100,-100,-68,-89,-88,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-80,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-74,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-84,-90,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,141,3073522761482
-89,-100,-92,-100,-89,-100,-91,-89,-84,-91,-84,-85,-84,-100,-91,-84,-84,-87,-100,-88,-100,-100,-100,-89,-100,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-91,-88,-74,-46,-72,-72,-85,-83,-85,-100,-65,-68,-66,-83,-92,-100,-100,-91,-100,-100,-94,-71,-100,-71,-71,-100,-90,-89,-88,-88,-92,-90,-80,-80,-79,-90,-91,-100,-100,-64,-89,-88,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-81,-100,-78,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-70,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,141,3077304342002
-89,-100,-92,-100,-89,-100,-89,-90,-84,-89,-83,-82,-83,-100,-91,-84,-84,-88,-100,-88,-100,-100,-100,-89,-100,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-91,-88,-75,-43,-74,-73,-80,-79,-80,-100,-64,-67,-65,-85,-92,-100,-100,-92,-100,-100,-94,-72,-100,-73,-71,-100,-90,-89,-87,-86,-92,-90,-81,-80,-80,-90,-91,-100,-100,-63,-89,-88,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-80,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-69,-70,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,141,3081094883615
-89,-100,-90,-100,-90,-100,-91,-91,-78,-91,-79,-79,-79,-100,-91,-84,-84,-88,-100,-90,-100,-100,-100,-92,-100,-89,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-91,-83,-75,-50,-74,-73,-82,-82,-83,-100,-66,-65,-65,-87,-94,-100,-100,-92,-100,-100,-94,-65,-100,-63,-64,-100,-90,-89,-83,-82,-92,-89,-79,-80,-80,-90,-88,-100,-100,-66,-89,-88,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-76,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,124,3117074466414
-89,-100,-91,-100,-89,-100,-93,-91,-80,-91,-80,-79,-81,-100,-91,-84,-84,-90,-100,-89,-100,-100,-100,-90,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-80,-73,-44,-72,-72,-82,-81,-82,-100,-67,-65,-68,-86,-94,-100,-100,-92,-100,-100,-94,-65,-100,-64,-64,-100,-90,-89,-80,-80,-92,-89,-79,-81,-92,-87,-88,-100,-100,-63,-87,-88,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-80,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-68,-72,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,124,3120859989017
-89,-100,-93,-100,-89,-100,-92,-91,-80,-91,-80,-81,-80,-100,-91,-84,-84,-90,-100,-89,-100,-100,-100,-90,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-86,-80,-67,-43,-73,-72,-82,-82,-83,-100,-67,-67,-65,-87,-94,-100,-100,-92,-100,-100,-94,-64,-100,-64,-64,-100,-90,-89,-80,-79,-92,-89,-79,-81,-92,-86,-88,-100,-100,-63,-87,-87,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-80,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,124,3124646194380
-89,-100,-93,-100,-89,-100,-91,-91,-80,-91,-81,-80,-79,-100,-91,-100,-100,-89,-100,-90,-100,-100,-100,-90,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-86,-80,-73,-45,-72,-73,-84,-83,-83,-100,-70,-67,-66,-87,-94,-100,-100,-89,-100,-100,-94,-63,-100,-65,-63,-100,-90,-89,-80,-82,-92,-89,-79,-81,-92,-87,-88,-100,-100,-75,-87,-87,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-80,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-70,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,124,3128446319378
-89,-100,-91,-100,-89,-100,-92,-91,-80,-91,-81,-81,-80,-100,-91,-100,-100,-90,-100,-89,-100,-100,-100,-89,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-79,-73,-44,-71,-73,-83,-83,-83,-100,-68,-69,-66,-87,-94,-100,-100,-89,-100,-100,-93,-66,-100,-65,-65,-100,-90,-89,-80,-80,-92,-89,-79,-81,-92,-86,-83,-100,-100,-63,-87,-86,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-80,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-72,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,124,3132238348283
-89,-100,-91,-100,-89,-100,-90,-91,-82,-94,-81,-82,-82,-100,-91,-100,-100,-88,-100,-87,-100,-100,-100,-87,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-81,-72,-45,-73,-72,-85,-84,-85,-100,-65,-65,-65,-86,-94,-100,-100,-89,-100,-100,-93,-66,-100,-67,-66,-100,-90,-89,-81,-80,-92,-89,-79,-81,-92,-86,-83,-100,-100,-64,-87,-86,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-80,-100,-85,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,124,3136019493542
-89,-100,-91,-100,-89,-100,-92,-90,-81,-90,-80,-80,-79,-100,-89,-100,-100,-90,-100,-88,-100,-100,-100,-91,-100,-90,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-81,-79,-37,-78,-76,-86,-86,-85,-100,-72,-70,-74,-88,-94,-100,-100,-89,-100,-100,-90,-75,-100,-76,-75,-100,-100,-100,-81,-80,-92,-89,-81,-80,-80,-90,-86,-100,-100,-64,-90,-90,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-84,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-75,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,107,3173995725663
-89,-100,-91,-100,-89,-100,-87,-87,-81,-87,-82,-80,-81,-100,-88,-100,-89,-89,-100,-90,-100,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-80,-76,-37,-77,-76,-88,-87,-86,-100,-73,-73,-73,-88,-90,-100,-100,-89,-100,-100,-90,-75,-100,-75,-74,-100,-100,-100,-79,-79,-92,-89,-80,-83,-81,-90,-85,-100,-100,-66,-92,-91,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-83,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-75,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,107,3177786978839
-91,-100,-90,-100,-88,-100,-88,-88,-80,-89,-80,-80,-79,-100,-91,-100,-89,-89,-100,-89,-100,-100,-100,-90,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-80,-80,-37,-79,-78,-88,-88,-89,-100,-74,-72,-72,-87,-90,-100,-100,-89,-100,-100,-90,-78,-100,-78,-76,-100,-100,-100,-80,-80,-92,-89,-81,-79,-81,-90,-85,-100,-100,-64,-92,-91,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-83,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-77,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,107,3181588220973
-91,-100,-89,-100,-89,-100,-88,-88,-80,-89,-80,-80,-81,-100,-90,-100,-89,-90,-100,-91,-100,-100,-100,-90,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-80,-79,-38,-80,-80,-86,-88,-87,-100,-69,-70,-67,-86,-93,-100,-100,-89,-100,-100,-90,-75,-100,-77,-74,-100,-100,-100,-79,-80,-100,-89,-78,-79,-80,-90,-85,-100,-100,-65,-92,-91,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-83,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-74,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-84,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,260,107,3185382688106
