38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,38:17:c3:19:d7:62,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,44:48:c1:a5:82:30,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:1f:0e:00,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,80:8d:b7:55:35:03,00:4e:35:df:06:40,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,38:17:c3:19:71:90,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:25:e0,20:a6:cd:50:24:a1,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:00:b0,38:17:c3:19:55:52,80:8d:b7:55:25:e1,20:a6:cd:42:0b:f3,38:17:c3:19:45:a2,38:17:c3:19:55:51,b4:5d:50:e1:92:31,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:19:55:50,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,00:4e:35:de:e1:02,38:17:c3:1f:08:50,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b3,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:d7:53,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:19:71:92,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,a8:bd:27:4c:bd:30,38:17:c3:19:36:30,00:4e:35:df:0e:11,a8:bd:27:4c:bd:21,44:48:c1:91:95:b1,44:48:c1:91:95:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:df:27:01,00:4e:35:df:27:02,00:4e:35:df:27:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:27:11,x,y,timestamp
-79,-78,-100,-81,-80,-79,-100,-80,-100,-74,-53,-66,-81,-67,-80,-65,-79,-66,-65,-66,-29,-73,-69,-81,-80,-79,-82,-90,-82,-100,-58,-59,-58,-100,-100,-82,-100,-81,-100,-78,-87,-86,-100,-85,-100,-100,-100,-93,-100,-100,-88,-89,-88,-74,-74,-90,-91,-89,-86,-89,-100,-100,-71,-100,-93,-100,-70,-100,-90,-67,-100,-100,-67,-66,-100,-83,-67,-71,-79,-71,-82,-77,-92,-91,-100,-85,-85,-79,-100,-100,-100,-100,-89,-85,-100,-100,-91,-100,-59,-78,-100,-100,-58,-92,-83,-100,-100,-58,-100,-88,-90,-100,-100,-90,-84,-88,-82,-100,-85,-88,-100,-87,-87,-88,-100,-69,-68,-75,-92,-84,-81,-100,-88,-88,-84,-84,-90,-100,-100,-100,-80,-100,-84,-85,-100,-100,-100,-100,-100,-86,-86,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-21,25533280398957
-83,-83,-100,-82,-83,-83,-100,-83,-100,-71,-57,-66,-79,-65,-79,-64,-79,-63,-64,-63,-35,-77,-76,-84,-84,-84,-83,-90,-83,-100,-59,-57,-58,-100,-100,-85,-100,-83,-100,-83,-87,-86,-100,-92,-100,-100,-100,-93,-100,-100,-88,-86,-86,-71,-71,-90,-91,-89,-86,-89,-100,-100,-76,-100,-91,-100,-76,-100,-90,-63,-100,-100,-63,-63,-100,-83,-60,-73,-78,-75,-89,-78,-92,-91,-100,-87,-86,-81,-100,-100,-100,-100,-88,-87,-100,-100,-91,-100,-63,-84,-100,-100,-60,-92,-83,-100,-100,-63,-100,-88,-90,-100,-100,-92,-77,-91,-81,-100,-89,-90,-100,-87,-87,-88,-100,-65,-67,-68,-89,-90,-82,-100,-88,-88,-77,-77,-90,-100,-100,-100,-80,-100,-85,-85,-100,-100,-100,-100,-100,-86,-86,-87,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-75,25616089769811
-79,-76,-100,-82,-83,-81,-100,-80,-100,-68,-59,-67,-78,-67,-78,-68,-78,-67,-68,-67,-29,-82,-81,-84,-84,-84,-81,-100,-82,-100,-60,-60,-59,-100,-100,-81,-100,-80,-100,-83,-87,-86,-100,-86,-100,-100,-100,-93,-100,-100,-88,-86,-81,-68,-68,-90,-91,-89,-86,-89,-100,-100,-72,-100,-91,-100,-81,-100,-90,-61,-100,-100,-87,-60,-100,-83,-67,-75,-78,-75,-89,-78,-92,-91,-100,-89,-87,-81,-100,-100,-100,-100,-88,-87,-100,-100,-91,-100,-61,-84,-100,-100,-61,-92,-83,-100,-100,-62,-100,-88,-90,-100,-100,-93,-77,-88,-83,-100,-88,-89,-100,-87,-87,-88,-100,-67,-68,-69,-91,-90,-82,-100,-88,-88,-76,-76,-90,-100,-100,-100,-80,-100,-85,-100,-100,-100,-100,-100,-100,-86,-86,-87,-83,-86,-90,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-75,25621230967674
-81,-78,-100,-82,-83,-82,-100,-81,-100,-70,-58,-66,-79,-67,-79,-67,-79,-66,-68,-65,-27,-81,-81,-83,-86,-84,-81,-100,-81,-100,-60,-59,-58,-100,-100,-82,-100,-82,-100,-79,-87,-86,-100,-90,-100,-100,-100,-93,-100,-100,-88,-86,-81,-70,-69,-90,-91,-89,-86,-89,-100,-100,-74,-100,-91,-100,-81,-100,-90,-63,-100,-100,-62,-64,-100,-83,-65,-73,-80,-74,-89,-78,-92,-91,-100,-89,-87,-81,-100,-100,-100,-100,-88,-87,-100,-100,-91,-100,-61,-80,-100,-100,-63,-92,-87,-100,-100,-65,-100,-100,-100,-100,-100,-89,-81,-89,-82,-100,-88,-89,-100,-87,-87,-88,-100,-68,-68,-67,-90,-90,-82,-100,-89,-88,-80,-80,-90,-100,-100,-100,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-87,-83,-85,-90,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-75,25626364303817
-85,-78,-100,-80,-80,-85,-100,-85,-100,-71,-55,-66,-80,-67,-81,-65,-82,-66,-64,-66,-30,-75,-75,-83,-86,-84,-82,-100,-81,-100,-58,-59,-57,-100,-100,-81,-100,-80,-100,-79,-87,-86,-100,-89,-100,-100,-100,-93,-100,-100,-88,-85,-81,-73,-72,-90,-91,-89,-85,-89,-100,-100,-77,-100,-91,-100,-77,-100,-90,-63,-100,-100,-61,-62,-100,-83,-67,-76,-80,-79,-89,-78,-92,-91,-100,-89,-89,-90,-100,-100,-100,-100,-88,-87,-100,-100,-91,-100,-63,-78,-100,-100,-64,-91,-87,-100,-100,-64,-100,-91,-100,-100,-100,-89,-81,-90,-82,-100,-88,-89,-100,-87,-87,-88,-100,-67,-68,-67,-91,-83,-82,-100,-89,-88,-76,-80,-90,-100,-100,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-86,-87,-83,-86,-90,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-75,25631535432201
-81,-81,-100,-78,-80,-82,-100,-81,-100,-68,-55,-65,-77,-66,-78,-73,-77,-72,-70,-71,-28,-80,-79,-83,-86,-84,-80,-100,-79,-100,-58,-59,-59,-100,-100,-80,-100,-80,-100,-80,-87,-86,-100,-88,-100,-100,-100,-100,-100,-100,-88,-83,-84,-68,-68,-90,-91,-89,-89,-89,-100,-100,-76,-100,-92,-100,-78,-100,-90,-61,-100,-100,-61,-64,-100,-86,-65,-73,-81,-73,-89,-78,-92,-91,-100,-88,-87,-78,-100,-100,-100,-100,-90,-87,-100,-100,-91,-100,-61,-81,-100,-100,-61,-91,-87,-100,-100,-61,-100,-91,-100,-100,-100,-90,-78,-90,-83,-100,-88,-89,-100,-87,-87,-88,-100,-64,-79,-68,-91,-83,-82,-100,-89,-88,-81,-80,-90,-100,-100,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-90,-86,-84,-90,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-75,25636708184126
-84,-80,-100,-76,-79,-84,-100,-84,-100,-72,-55,-65,-80,-65,-79,-67,-79,-68,-70,-68,-28,-75,-75,-83,-86,-84,-83,-100,-84,-100,-59,-58,-59,-100,-100,-84,-100,-83,-100,-80,-87,-86,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-82,-71,-71,-90,-91,-89,-82,-89,-100,-100,-78,-100,-92,-100,-78,-100,-90,-64,-100,-100,-63,-64,-100,-86,-64,-74,-80,-75,-89,-78,-92,-88,-100,-88,-87,-78,-100,-100,-100,-100,-90,-87,-100,-100,-91,-100,-62,-81,-100,-100,-60,-91,-87,-100,-100,-62,-100,-91,-100,-100,-100,-90,-78,-91,-85,-100,-88,-89,-100,-87,-87,-100,-100,-66,-65,-66,-91,-83,-82,-100,-89,-88,-76,-79,-100,-100,-100,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-90,-86,-84,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-75,25641810000374
-82,-80,-100,-76,-79,-82,-100,-81,-100,-77,-56,-68,-76,-69,-76,-69,-76,-68,-69,-70,-28,-73,-72,-86,-86,-84,-80,-100,-80,-100,-55,-55,-56,-100,-100,-81,-100,-81,-100,-80,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-82,-76,-76,-90,-91,-89,-82,-89,-100,-100,-74,-100,-92,-100,-73,-100,-90,-66,-100,-100,-64,-65,-100,-86,-68,-73,-80,-76,-89,-78,-92,-88,-100,-88,-87,-78,-100,-100,-100,-100,-90,-87,-100,-100,-91,-100,-55,-81,-100,-100,-54,-91,-87,-100,-100,-54,-100,-91,-100,-100,-100,-90,-78,-91,-85,-100,-88,-89,-100,-100,-100,-100,-100,-67,-65,-65,-91,-85,-82,-100,-89,-88,-76,-79,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-82,-88,-89,-78,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-102,25678479872027
-82,-80,-100,-80,-80,-83,-100,-82,-100,-78,-58,-63,-80,-66,-79,-68,-79,-69,-69,-68,-31,-76,-75,-86,-86,-84,-79,-100,-80,-100,-57,-58,-57,-100,-100,-80,-100,-80,-100,-80,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-83,-78,-77,-90,-91,-89,-83,-89,-100,-100,-76,-100,-92,-100,-73,-100,-90,-60,-100,-100,-61,-62,-100,-84,-68,-73,-78,-74,-89,-82,-92,-88,-100,-88,-87,-77,-100,-100,-100,-100,-90,-87,-100,-100,-91,-100,-57,-79,-100,-100,-55,-91,-87,-100,-100,-56,-100,-91,-100,-100,-100,-90,-80,-93,-85,-100,-88,-89,-100,-100,-100,-100,-100,-65,-64,-65,-91,-85,-82,-100,-89,-88,-78,-79,-100,-100,-100,-100,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-82,-88,-89,-82,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-102,25683585317493
-78,-80,-100,-81,-80,-80,-100,-80,-100,-76,-55,-63,-74,-63,-75,-68,-75,-68,-68,-68,-28,-75,-69,-86,-86,-84,-90,-100,-90,-100,-59,-58,-58,-100,-100,-90,-100,-88,-100,-80,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-83,-77,-77,-90,-91,-89,-83,-89,-100,-100,-74,-100,-92,-100,-73,-100,-90,-62,-100,-100,-60,-63,-100,-85,-63,-78,-77,-73,-89,-84,-92,-88,-100,-88,-87,-80,-100,-100,-100,-100,-89,-87,-100,-100,-91,-100,-52,-78,-100,-100,-50,-91,-87,-100,-100,-78,-100,-91,-100,-100,-100,-90,-80,-93,-79,-100,-88,-89,-100,-100,-100,-100,-100,-65,-65,-64,-91,-85,-82,-100,-89,-88,-80,-93,-100,-100,-100,-100,-81,-100,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-82,-87,-88,-84,-85,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-102,25688607016762
-79,-80,-100,-78,-80,-78,-100,-78,-100,-75,-60,-65,-74,-65,-75,-66,-75,-67,-67,-66,-31,-78,-77,-86,-86,-84,-90,-100,-85,-100,-57,-57,-57,-100,-100,-84,-100,-84,-100,-81,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-83,-75,-74,-90,-100,-89,-83,-89,-100,-100,-72,-100,-92,-100,-77,-100,-90,-61,-100,-100,-63,-62,-100,-85,-65,-73,-77,-71,-87,-84,-92,-88,-100,-88,-87,-78,-100,-100,-100,-100,-86,-87,-100,-100,-91,-100,-56,-78,-100,-100,-56,-91,-87,-100,-100,-54,-100,-91,-100,-100,-100,-90,-80,-93,-77,-100,-88,-89,-100,-100,-100,-100,-100,-64,-64,-64,-91,-85,-76,-100,-89,-88,-80,-93,-100,-100,-100,-100,-76,-100,-85,-81,-100,-100,-100,-100,-100,-81,-80,-80,-82,-87,-85,-88,-87,-84,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-102,25693730334104
-80,-79,-100,-78,-80,-80,-100,-81,-100,-76,-59,-66,-79,-64,-78,-64,-79,-63,-65,-65,-28,-78,-77,-86,-86,-86,-83,-100,-82,-100,-56,-57,-57,-100,-100,-82,-100,-82,-100,-82,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-83,-76,-77,-90,-100,-89,-83,-89,-100,-100,-74,-100,-92,-100,-77,-100,-90,-63,-100,-100,-74,-65,-100,-85,-66,-74,-77,-74,-87,-84,-92,-92,-100,-88,-87,-78,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-51,-78,-100,-100,-51,-91,-87,-100,-100,-50,-100,-91,-100,-100,-100,-90,-79,-93,-76,-100,-88,-89,-100,-100,-100,-100,-100,-63,-61,-63,-91,-85,-77,-100,-89,-88,-78,-80,-100,-100,-100,-100,-76,-100,-85,-81,-100,-100,-100,-100,-100,-79,-79,-80,-82,-87,-85,-85,-87,-84,-85,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-102,25698884341238
-88,-81,-100,-81,-80,-87,-100,-86,-100,-78,-62,-64,-77,-70,-78,-70,-78,-69,-70,-70,-29,-82,-82,-86,-86,-86,-81,-100,-81,-100,-57,-57,-58,-100,-100,-83,-100,-82,-100,-82,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-88,-82,-83,-78,-78,-90,-91,-89,-83,-89,-100,-100,-73,-100,-92,-100,-82,-100,-90,-64,-100,-100,-64,-65,-100,-85,-63,-73,-80,-73,-88,-62,-92,-92,-100,-88,-87,-80,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-53,-80,-100,-100,-52,-91,-87,-100,-100,-54,-100,-91,-100,-100,-100,-90,-79,-93,-79,-100,-88,-89,-100,-100,-100,-100,-100,-64,-64,-64,-91,-85,-79,-100,-89,-88,-80,-78,-100,-100,-100,-100,-78,-100,-85,-81,-100,-100,-100,-100,-100,-81,-82,-82,-82,-87,-86,-85,-87,-85,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-102,25703985819934
-76,-80,-100,-81,-82,-77,-100,-77,-100,-73,-58,-64,-82,-64,-82,-71,-82,-71,-69,-71,-28,-76,-76,-78,-86,-86,-82,-100,-82,-100,-63,-60,-62,-100,-100,-81,-100,-82,-100,-82,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-73,-72,-90,-91,-91,-83,-91,-100,-100,-74,-100,-92,-100,-75,-100,-100,-65,-100,-100,-66,-66,-100,-85,-66,-78,-80,-77,-87,-62,-100,-91,-100,-88,-87,-80,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-51,-80,-100,-100,-50,-91,-87,-100,-100,-51,-100,-91,-100,-100,-100,-90,-81,-93,-74,-100,-88,-89,-100,-100,-100,-100,-100,-64,-64,-64,-91,-85,-78,-100,-89,-100,-82,-81,-100,-100,-100,-100,-78,-100,-82,-81,-100,-100,-100,-100,-100,-80,-79,-82,-81,-87,-89,-87,-87,-89,-82,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-128,25738894633462
-77,-81,-100,-81,-81,-78,-100,-76,-100,-73,-62,-65,-83,-66,-82,-68,-83,-68,-68,-69,-29,-76,-76,-78,-86,-86,-81,-100,-81,-100,-58,-58,-57,-100,-100,-81,-100,-81,-100,-82,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-73,-73,-90,-91,-91,-83,-91,-100,-100,-73,-100,-92,-100,-75,-100,-100,-62,-100,-100,-65,-63,-100,-86,-66,-75,-80,-75,-85,-79,-100,-91,-100,-88,-87,-79,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-56,-80,-100,-100,-49,-91,-87,-100,-100,-57,-100,-91,-100,-100,-100,-90,-83,-92,-74,-100,-88,-89,-100,-100,-100,-100,-100,-71,-70,-71,-91,-81,-75,-100,-89,-100,-83,-82,-100,-100,-100,-100,-78,-100,-80,-81,-100,-100,-100,-100,-100,-80,-79,-82,-81,-87,-89,-87,-87,-89,-81,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-128,25744006149710
-77,-80,-100,-81,-81,-76,-100,-77,-100,-74,-58,-65,-86,-66,-84,-69,-85,-68,-69,-69,-28,-75,-76,-78,-86,-86,-88,-100,-89,-100,-60,-59,-61,-100,-100,-88,-100,-89,-100,-82,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-75,-75,-90,-91,-91,-83,-91,-100,-100,-76,-100,-92,-100,-74,-100,-100,-67,-100,-100,-67,-68,-100,-86,-66,-75,-80,-76,-84,-79,-100,-91,-100,-88,-87,-79,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-48,-80,-100,-100,-48,-91,-87,-100,-100,-49,-100,-91,-100,-100,-100,-90,-82,-92,-78,-100,-88,-89,-100,-100,-100,-100,-100,-65,-65,-66,-91,-83,-75,-100,-89,-100,-81,-83,-100,-100,-100,-100,-78,-100,-81,-84,-100,-100,-100,-100,-100,-80,-79,-79,-82,-87,-88,-87,-87,-88,-81,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-128,25749058687521
-78,-80,-100,-81,-81,-78,-100,-77,-100,-72,-59,-65,-85,-66,-86,-67,-86,-68,-66,-68,-29,-73,-73,-78,-86,-86,-82,-100,-82,-100,-59,-58,-59,-100,-100,-82,-100,-84,-100,-85,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-72,-72,-90,-89,-91,-83,-91,-100,-100,-75,-100,-92,-100,-74,-100,-100,-65,-100,-100,-65,-65,-100,-86,-67,-74,-82,-75,-84,-80,-100,-91,-100,-88,-87,-94,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-52,-82,-100,-100,-78,-91,-87,-100,-100,-51,-100,-91,-100,-100,-100,-90,-82,-92,-78,-100,-88,-89,-100,-100,-100,-100,-100,-70,-68,-66,-91,-82,-75,-100,-89,-100,-81,-83,-100,-100,-100,-100,-78,-100,-81,-84,-100,-100,-100,-100,-100,-80,-79,-79,-82,-87,-88,-87,-87,-87,-81,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-128,25754155984810
-82,-80,-100,-81,-81,-81,-100,-82,-100,-73,-63,-66,-86,-67,-87,-67,-86,-67,-68,-67,-37,-74,-73,-78,-86,-86,-83,-100,-83,-100,-55,-56,-56,-100,-100,-83,-100,-84,-100,-85,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-73,-73,-90,-88,-91,-83,-91,-100,-100,-77,-100,-92,-100,-74,-100,-100,-65,-100,-100,-65,-65,-100,-85,-66,-75,-81,-77,-90,-80,-100,-91,-100,-88,-87,-81,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-50,-80,-100,-100,-51,-91,-84,-100,-100,-52,-100,-91,-100,-100,-100,-90,-81,-92,-76,-100,-88,-89,-100,-100,-100,-100,-100,-70,-68,-66,-91,-84,-75,-100,-89,-100,-81,-80,-100,-100,-100,-100,-75,-100,-82,-84,-100,-100,-100,-100,-100,-80,-79,-79,-82,-87,-87,-87,-87,-88,-82,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-128,25759274033402
-78,-80,-100,-81,-81,-77,-100,-77,-100,-73,-57,-64,-83,-64,-82,-71,-83,-70,-69,-69,-30,-73,-72,-78,-86,-86,-82,-100,-81,-100,-61,-62,-61,-100,-100,-81,-100,-82,-100,-82,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-76,-75,-90,-88,-91,-83,-91,-100,-100,-76,-100,-92,-100,-74,-100,-100,-67,-100,-100,-66,-67,-100,-85,-66,-77,-81,-79,-88,-80,-100,-91,-100,-88,-87,-81,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-52,-81,-100,-100,-52,-91,-84,-100,-100,-52,-100,-91,-100,-100,-100,-90,-83,-92,-76,-100,-88,-89,-100,-100,-100,-100,-100,-68,-68,-79,-91,-84,-75,-100,-89,-100,-81,-84,-100,-100,-100,-100,-75,-100,-85,-83,-100,-100,-100,-100,-100,-83,-81,-81,-82,-87,-87,-87,-87,-87,-83,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-128,25764389170171
-81,-80,-100,-81,-81,-81,-100,-81,-100,-75,-53,-64,-78,-64,-78,-67,-78,-67,-68,-68,-37,-73,-74,-78,-86,-86,-81,-100,-82,-100,-58,-59,-58,-100,-100,-81,-100,-82,-100,-87,-100,-89,-100,-89,-100,-100,-100,-91,-89,-100,-100,-82,-83,-75,-75,-90,-88,-91,-83,-91,-100,-100,-80,-100,-92,-100,-73,-100,-100,-66,-100,-100,-68,-68,-100,-85,-66,-80,-81,-81,-88,-80,-100,-91,-100,-88,-87,-81,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-59,-79,-100,-100,-59,-100,-84,-100,-100,-60,-100,-100,-100,-100,-100,-90,-83,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-77,-91,-78,-84,-100,-100,-100,-81,-84,-100,-100,-100,-100,-85,-100,-78,-80,-100,-100,-100,-100,-100,-83,-81,-81,-82,-87,-87,-87,-87,-87,-73,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,-182,25811780821976
