38:17:c3:1f:0e:12,80:8d:b7:55:39:c2,38:17:c3:19:d7:62,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,44:48:c1:a5:82:30,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:92,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:1f:0e:00,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1e:ff:12,80:8d:b7:55:35:03,00:4e:35:df:06:40,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,38:17:c3:19:71:90,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:25:e0,20:a6:cd:50:24:a1,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:00:b0,38:17:c3:19:55:52,80:8d:b7:55:25:e1,20:a6:cd:42:0b:f3,38:17:c3:19:45:a2,38:17:c3:19:55:51,b4:5d:50:e1:92:31,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:19:55:50,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,00:4e:35:de:e1:02,38:17:c3:1f:08:50,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b3,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:d7:53,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:19:71:92,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,a8:bd:27:4c:bd:30,38:17:c3:19:36:30,00:4e:35:df:0e:11,a8:bd:27:4c:bd:21,44:48:c1:91:95:b1,44:48:c1:91:95:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,00:4e:35:df:27:01,00:4e:35:df:27:02,00:4e:35:df:27:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:27:11,x,y,timestamp
-47,-73,-85,-77,-77,-47,-85,-47,-84,-67,-72,-87,-75,-86,-75,-69,-74,-69,-70,-69,-29,-91,-90,-76,-75,-76,-69,-82,-69,-95,-87,-87,-86,-92,-92,-69,-83,-70,-82,-58,-76,-76,-68,-88,-84,-88,-86,-68,-67,-89,-74,-54,-55,-65,-65,-81,-89,-84,-55,-84,-78,-76,-82,-76,-90,-84,-91,-85,-84,-72,-85,-92,-72,-73,-87,-76,-86,-80,-81,-80,-84,-80,-94,-89,-93,-89,-86,-83,-90,-90,-94,-97,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,676,23708407779341
-48,-75,-85,-77,-72,-48,-85,-48,-83,-65,-78,-87,-77,-86,-75,-72,-76,-71,-72,-72,-29,-91,-90,-76,-75,-76,-67,-82,-70,-95,-84,-83,-83,-92,-92,-70,-84,-68,-83,-60,-77,-78,-68,-88,-83,-89,-89,-68,-70,-89,-79,-53,-53,-66,-66,-82,-88,-84,-53,-84,-76,-75,-82,-76,-87,-84,-91,-83,-82,-74,-83,-92,-72,-74,-82,-69,-86,-82,-81,-78,-84,-80,-94,-86,-93,-87,-88,-83,-90,-90,-91,-97,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,676,23713522516162
-53,-71,-85,-75,-69,-53,-85,-53,-81,-79,-72,-87,-72,-86,-72,-70,-73,-70,-69,-69,-31,-89,-90,-76,-75,-76,-66,-81,-66,-95,-80,-78,-80,-92,-92,-65,-81,-66,-81,-53,-77,-78,-69,-87,-81,-88,-90,-68,-70,-89,-76,-63,-63,-61,-61,-84,-84,-84,-63,-84,-76,-72,-80,-75,-87,-81,-91,-79,-80,-69,-81,-92,-70,-70,-81,-71,-86,-80,-81,-83,-84,-80,-91,-86,-90,-87,-88,-83,-90,-90,-92,-97,-84,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,649,23750795433960
-54,-70,-87,-73,-71,-53,-85,-54,-81,-62,-75,-87,-73,-87,-75,-70,-75,-69,-69,-68,-31,-89,-89,-76,-75,-76,-67,-81,-65,-90,-82,-80,-79,-90,-92,-64,-82,-62,-81,-53,-74,-73,-66,-85,-81,-90,-90,-66,-66,-89,-72,-63,-62,-63,-66,-84,-86,-84,-63,-84,-77,-73,-81,-74,-87,-82,-90,-79,-80,-76,-81,-87,-75,-77,-81,-71,-86,-81,-81,-79,-78,-80,-89,-86,-92,-85,-85,-83,-90,-90,-92,-89,-78,-79,-91,-89,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,649,23755922304635
-52,-73,-81,-73,-71,-54,-85,-53,-81,-64,-67,-83,-72,-84,-72,-69,-73,-70,-68,-68,-28,-89,-89,-76,-76,-76,-63,-84,-62,-92,-82,-86,-79,-90,-88,-63,-85,-62,-86,-60,-73,-72,-71,-89,-81,-87,-90,-70,-71,-89,-72,-64,-62,-65,-64,-84,-89,-84,-63,-84,-78,-73,-82,-76,-87,-82,-90,-82,-82,-73,-81,-87,-72,-75,-81,-68,-85,-81,-81,-81,-78,-80,-89,-91,-92,-86,-87,-83,-90,-90,-92,-89,-78,-79,-91,-86,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,649,23761025761300
-53,-73,-83,-74,-74,-53,-85,-53,-81,-88,-68,-83,-75,-85,-75,-67,-74,-68,-68,-67,-27,-89,-89,-77,-75,-74,-61,-86,-63,-91,-82,-86,-84,-93,-93,-63,-88,-64,-87,-59,-71,-73,-71,-87,-86,-88,-90,-70,-71,-89,-72,-63,-62,-65,-66,-84,-89,-85,-63,-84,-74,-74,-82,-77,-87,-87,-90,-82,-83,-72,-81,-89,-71,-72,-81,-67,-85,-81,-81,-81,-83,-80,-89,-91,-92,-85,-87,-83,-90,-90,-92,-91,-78,-79,-91,-86,-91,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,649,23766444551610
-51,-74,-83,-74,-73,-52,-85,-51,-81,-65,-68,-85,-75,-85,-75,-68,-74,-69,-69,-70,-32,-89,-89,-77,-75,-74,-64,-86,-64,-92,-79,-80,-78,-92,-91,-66,-86,-65,-85,-59,-75,-75,-71,-88,-86,-87,-88,-73,-72,-89,-75,-62,-60,-65,-64,-86,-86,-85,-59,-84,-73,-75,-82,-74,-87,-86,-89,-80,-83,-72,-85,-89,-71,-72,-82,-66,-85,-81,-80,-81,-83,-76,-89,-91,-92,-85,-87,-76,-90,-90,-92,-91,-78,-83,-91,-87,-91,-92,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,649,23771482454421
-54,-75,-83,-74,-75,-53,-85,-54,-82,-64,-68,-87,-73,-86,-73,-68,-73,-68,-69,-67,-28,-91,-89,-76,-74,-75,-67,-85,-63,-92,-81,-82,-83,-92,-90,-66,-86,-63,-86,-54,-70,-70,-71,-85,-86,-87,-89,-73,-72,-89,-75,-66,-66,-67,-66,-86,-81,-85,-64,-84,-77,-75,-78,-74,-87,-86,-89,-80,-83,-75,-85,-84,-74,-74,-82,-66,-85,-78,-80,-78,-83,-78,-89,-91,-92,-87,-85,-76,-89,-90,-92,-90,-78,-83,-91,-87,-91,-92,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,649,23777072821867
-57,-76,-83,-76,-75,-78,-85,-61,-82,-61,-71,-86,-74,-86,-73,-71,-75,-71,-72,-71,-35,-91,-89,-68,-70,-69,-61,-85,-62,-93,-81,-82,-82,-92,-90,-62,-84,-63,-85,-49,-66,-72,-68,-87,-86,-88,-87,-69,-70,-89,-75,-62,-64,-62,-62,-80,-79,-85,-64,-100,-77,-75,-78,-74,-87,-86,-89,-80,-83,-73,-85,-84,-74,-73,-82,-68,-86,-77,-80,-79,-83,-78,-90,-91,-90,-87,-87,-76,-89,-90,-92,-90,-80,-83,-91,-87,-91,-92,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,622,23818581570913
-61,-76,-83,-74,-73,-60,-85,-62,-82,-84,-70,-83,-75,-85,-77,-69,-75,-70,-71,-70,-29,-88,-89,-69,-70,-69,-68,-84,-69,-91,-81,-84,-83,-90,-89,-68,-83,-70,-85,-50,-71,-73,-67,-89,-85,-88,-87,-68,-69,-89,-72,-57,-58,-62,-63,-81,-89,-85,-57,-80,-77,-75,-78,-74,-91,-86,-87,-80,-83,-75,-85,-89,-75,-75,-82,-70,-86,-77,-80,-78,-78,-80,-91,-91,-89,-88,-88,-76,-89,-90,-91,-90,-80,-83,-91,-87,-91,-92,-87,-82,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,622,23823961103307
-62,-76,-80,-75,-76,-63,-85,-63,-82,-63,-69,-83,-77,-85,-77,-71,-76,-70,-89,-70,-29,-88,-89,-68,-68,-68,-63,-84,-62,-91,-84,-84,-85,-90,-89,-61,-84,-63,-85,-52,-72,-72,-69,-88,-84,-87,-87,-69,-69,-89,-73,-51,-59,-63,-63,-79,-91,-85,-61,-80,-77,-75,-79,-74,-91,-85,-87,-81,-81,-73,-85,-89,-72,-72,-81,-68,-88,-79,-79,-78,-78,-80,-91,-91,-89,-89,-89,-76,-89,-90,-91,-90,-80,-83,-90,-87,-91,-92,-87,-81,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,622,23829243943097
-61,-75,-80,-75,-76,-61,-80,-60,-82,-63,-73,-84,-75,-84,-74,-71,-74,-73,-86,-71,-29,-92,-89,-68,-68,-68,-64,-84,-61,-91,-91,-83,-85,-90,-89,-63,-84,-63,-84,-50,-71,-72,-68,-88,-87,-89,-87,-69,-69,-89,-71,-58,-57,-63,-62,-80,-84,-85,-60,-80,-74,-75,-77,-77,-91,-86,-87,-80,-80,-73,-87,-89,-72,-72,-79,-67,-88,-78,-79,-75,-78,-80,-90,-91,-93,-87,-85,-76,-89,-90,-91,-90,-80,-83,-90,-87,-91,-92,-87,-81,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,622,23834359992834
-60,-73,-80,-73,-73,-58,-81,-57,-81,-62,-70,-83,-75,-85,-75,-71,-75,-71,-87,-71,-29,-92,-89,-70,-69,-69,-64,-84,-62,-91,-91,-83,-89,-90,-89,-65,-84,-64,-84,-49,-73,-72,-68,-86,-87,-88,-87,-88,-68,-89,-72,-59,-58,-62,-63,-80,-93,-85,-59,-80,-77,-78,-78,-77,-91,-86,-87,-80,-80,-73,-87,-91,-72,-72,-80,-67,-86,-79,-80,-76,-79,-80,-90,-91,-93,-87,-87,-76,-89,-90,-91,-90,-80,-83,-90,-87,-91,-92,-88,-81,-92,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,622,23839869757207
-63,-75,-80,-73,-77,-64,-81,-61,-81,-62,-68,-85,-73,-87,-73,-70,-73,-72,-87,-87,-28,-92,-89,-70,-71,-70,-59,-85,-59,-91,-91,-83,-83,-90,-89,-57,-84,-57,-84,-51,-73,-75,-69,-87,-83,-88,-87,-69,-69,-89,-75,-63,-64,-63,-62,-80,-71,-79,-64,-80,-77,-78,-76,-77,-91,-84,-87,-80,-80,-73,-84,-89,-73,-73,-81,-71,-86,-79,-80,-77,-79,-80,-90,-91,-91,-87,-87,-76,-89,-90,-91,-90,-78,-76,-90,-87,-91,-92,-88,-81,-92,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,622,23845030755539
-57,-73,-80,-73,-73,-54,-81,-55,-81,-61,-66,-85,-72,-84,-73,-68,-77,-69,-85,-68,-33,-88,-89,-80,-67,-68,-60,-77,-64,-88,-78,-79,-79,-87,-87,-61,-77,-63,-77,-62,-73,-75,-69,-85,-83,-84,-83,-69,-69,-89,-75,-66,-65,-59,-62,-80,-71,-80,-64,-80,-77,-78,-80,-77,-88,-84,-87,-79,-79,-70,-84,-89,-70,-72,-79,-71,-86,-80,-80,-80,-79,-72,-90,-91,-87,-83,-84,-79,-89,-100,-88,-85,-78,-76,-90,-87,-91,-92,-88,-81,-92,-88,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,595,23891903432448
-57,-69,-80,-74,-73,-56,-81,-56,-81,-61,-64,-85,-71,-84,-72,-69,-71,-69,-84,-68,-36,-89,-89,-66,-67,-67,-58,-77,-58,-87,-79,-79,-79,-87,-85,-58,-76,-58,-77,-59,-73,-75,-73,-84,-83,-83,-84,-91,-72,-89,-72,-60,-62,-61,-59,-81,-90,-80,-62,-80,-80,-78,-82,-78,-88,-84,-87,-79,-79,-73,-84,-89,-72,-72,-78,-71,-86,-81,-77,-81,-77,-72,-90,-91,-89,-84,-83,-79,-89,-100,-88,-87,-78,-78,-90,-87,-91,-92,-88,-75,-92,-88,-85,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,595,23897024763487
-56,-73,-80,-77,-71,-58,-81,-56,-81,-63,-64,-84,-71,-85,-70,-68,-71,-67,-69,-69,-29,-89,-89,-67,-69,-67,-59,-75,-59,-85,-79,-80,-80,-85,-86,-59,-76,-59,-75,-61,-74,-73,-73,-85,-87,-84,-84,-74,-73,-89,-72,-62,-63,-59,-62,-81,-82,-80,-63,-80,-76,-78,-81,-78,-86,-84,-87,-78,-79,-71,-87,-89,-71,-71,-79,-70,-86,-81,-76,-81,-77,-73,-90,-89,-88,-85,-86,-79,-89,-100,-88,-84,-76,-78,-90,-87,-91,-92,-88,-79,-92,-88,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,595,23902162664996
-57,-70,-80,-73,-70,-58,-81,-52,-81,-58,-66,-85,-73,-84,-71,-68,-71,-70,-68,-68,-35,-86,-89,-70,-68,-69,-61,-78,-60,-87,-79,-80,-80,-87,-87,-61,-78,-63,-78,-61,-75,-74,-73,-84,-86,-84,-84,-73,-74,-87,-74,-67,-67,-58,-60,-81,-91,-80,-67,-80,-77,-78,-80,-78,-86,-88,-88,-79,-79,-71,-87,-89,-73,-72,-78,-70,-86,-81,-76,-81,-78,-75,-90,-89,-87,-82,-83,-79,-89,-100,-88,-86,-78,-79,-90,-89,-91,-92,-88,-79,-92,-88,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,595,23907072656557
-58,-68,-80,-73,-74,-57,-81,-58,-82,-60,-65,-83,-69,-85,-69,-66,-71,-68,-68,-67,-28,-86,-88,-70,-68,-69,-58,-78,-59,-88,-80,-83,-81,-89,-86,-59,-78,-60,-79,-63,-73,-73,-72,-85,-86,-83,-84,-73,-72,-87,-73,-61,-60,-61,-78,-81,-87,-80,-62,-80,-79,-78,-80,-78,-88,-88,-88,-78,-77,-71,-87,-89,-72,-69,-79,-71,-85,-79,-76,-80,-78,-75,-90,-90,-88,-84,-84,-79,-89,-100,-88,-87,-78,-79,-90,-89,-91,-92,-88,-77,-92,-88,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,595,23912231863586
-56,-70,-80,-72,-70,-58,-81,-56,-82,-62,-66,-83,-73,-84,-71,-67,-71,-67,-68,-68,-36,-91,-88,-67,-68,-68,-59,-77,-59,-88,-77,-78,-77,-86,-87,-59,-77,-59,-77,-62,-72,-73,-72,-84,-86,-85,-84,-72,-74,-87,-74,-61,-60,-59,-63,-81,-88,-80,-60,-80,-78,-76,-81,-77,-88,-88,-88,-78,-79,-72,-87,-89,-73,-72,-79,-70,-85,-80,-76,-80,-75,-75,-90,-90,-88,-85,-84,-79,-89,-100,-88,-85,-78,-77,-90,-89,-91,-92,-83,-77,-92,-88,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,265,595,23917312352073
