20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-86,-100,-88,-100,-100,-90,-92,-91,-60,-90,-60,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-93,-100,-100,-92,-100,-71,-100,-92,-100,-100,-100,-100,-100,-100,-100,-93,-92,-88,-73,-100,-100,-100,-100,-73,-100,-92,-90,-100,-90,-100,-100,-100,-100,-73,-70,-75,-88,-74,-100,-75,-100,-88,-100,-100,-100,-93,-100,-75,-77,-100,-100,-72,-72,-100,-100,-74,-71,-93,-100,-90,-74,-75,-75,-74,-76,-76,-79,-80,-81,-91,-82,-86,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,461,619,1894114421672
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-87,-86,-100,-87,-100,-100,-89,-92,-89,-58,-89,-58,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-93,-100,-100,-96,-100,-71,-100,-92,-100,-100,-100,-100,-100,-100,-100,-93,-92,-88,-65,-100,-100,-100,-100,-73,-100,-91,-100,-100,-90,-100,-100,-100,-100,-73,-73,-73,-88,-74,-100,-79,-100,-90,-100,-100,-100,-93,-100,-79,-82,-100,-100,-71,-72,-100,-100,-72,-71,-93,-100,-92,-72,-72,-72,-74,-75,-76,-74,-80,-81,-91,-82,-87,-90,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,461,619,1898908309014
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-86,-86,-100,-87,-100,-100,-91,-92,-90,-58,-90,-59,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-93,-100,-100,-93,-100,-68,-100,-92,-100,-100,-100,-100,-100,-100,-100,-93,-94,-89,-68,-100,-100,-100,-100,-72,-100,-90,-100,-100,-90,-100,-100,-100,-100,-74,-79,-74,-88,-73,-100,-81,-100,-90,-100,-100,-100,-93,-100,-79,-80,-100,-100,-72,-72,-100,-100,-71,-72,-93,-100,-92,-72,-72,-74,-74,-77,-78,-78,-80,-84,-93,-82,-86,-90,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,461,619,1903688501668
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-86,-86,-100,-87,-100,-100,-90,-92,-90,-60,-89,-58,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-58,-100,-100,-93,-100,-100,-93,-100,-73,-100,-92,-100,-100,-100,-100,-100,-100,-100,-93,-94,-89,-73,-100,-100,-100,-100,-74,-100,-92,-100,-100,-90,-100,-100,-100,-100,-72,-79,-74,-88,-73,-100,-80,-100,-90,-100,-100,-100,-93,-100,-79,-79,-100,-100,-71,-72,-100,-100,-71,-72,-93,-100,-92,-74,-73,-73,-72,-77,-78,-77,-79,-80,-91,-81,-87,-90,-91,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,461,619,1908485848021
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-86,-87,-100,-88,-100,-100,-89,-92,-90,-58,-89,-60,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-60,-100,-100,-93,-100,-100,-91,-100,-73,-100,-92,-100,-100,-100,-100,-100,-100,-100,-91,-92,-89,-73,-100,-100,-100,-100,-74,-100,-91,-100,-100,-100,-100,-100,-100,-100,-73,-72,-73,-100,-74,-100,-80,-100,-89,-100,-100,-100,-93,-100,-81,-80,-100,-100,-74,-72,-100,-100,-72,-72,-100,-100,-92,-73,-72,-73,-73,-75,-76,-78,-80,-81,-91,-80,-86,-100,-91,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,461,619,1913339838071
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-90,-100,-89,-100,-100,-84,-92,-84,-61,-83,-61,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-58,-100,-100,-93,-100,-100,-91,-100,-71,-100,-88,-100,-100,-100,-100,-100,-100,-100,-91,-93,-89,-72,-100,-100,-100,-100,-72,-100,-91,-100,-100,-100,-100,-100,-100,-100,-67,-81,-67,-100,-66,-100,-78,-100,-89,-100,-100,-100,-93,-100,-75,-80,-100,-100,-75,-73,-100,-100,-65,-73,-100,-100,-90,-66,-66,-67,-67,-73,-74,-79,-80,-81,-93,-80,-88,-100,-91,-93,-92,-88,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,619,1945891777433
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-90,-100,-89,-100,-100,-82,-92,-83,-66,-83,-65,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-66,-100,-100,-93,-100,-100,-91,-100,-76,-100,-90,-100,-100,-100,-100,-100,-100,-100,-91,-90,-90,-72,-100,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-100,-70,-73,-69,-100,-70,-100,-76,-100,-89,-100,-100,-100,-90,-100,-73,-76,-100,-100,-74,-73,-100,-100,-64,-73,-100,-100,-91,-67,-68,-67,-67,-70,-73,-74,-82,-81,-93,-81,-88,-100,-89,-93,-89,-91,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,619,1950749311911
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-89,-100,-89,-100,-100,-83,-92,-83,-66,-83,-66,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-93,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-91,-90,-74,-100,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-100,-69,-72,-69,-100,-69,-100,-74,-100,-89,-100,-100,-100,-87,-100,-75,-76,-100,-100,-75,-75,-100,-100,-63,-73,-100,-100,-91,-68,-68,-67,-68,-74,-72,-73,-80,-80,-93,-80,-88,-100,-89,-93,-92,-91,-90,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,619,1955462481388
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-91,-100,-90,-100,-100,-83,-92,-82,-65,-84,-64,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-93,-100,-75,-100,-92,-100,-100,-100,-100,-100,-100,-100,-91,-92,-90,-75,-100,-100,-100,-100,-74,-100,-91,-100,-100,-100,-100,-100,-100,-100,-67,-71,-69,-100,-68,-100,-77,-100,-89,-100,-100,-100,-87,-100,-77,-76,-100,-100,-75,-75,-100,-100,-67,-73,-100,-100,-91,-69,-67,-68,-68,-72,-71,-72,-83,-80,-93,-80,-88,-100,-90,-93,-92,-91,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,619,1960270374615
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-87,-100,-89,-100,-100,-81,-92,-81,-65,-81,-64,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-93,-100,-77,-100,-92,-100,-100,-100,-100,-100,-100,-100,-91,-91,-90,-77,-100,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-100,-65,-72,-64,-100,-64,-100,-77,-100,-89,-100,-100,-100,-87,-100,-77,-77,-100,-100,-73,-73,-100,-100,-67,-74,-100,-100,-93,-67,-67,-67,-67,-73,-72,-72,-81,-79,-93,-80,-88,-100,-89,-93,-87,-91,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,619,1965067425759
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-87,-100,-91,-100,-100,-83,-92,-82,-64,-82,-65,-100,-100,-100,-92,-100,-100,-90,-100,-89,-100,-100,-100,-96,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-93,-100,-74,-100,-92,-100,-100,-100,-100,-100,-100,-100,-91,-91,-90,-72,-100,-100,-100,-100,-72,-100,-91,-100,-100,-100,-100,-100,-100,-100,-66,-89,-64,-100,-66,-100,-76,-100,-89,-100,-100,-100,-87,-100,-77,-76,-100,-100,-74,-74,-100,-100,-67,-73,-100,-100,-93,-68,-68,-67,-67,-72,-73,-71,-80,-81,-92,-82,-88,-100,-91,-93,-91,-91,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,486,619,1969913933362
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-88,-100,-88,-100,-100,-94,-92,-82,-68,-91,-69,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-93,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-76,-100,-100,-100,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-100,-68,-76,-68,-100,-67,-100,-78,-100,-89,-100,-100,-100,-90,-100,-76,-79,-100,-100,-72,-72,-100,-100,-69,-72,-94,-100,-93,-65,-64,-65,-65,-75,-74,-76,-80,-81,-92,-82,-88,-100,-91,-100,-91,-91,-89,-90,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,512,619,2008707267201
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-89,-100,-87,-100,-100,-91,-92,-91,-69,-92,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-93,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-91,-90,-75,-100,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-100,-67,-71,-68,-100,-66,-100,-77,-100,-89,-100,-100,-100,-90,-100,-77,-79,-100,-100,-72,-72,-100,-100,-71,-72,-94,-100,-93,-62,-63,-64,-62,-74,-75,-73,-78,-80,-89,-82,-88,-100,-91,-100,-89,-91,-89,-90,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,512,619,2013492077303
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-88,-100,-90,-100,-100,-90,-92,-90,-69,-89,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-93,-100,-76,-100,-90,-100,-100,-100,-100,-100,-100,-100,-91,-93,-90,-77,-100,-100,-100,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-100,-69,-79,-69,-100,-69,-100,-78,-100,-87,-100,-100,-100,-90,-100,-75,-77,-100,-100,-74,-74,-100,-100,-75,-74,-95,-100,-93,-62,-61,-61,-63,-74,-75,-74,-80,-79,-91,-80,-88,-100,-91,-100,-89,-91,-89,-90,-89,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,512,619,2017909961208
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-89,-87,-100,-88,-100,-100,-91,-92,-90,-67,-91,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-93,-100,-76,-100,-90,-100,-100,-100,-100,-100,-100,-100,-91,-93,-89,-77,-100,-100,-100,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-68,-100,-78,-100,-87,-100,-100,-100,-90,-100,-75,-78,-100,-100,-74,-74,-100,-100,-73,-75,-95,-100,-93,-65,-62,-62,-65,-74,-73,-76,-80,-79,-90,-81,-88,-100,-91,-100,-89,-91,-89,-90,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,512,619,2022709823706
-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-88,-86,-100,-87,-100,-100,-93,-92,-91,-66,-92,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-93,-90,-76,-100,-90,-100,-100,-100,-100,-100,-100,-100,-92,-92,-89,-76,-100,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-100,-68,-79,-67,-100,-68,-100,-78,-100,-87,-100,-100,-100,-90,-100,-75,-78,-100,-100,-76,-76,-100,-100,-72,-76,-93,-100,-93,-64,-64,-64,-64,-74,-74,-72,-80,-79,-87,-80,-89,-100,-90,-100,-89,-91,-89,-90,-89,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,512,619,2027557906361
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-87,-100,-87,-100,-100,-92,-100,-91,-68,-91,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-93,-90,-74,-100,-90,-100,-100,-100,-100,-100,-100,-100,-94,-92,-89,-75,-100,-100,-100,-100,-74,-100,-91,-100,-100,-100,-100,-100,-100,-100,-69,-71,-69,-100,-69,-100,-80,-100,-87,-100,-100,-100,-90,-100,-75,-78,-100,-100,-76,-76,-100,-100,-74,-75,-93,-100,-93,-66,-64,-66,-66,-75,-74,-73,-80,-81,-87,-82,-87,-100,-90,-100,-89,-91,-89,-90,-89,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,512,619,2032463811463
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-85,-100,-85,-100,-100,-89,-100,-88,-67,-87,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-93,-90,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-89,-76,-100,-100,-100,-100,-77,-100,-93,-100,-100,-100,-100,-100,-100,-100,-67,-65,-67,-91,-64,-100,-77,-100,-87,-100,-100,-100,-87,-100,-81,-81,-100,-100,-70,-70,-100,-100,-67,-70,-93,-100,-93,-73,-74,-74,-74,-72,-71,-72,-79,-81,-87,-80,-85,-100,-89,-100,-88,-91,-92,-90,-89,-85,-91,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,619,2065693631919
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-85,-85,-100,-84,-100,-100,-88,-100,-88,-67,-88,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-93,-90,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-89,-77,-100,-100,-100,-100,-76,-100,-93,-100,-100,-100,-100,-100,-100,-100,-66,-67,-66,-91,-63,-100,-75,-100,-88,-100,-100,-100,-89,-100,-78,-77,-100,-100,-68,-68,-100,-100,-68,-70,-93,-100,-93,-69,-69,-68,-69,-71,-72,-79,-78,-80,-87,-82,-84,-100,-90,-100,-89,-90,-90,-90,-89,-85,-91,-87,-87,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,619,2070548084678
