38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:55:41,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:01,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,00:4e:35:de:e1:00,00:4e:35:de:e1:01,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,a8:bd:27:4c:bd:32,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:de:d7:51,00:4e:35:de:d7:50,80:8d:b7:55:3a:40,00:4e:35:de:d7:53,00:4e:35:de:d7:52,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:53,38:17:c3:19:45:b1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,80:8d:b7:55:25:e0,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:50:24:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,38:17:c3:1f:09:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,38:17:c3:19:55:40,38:17:c3:19:55:42,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,72:32:b1:3e:1a:b7,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,38:17:c3:1f:22:20,00:4e:35:df:0e:11,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:43,38:17:c3:19:36:32,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:30,38:17:c3:1f:22:22,38:17:c3:19:36:30,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:45:b0,00:4e:35:df:0e:10,64:e5:99:c3:13:3c,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,00:4e:35:df:27:00,00:4e:35:de:d7:40,x,y,timestamp
-100,-100,-100,-83,-100,-89,-83,-100,-83,-100,-86,-85,-71,-84,-71,-72,-71,-30,-100,-88,-88,-93,-91,-100,-91,-100,-100,-100,-91,-100,-90,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-61,-60,-100,-100,-100,-100,-100,-100,-100,-100,-88,-81,-82,-89,-88,-78,-65,-59,-66,-67,-76,-76,-76,-66,-64,-68,-83,-96,-92,-100,-100,-91,-69,-70,-81,-70,-100,-85,-87,-80,-78,-91,-85,-74,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-89,-77,-73,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-84,-79,-100,-85,-100,-100,-100,-100,-89,-88,-88,-83,-89,-88,-90,-90,-89,-78,-100,-100,-79,-89,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,60,1212568128338
-100,-100,-100,-84,-100,-74,-83,-100,-84,-100,-91,-88,-73,-91,-72,-71,-73,-30,-100,-88,-88,-93,-89,-100,-88,-100,-100,-100,-88,-100,-89,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-83,-89,-81,-78,-74,-53,-74,-74,-75,-76,-75,-53,-61,-61,-84,-96,-92,-100,-100,-91,-67,-68,-65,-67,-100,-100,-100,-76,-77,-91,-100,-78,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-89,-75,-76,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-83,-63,-100,-82,-100,-100,-100,-100,-89,-88,-88,-83,-87,-88,-90,-90,-89,-64,-100,-100,-82,-82,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,38,1260796746080
-100,-100,-100,-83,-100,-79,-83,-100,-83,-100,-92,-88,-72,-91,-71,-74,-72,-29,-100,-88,-88,-93,-89,-100,-88,-100,-100,-100,-88,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-83,-81,-81,-76,-66,-53,-66,-67,-75,-77,-76,-64,-62,-63,-84,-96,-92,-100,-100,-91,-66,-67,-66,-66,-100,-100,-100,-76,-76,-91,-100,-78,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-89,-79,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-83,-66,-100,-83,-100,-100,-100,-100,-89,-88,-88,-86,-88,-86,-90,-90,-89,-66,-100,-100,-82,-82,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,38,1265973981182
-100,-100,-100,-82,-100,-76,-82,-100,-83,-100,-91,-88,-72,-91,-72,-72,-72,-31,-100,-88,-88,-93,-89,-100,-88,-100,-100,-100,-88,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-84,-81,-81,-76,-66,-55,-69,-68,-75,-75,-74,-61,-63,-63,-85,-96,-92,-100,-100,-91,-67,-67,-65,-67,-100,-100,-100,-77,-77,-91,-100,-76,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-89,-79,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-83,-65,-100,-83,-100,-100,-100,-100,-89,-88,-88,-86,-88,-87,-90,-90,-89,-66,-100,-100,-82,-82,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,38,1271033582274
-100,-100,-100,-83,-100,-78,-83,-100,-83,-100,-93,-88,-73,-91,-72,-74,-74,-29,-100,-88,-88,-93,-89,-100,-89,-100,-100,-100,-90,-100,-89,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-81,-86,-86,-81,-82,-77,-66,-55,-69,-71,-77,-77,-77,-64,-66,-66,-87,-96,-92,-100,-100,-91,-68,-69,-65,-67,-100,-100,-100,-77,-77,-91,-100,-76,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-89,-78,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-83,-65,-100,-83,-100,-100,-100,-100,-89,-88,-88,-89,-86,-87,-90,-90,-89,-65,-100,-100,-82,-82,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,38,1276058482428
-100,-100,-100,-84,-100,-78,-84,-100,-84,-100,-89,-91,-71,-89,-73,-74,-73,-31,-100,-88,-88,-93,-89,-100,-89,-100,-100,-100,-90,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-84,-89,-88,-83,-83,-79,-66,-53,-70,-71,-78,-78,-77,-63,-64,-63,-86,-96,-92,-100,-100,-91,-69,-68,-65,-69,-100,-100,-100,-79,-78,-91,-100,-76,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-94,-78,-78,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-85,-67,-100,-84,-100,-100,-100,-100,-89,-88,-88,-89,-88,-88,-90,-90,-89,-65,-100,-100,-83,-80,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,38,1281563446280
-100,-100,-100,-83,-100,-75,-83,-100,-83,-100,-94,-91,-71,-89,-73,-73,-72,-29,-100,-88,-88,-93,-89,-100,-89,-100,-100,-100,-88,-100,-90,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-66,-68,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-84,-82,-81,-77,-68,-55,-65,-65,-77,-78,-78,-64,-61,-63,-84,-96,-92,-100,-100,-92,-66,-67,-65,-66,-100,-100,-100,-77,-77,-91,-100,-80,-78,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-94,-76,-75,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-82,-64,-100,-81,-100,-100,-100,-100,-89,-88,-88,-88,-86,-87,-90,-90,-89,-64,-100,-100,-81,-82,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,38,1286687372112
-100,-100,-100,-82,-100,-77,-82,-100,-81,-100,-85,-85,-72,-84,-72,-71,-72,-32,-100,-90,-88,-93,-90,-100,-89,-100,-100,-100,-87,-100,-87,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-82,-81,-81,-81,-84,-74,-55,-75,-74,-76,-75,-75,-67,-69,-69,-82,-100,-92,-100,-100,-92,-66,-68,-65,-66,-100,-100,-100,-82,-82,-91,-90,-77,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-91,-77,-75,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-91,-63,-100,-81,-100,-100,-100,-100,-100,-100,-88,-89,-88,-87,-90,-90,-89,-65,-100,-100,-74,-73,-74,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,15,1322139055119
-100,-100,-100,-86,-100,-74,-87,-100,-86,-100,-86,-87,-73,-86,-75,-73,-75,-32,-100,-90,-88,-93,-89,-100,-89,-100,-100,-100,-90,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-88,-86,-86,-79,-74,-53,-76,-76,-76,-75,-76,-66,-66,-65,-86,-100,-100,-100,-100,-92,-68,-68,-63,-69,-100,-100,-100,-79,-79,-91,-90,-79,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-91,-73,-74,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-91,-64,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-90,-90,-89,-65,-100,-100,-72,-71,-74,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,15,1327371516471
-100,-100,-100,-85,-100,-74,-85,-100,-85,-100,-87,-87,-73,-86,-75,-73,-75,-30,-100,-90,-88,-93,-90,-100,-89,-100,-100,-100,-90,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-66,-68,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-87,-86,-77,-82,-56,-81,-80,-76,-77,-76,-68,-69,-69,-86,-100,-100,-100,-100,-92,-67,-66,-63,-66,-100,-100,-100,-79,-79,-91,-90,-78,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-100,-91,-76,-76,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-86,-63,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-89,-90,-90,-89,-63,-100,-100,-74,-73,-74,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,15,1332581880948
-100,-100,-100,-85,-100,-75,-85,-100,-85,-100,-87,-86,-73,-86,-72,-73,-73,-30,-100,-90,-88,-93,-89,-100,-89,-100,-100,-100,-91,-100,-90,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-85,-87,-86,-79,-79,-56,-78,-76,-77,-79,-77,-67,-67,-65,-86,-100,-100,-100,-100,-92,-66,-67,-62,-67,-100,-100,-100,-79,-79,-91,-90,-76,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-91,-77,-75,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-86,-62,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-86,-88,-90,-90,-89,-63,-100,-100,-83,-75,-83,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,15,1337598727926
-100,-100,-100,-86,-100,-77,-85,-100,-85,-100,-89,-86,-74,-87,-74,-74,-75,-35,-100,-90,-88,-93,-89,-100,-89,-100,-100,-100,-91,-100,-90,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-84,-88,-87,-78,-77,-55,-77,-79,-77,-77,-77,-69,-65,-69,-85,-100,-100,-100,-100,-92,-68,-68,-64,-69,-100,-100,-100,-78,-80,-91,-90,-76,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-87,-100,-91,-77,-74,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-89,-62,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-90,-90,-89,-63,-100,-100,-73,-73,-72,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,15,1342705063132
-100,-100,-100,-88,-100,-78,-87,-100,-88,-100,-87,-87,-77,-87,-76,-75,-76,-28,-100,-90,-88,-93,-87,-100,-87,-100,-100,-100,-86,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-85,-85,-79,-75,-56,-75,-78,-79,-77,-78,-71,-69,-77,-87,-100,-100,-100,-100,-92,-68,-68,-64,-69,-100,-88,-88,-79,-80,-91,-88,-79,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-87,-100,-91,-77,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-89,-62,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-90,-90,-89,-63,-100,-100,-76,-75,-75,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,15,1347731204901
-100,-100,-100,-86,-100,-74,-86,-100,-85,-100,-90,-90,-81,-90,-82,-81,-81,-30,-100,-90,-88,-93,-90,-100,-87,-100,-100,-100,-90,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-91,-85,-84,-77,-71,-50,-70,-71,-81,-82,-81,-75,-76,-76,-87,-100,-100,-100,-100,-92,-73,-73,-74,-73,-100,-88,-88,-76,-77,-91,-88,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-87,-100,-91,-74,-74,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-89,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-90,-89,-75,-100,-100,-76,-75,-71,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-6,1382436190877
-100,-100,-100,-87,-100,-75,-88,-100,-89,-100,-84,-84,-83,-83,-84,-86,-84,-29,-100,-90,-88,-93,-90,-100,-87,-100,-100,-100,-87,-100,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-85,-84,-77,-80,-58,-77,-81,-84,-84,-84,-74,-75,-74,-86,-100,-100,-100,-100,-90,-76,-74,-65,-75,-100,-88,-88,-76,-76,-91,-88,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-91,-100,-91,-76,-76,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-89,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-100,-100,-65,-100,-100,-71,-74,-72,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-6,1387947863740
-100,-100,-100,-87,-100,-78,-88,-100,-89,-100,-86,-88,-83,-87,-82,-83,-82,-29,-100,-90,-100,-100,-88,-100,-86,-100,-100,-100,-86,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-85,-88,-86,-85,-84,-79,-73,-49,-72,-74,-82,-81,-82,-75,-74,-74,-86,-100,-100,-100,-100,-90,-77,-76,-66,-77,-100,-88,-88,-78,-77,-100,-88,-75,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-92,-100,-91,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-64,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-65,-100,-100,-74,-76,-75,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-6,1393497133686
-100,-100,-100,-87,-100,-78,-88,-100,-89,-100,-87,-86,-84,-88,-83,-82,-84,-28,-100,-89,-100,-100,-88,-100,-88,-100,-100,-100,-87,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-85,-84,-79,-73,-50,-72,-71,-81,-81,-82,-75,-74,-73,-87,-92,-100,-100,-100,-90,-76,-75,-66,-75,-100,-88,-88,-79,-78,-100,-88,-78,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-92,-100,-91,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-64,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-65,-100,-100,-74,-75,-86,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-6,1398533700663
-100,-100,-100,-91,-100,-79,-90,-100,-89,-100,-87,-88,-84,-86,-85,-86,-84,-35,-100,-89,-100,-100,-90,-100,-89,-100,-100,-100,-90,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-85,-84,-78,-73,-50,-73,-73,-80,-81,-82,-75,-76,-76,-86,-92,-100,-100,-100,-90,-75,-75,-63,-76,-100,-88,-88,-78,-78,-100,-88,-79,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-92,-100,-91,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-65,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-70,-100,-100,-75,-74,-74,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-6,1403535800192
-100,-100,-100,-91,-100,-79,-90,-100,-89,-100,-88,-87,-84,-86,-85,-83,-85,-33,-100,-89,-100,-100,-90,-100,-90,-100,-100,-100,-90,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-86,-85,-84,-77,-73,-53,-72,-73,-83,-82,-83,-75,-75,-75,-86,-92,-100,-100,-100,-91,-79,-79,-69,-78,-100,-88,-88,-78,-76,-93,-88,-79,-78,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-92,-100,-91,-76,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-68,-100,-88,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-70,-100,-100,-74,-74,-72,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-6,1408563305399
-100,-100,-100,-88,-100,-79,-90,-100,-89,-100,-93,-87,-81,-91,-81,-82,-81,-29,-100,-89,-100,-100,-88,-100,-88,-100,-100,-100,-90,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-86,-85,-84,-78,-77,-48,-78,-75,-86,-87,-86,-76,-76,-76,-87,-91,-100,-100,-100,-91,-71,-71,-59,-70,-100,-88,-88,-77,-79,-93,-88,-82,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-92,-100,-91,-76,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-61,-100,-88,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-61,-100,-100,-73,-71,-72,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-29,1439492848147
-100,-100,-100,-88,-100,-80,-89,-100,-86,-100,-91,-87,-80,-91,-80,-81,-79,-29,-100,-89,-100,-100,-88,-100,-91,-100,-100,-100,-91,-100,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-85,-84,-78,-75,-51,-74,-75,-82,-81,-82,-73,-73,-71,-87,-90,-100,-100,-100,-91,-70,-71,-62,-72,-100,-88,-88,-79,-79,-93,-88,-82,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-92,-100,-91,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-61,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-82,-85,-100,-100,-100,-62,-100,-100,-72,-72,-72,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,-29,1444604682312
