38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:55:41,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:01,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,00:4e:35:de:e1:00,00:4e:35:de:e1:01,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:de:e1:02,66:2a:2f:53:7c:99,68:ff:7b:e4:af:38,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,a8:bd:27:4c:bd:32,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:de:d7:51,00:4e:35:de:d7:50,80:8d:b7:55:3a:40,00:4e:35:de:d7:53,00:4e:35:de:d7:52,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:53,38:17:c3:19:45:b1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,80:8d:b7:55:25:e0,38:17:c3:1f:22:31,38:17:c3:1f:09:83,20:a6:cd:50:24:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,38:17:c3:1f:09:92,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,38:17:c3:19:55:40,38:17:c3:19:55:42,b4:5d:50:e1:92:22,44:48:c1:91:95:b0,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,72:32:b1:3e:1a:b7,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,38:17:c3:1f:22:20,00:4e:35:df:0e:11,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:43,38:17:c3:19:36:32,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,a8:bd:27:4c:bd:30,38:17:c3:1f:22:22,38:17:c3:19:36:30,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:45:b0,00:4e:35:df:0e:10,64:e5:99:c3:13:3c,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,00:4e:35:df:27:00,00:4e:35:de:d7:40,x,y,timestamp
-90,-90,-90,-52,-80,-84,-52,-81,-53,-81,-72,-71,-76,-71,-75,-75,-75,-28,-81,-74,-72,-73,-65,-80,-64,-86,-86,-87,-64,-81,-64,-80,-80,-80,-58,-87,-71,-89,-81,-85,-80,-71,-70,-91,-93,-90,-85,-85,-68,-69,-82,-79,-80,-80,-89,-89,-89,-90,-77,-81,-80,-77,-77,-66,-86,-79,-87,-86,-90,-94,-90,-88,-87,-88,-81,-93,-93,-74,-73,-73,-74,-72,-85,-69,-76,-57,-60,-66,-66,-85,-60,-75,-78,-79,-79,-79,-79,-79,-85,-89,-83,-89,-89,-80,-87,-93,-90,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,733,2007913708295
-90,-90,-90,-51,-82,-84,-54,-94,-52,-93,-71,-73,-76,-72,-75,-75,-75,-26,-81,-72,-73,-73,-62,-80,-65,-87,-86,-86,-65,-81,-64,-80,-80,-79,-58,-88,-70,-88,-80,-86,-80,-71,-71,-91,-93,-90,-85,-86,-68,-69,-82,-79,-80,-80,-89,-90,-90,-89,-74,-81,-80,-76,-77,-67,-85,-79,-87,-85,-90,-94,-90,-87,-87,-87,-81,-92,-93,-76,-73,-70,-74,-72,-85,-69,-76,-60,-59,-65,-68,-85,-59,-78,-78,-79,-79,-78,-79,-79,-92,-88,-83,-89,-88,-80,-86,-93,-90,-88,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,733,2012767737929
-90,-90,-90,-52,-82,-100,-53,-78,-54,-80,-71,-70,-72,-70,-73,-72,-71,-33,-81,-75,-72,-72,-68,-83,-65,-79,-78,-81,-69,-82,-67,-81,-74,-75,-58,-87,-70,-88,-85,-90,-80,-70,-70,-91,-100,-100,-85,-85,-100,-100,-82,-79,-75,-80,-89,-88,-90,-90,-76,-100,-100,-73,-73,-69,-85,-79,-90,-85,-90,-91,-90,-83,-83,-82,-100,-92,-93,-75,-78,-73,-76,-74,-100,-76,-74,-57,-57,-69,-70,-85,-58,-78,-80,-100,-100,-78,-100,-100,-92,-88,-84,-89,-88,-80,-86,-93,-90,-88,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,710,2058064501922
-90,-90,-92,-52,-78,-100,-53,-78,-52,-80,-72,-72,-73,-71,-72,-71,-71,-38,-81,-72,-73,-73,-66,-80,-68,-77,-78,-76,-68,-80,-69,-81,-77,-77,-58,-87,-70,-85,-85,-91,-80,-69,-69,-91,-100,-100,-85,-85,-100,-100,-82,-79,-77,-79,-87,-88,-87,-86,-73,-100,-100,-75,-76,-68,-85,-79,-90,-85,-90,-92,-90,-78,-78,-77,-100,-89,-93,-72,-70,-71,-73,-73,-100,-73,-74,-56,-57,-67,-68,-85,-55,-83,-83,-100,-100,-84,-100,-100,-92,-87,-84,-89,-88,-80,-85,-93,-90,-92,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,710,2065025543534
-90,-90,-92,-54,-78,-100,-54,-80,-55,-80,-70,-71,-70,-70,-70,-70,-70,-33,-81,-70,-70,-70,-62,-79,-62,-78,-78,-79,-62,-79,-62,-79,-77,-78,-56,-89,-67,-85,-85,-90,-80,-94,-68,-91,-100,-100,-85,-85,-100,-100,-82,-79,-78,-79,-86,-87,-85,-86,-75,-100,-100,-75,-75,-68,-85,-79,-90,-88,-90,-95,-90,-81,-80,-79,-100,-89,-91,-74,-73,-71,-71,-72,-100,-69,-74,-59,-58,-67,-68,-78,-59,-82,-81,-100,-100,-82,-100,-100,-86,-92,-84,-89,-88,-82,-85,-93,-90,-88,-91,-90,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,710,2071906189364
-90,-90,-93,-51,-78,-100,-51,-79,-52,-77,-71,-70,-73,-71,-73,-72,-72,-33,-81,-72,-70,-70,-63,-80,-64,-79,-80,-78,-65,-80,-64,-79,-77,-78,-56,-87,-69,-87,-85,-89,-80,-69,-69,-91,-100,-100,-85,-86,-100,-100,-79,-79,-78,-79,-86,-86,-88,-88,-73,-100,-100,-74,-74,-66,-85,-79,-90,-88,-100,-95,-100,-79,-78,-79,-100,-89,-91,-75,-74,-75,-73,-76,-100,-74,-77,-58,-57,-66,-65,-78,-57,-82,-79,-100,-100,-82,-100,-100,-88,-90,-84,-89,-87,-82,-86,-93,-90,-91,-91,-90,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,710,2078542473945
-90,-90,-93,-52,-80,-100,-53,-79,-52,-80,-73,-72,-73,-71,-72,-74,-73,-32,-86,-70,-71,-71,-63,-80,-64,-78,-79,-79,-65,-80,-64,-79,-78,-79,-57,-87,-68,-87,-85,-90,-88,-70,-68,-91,-100,-100,-85,-87,-100,-100,-78,-74,-78,-79,-87,-86,-87,-86,-74,-100,-100,-73,-73,-71,-85,-76,-90,-88,-100,-90,-100,-81,-80,-81,-100,-89,-91,-74,-77,-75,-74,-72,-100,-72,-75,-60,-59,-72,-69,-84,-60,-82,-79,-100,-100,-82,-100,-100,-86,-89,-84,-89,-89,-82,-86,-93,-90,-91,-91,-90,-89,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,710,2085404300766
-90,-90,-93,-50,-80,-100,-50,-80,-50,-80,-71,-71,-70,-72,-72,-72,-72,-32,-86,-72,-72,-71,-66,-80,-65,-79,-79,-78,-66,-80,-65,-79,-76,-77,-59,-88,-67,-87,-85,-90,-88,-68,-68,-91,-100,-100,-83,-87,-100,-100,-78,-74,-77,-79,-87,-86,-86,-87,-74,-100,-100,-75,-74,-68,-85,-76,-90,-88,-100,-92,-100,-80,-80,-80,-100,-93,-91,-77,-76,-76,-75,-73,-100,-74,-76,-60,-59,-68,-68,-81,-58,-80,-81,-100,-100,-80,-100,-100,-86,-90,-84,-89,-89,-82,-86,-93,-90,-91,-91,-90,-89,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,710,2092266842846
-90,-90,-93,-55,-81,-100,-55,-80,-56,-80,-73,-72,-70,-72,-72,-71,-71,-34,-82,-73,-71,-71,-62,-80,-61,-81,-81,-83,-61,-84,-61,-79,-78,-79,-66,-88,-68,-88,-85,-91,-88,-68,-69,-88,-100,-100,-83,-87,-100,-100,-75,-76,-78,-76,-88,-87,-90,-89,-72,-100,-100,-72,-73,-64,-86,-72,-85,-86,-100,-92,-100,-80,-82,-82,-100,-93,-91,-86,-71,-76,-77,-76,-100,-76,-75,-63,-63,-64,-62,-81,-64,-80,-81,-100,-100,-76,-100,-100,-90,-92,-84,-89,-90,-82,-87,-93,-90,-90,-91,-90,-89,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,688,2123910179084
-90,-90,-93,-57,-82,-100,-54,-82,-56,-82,-74,-73,-71,-72,-71,-70,-70,-37,-81,-71,-71,-70,-69,-84,-70,-82,-82,-82,-69,-83,-70,-84,-78,-79,-60,-88,-71,-88,-81,-91,-81,-71,-70,-88,-100,-100,-83,-84,-100,-100,-75,-74,-78,-73,-87,-88,-87,-88,-73,-100,-100,-74,-74,-64,-86,-72,-85,-87,-100,-92,-100,-81,-83,-83,-100,-93,-91,-75,-75,-71,-76,-77,-100,-77,-75,-64,-65,-64,-63,-81,-64,-78,-78,-100,-100,-76,-100,-100,-83,-89,-84,-89,-90,-82,-86,-93,-86,-92,-91,-90,-89,-86,-86,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,688,2131508451738
-90,-90,-93,-51,-76,-100,-58,-80,-58,-81,-73,-72,-72,-72,-72,-71,-71,-31,-81,-70,-70,-71,-63,-84,-62,-80,-80,-81,-62,-83,-60,-84,-76,-78,-62,-89,-69,-87,-81,-92,-81,-70,-68,-88,-100,-100,-83,-87,-100,-100,-75,-74,-78,-73,-88,-88,-89,-87,-73,-100,-100,-74,-74,-62,-87,-72,-85,-87,-100,-93,-100,-82,-83,-93,-100,-93,-91,-74,-76,-72,-77,-76,-100,-76,-75,-62,-62,-64,-64,-81,-64,-78,-78,-100,-100,-76,-100,-100,-91,-89,-84,-89,-90,-82,-89,-93,-86,-92,-91,-90,-89,-86,-86,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,688,2138277981475
-90,-90,-93,-59,-81,-100,-59,-82,-60,-83,-73,-70,-71,-71,-71,-71,-70,-33,-81,-70,-70,-71,-65,-84,-61,-81,-80,-81,-66,-83,-69,-84,-76,-77,-63,-85,-71,-88,-81,-92,-81,-71,-70,-90,-100,-100,-83,-87,-100,-100,-75,-74,-76,-73,-87,-87,-89,-88,-74,-87,-100,-73,-74,-83,-84,-72,-82,-83,-100,-93,-100,-77,-78,-78,-100,-93,-91,-75,-74,-71,-77,-77,-100,-77,-78,-62,-64,-63,-63,-77,-63,-79,-76,-100,-100,-77,-100,-100,-91,-89,-84,-89,-90,-82,-87,-93,-86,-89,-91,-90,-89,-86,-86,-81,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,688,2145211933295
-90,-90,-93,-57,-81,-100,-58,-81,-56,-80,-72,-72,-71,-72,-71,-71,-70,-34,-81,-74,-73,-73,-70,-84,-64,-82,-80,-80,-67,-85,-66,-84,-79,-78,-63,-88,-71,-87,-81,-92,-81,-71,-72,-90,-100,-100,-83,-85,-100,-100,-74,-74,-78,-73,-88,-88,-89,-88,-74,-87,-100,-73,-74,-63,-84,-72,-82,-83,-92,-91,-100,-78,-75,-77,-100,-93,-91,-75,-73,-74,-78,-79,-100,-78,-77,-63,-63,-63,-62,-77,-62,-80,-76,-100,-100,-77,-100,-100,-88,-92,-84,-89,-90,-82,-88,-93,-85,-90,-91,-90,-89,-84,-86,-81,-81,-80,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,688,2151590165480
-90,-90,-93,-58,-80,-100,-58,-83,-59,-82,-71,-70,-69,-71,-70,-70,-70,-30,-81,-73,-73,-72,-69,-87,-68,-79,-80,-81,-69,-83,-65,-86,-76,-76,-63,-87,-70,-88,-81,-94,-81,-70,-70,-90,-100,-100,-83,-85,-100,-100,-73,-74,-75,-74,-90,-88,-90,-87,-71,-87,-100,-73,-71,-64,-84,-81,-82,-84,-91,-89,-91,-78,-75,-77,-100,-93,-91,-75,-76,-73,-76,-77,-100,-76,-76,-64,-62,-64,-64,-80,-63,-80,-77,-100,-100,-77,-100,-100,-88,-89,-84,-89,-91,-82,-88,-93,-86,-92,-91,-90,-89,-84,-88,-81,-81,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,688,2158530125113
-92,-89,-94,-48,-79,-100,-56,-81,-56,-80,-67,-67,-73,-68,-71,-71,-70,-33,-82,-71,-71,-72,-58,-78,-59,-84,-82,-81,-59,-77,-60,-77,-74,-75,-59,-85,-74,-85,-84,-85,-82,-75,-74,-86,-100,-100,-80,-86,-100,-100,-84,-84,-75,-74,-86,-86,-87,-88,-73,-87,-100,-75,-85,-67,-82,-71,-82,-83,-89,-89,-89,-83,-81,-83,-100,-90,-91,-78,-75,-71,-70,-72,-100,-70,-76,-72,-71,-66,-66,-81,-72,-79,-77,-100,-100,-77,-100,-100,-87,-90,-84,-89,-89,-80,-84,-100,-86,-90,-100,-100,-100,-84,-88,-79,-81,-80,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,665,2196091827650
-92,-89,-94,-58,-78,-100,-60,-80,-60,-79,-67,-67,-71,-67,-71,-70,-73,-31,-82,-74,-74,-72,-61,-76,-60,-79,-83,-93,-59,-76,-60,-76,-78,-76,-59,-85,-75,-85,-84,-85,-82,-77,-75,-86,-100,-100,-80,-84,-100,-100,-81,-80,-77,-80,-86,-87,-86,-86,-75,-87,-100,-74,-75,-64,-83,-75,-82,-82,-89,-90,-91,-86,-87,-86,-100,-90,-91,-72,-74,-73,-73,-72,-100,-74,-91,-79,-70,-66,-65,-81,-63,-79,-77,-100,-100,-77,-100,-100,-86,-89,-84,-89,-88,-80,-85,-100,-86,-89,-100,-100,-100,-84,-88,-79,-81,-80,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,665,2203055187231
-90,-89,-94,-57,-78,-100,-57,-79,-58,-80,-67,-66,-68,-66,-68,-69,-69,-31,-84,-69,-71,-70,-60,-79,-62,-79,-80,-93,-62,-78,-63,-78,-76,-74,-62,-86,-74,-85,-85,-84,-84,-74,-75,-88,-100,-100,-80,-84,-100,-100,-81,-80,-75,-80,-85,-85,-85,-85,-72,-87,-100,-72,-72,-66,-83,-75,-84,-84,-88,-90,-90,-83,-81,-82,-100,-92,-91,-76,-72,-70,-71,-73,-100,-72,-73,-66,-66,-65,-66,-81,-68,-79,-83,-100,-100,-80,-100,-100,-86,-90,-84,-89,-90,-80,-86,-100,-86,-89,-100,-100,-100,-84,-88,-80,-81,-80,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,665,2209947684312
-90,-89,-94,-60,-79,-100,-58,-79,-59,-78,-67,-68,-73,-67,-73,-71,-71,-39,-83,-75,-72,-73,-62,-77,-63,-81,-82,-81,-62,-76,-64,-76,-74,-75,-60,-87,-74,-86,-84,-83,-84,-73,-73,-88,-100,-100,-81,-84,-100,-100,-81,-82,-75,-81,-85,-85,-86,-86,-73,-87,-100,-73,-73,-65,-82,-77,-82,-82,-86,-87,-88,-84,-85,-86,-100,-93,-91,-76,-74,-70,-71,-72,-100,-72,-73,-65,-64,-65,-66,-87,-72,-82,-81,-100,-100,-81,-100,-100,-85,-90,-84,-89,-90,-80,-87,-100,-86,-89,-100,-100,-100,-84,-88,-93,-79,-76,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,665,2228664346023
-90,-89,-94,-61,-79,-100,-61,-78,-60,-78,-66,-66,-73,-67,-73,-71,-71,-39,-83,-72,-73,-73,-62,-78,-63,-80,-80,-80,-63,-77,-63,-77,-76,-76,-59,-86,-74,-87,-84,-84,-84,-73,-74,-87,-100,-100,-81,-87,-100,-100,-81,-82,-76,-81,-85,-84,-85,-85,-77,-87,-100,-74,-76,-66,-82,-78,-78,-83,-90,-88,-90,-85,-86,-85,-100,-93,-91,-76,-73,-72,-71,-72,-100,-72,-76,-67,-65,-66,-65,-83,-67,-79,-79,-100,-100,-80,-100,-100,-87,-89,-87,-89,-88,-80,-87,-100,-86,-87,-100,-100,-100,-84,-88,-80,-79,-76,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,665,2235759346646
-90,-89,-94,-61,-80,-100,-60,-81,-58,-79,-67,-67,-72,-67,-72,-73,-71,-38,-83,-75,-72,-74,-62,-76,-61,-82,-80,-80,-61,-77,-62,-77,-75,-76,-60,-86,-75,-86,-84,-83,-84,-74,-74,-87,-100,-100,-68,-87,-100,-100,-80,-80,-76,-83,-85,-85,-85,-86,-74,-85,-100,-75,-76,-67,-82,-76,-78,-82,-92,-90,-90,-83,-82,-83,-100,-93,-91,-76,-75,-72,-72,-73,-100,-72,-75,-68,-67,-65,-66,-83,-65,-79,-79,-100,-100,-80,-100,-100,-87,-88,-87,-89,-88,-80,-86,-100,-86,-87,-100,-100,-100,-84,-88,-80,-79,-76,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,665,2242710460185
-90,-89,-92,-66,-79,-100,-66,-80,-67,-76,-67,-67,-69,-69,-68,-86,-68,-30,-83,-73,-70,-70,-59,-81,-62,-82,-76,-79,-61,-82,-62,-82,-77,-77,-60,-85,-74,-86,-84,-89,-84,-74,-74,-90,-100,-100,-68,-87,-100,-100,-83,-84,-77,-84,-83,-84,-83,-84,-64,-85,-100,-66,-66,-62,-81,-75,-81,-81,-92,-91,-90,-77,-75,-77,-100,-91,-100,-71,-73,-73,-70,-71,-100,-71,-75,-65,-68,-61,-61,-83,-71,-79,-79,-100,-100,-80,-100,-100,-88,-89,-87,-89,-88,-80,-85,-100,-86,-87,-100,-100,-100,-84,-88,-80,-79,-76,-87,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,252,642,2270350393508
