38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,b4:5d:50:e1:96:53,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1f:22:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,80:8d:b7:55:3a:41,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,b4:5d:50:e1:96:50,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:30,38:17:c3:19:71:90,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:00:b0,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:09:83,38:17:c3:19:45:a0,38:17:c3:1f:09:93,38:17:c3:1f:09:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:a1,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:19:71:92,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:23,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:1f:08:50,38:17:c3:19:55:40,38:17:c3:19:55:41,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:d7:53,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:42,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:41,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:36:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:df:0e:00,38:17:c3:19:36:31,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:1f:22:20,38:17:c3:19:71:82,00:4e:35:df:0e:11,38:17:c3:19:36:32,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,00:4e:35:df:27:02,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:0e:01,00:4e:35:df:27:01,00:4e:35:df:27:10,00:4e:35:df:27:11,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:df:27:00,9c:d6:43:60:92:e0,x,y,timestamp
-88,-100,-86,-84,-84,-90,-100,-88,-100,-81,-71,-86,-46,-70,-70,-85,-77,-86,-78,-77,-77,-27,-100,-89,-86,-85,-83,-100,-84,-70,-67,-66,-100,-94,-100,-100,-100,-84,-100,-83,-100,-100,-100,-82,-100,-100,-90,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-85,-88,-78,-79,-71,-100,-100,-100,-100,-88,-71,-71,-82,-100,-100,-80,-100,-100,-82,-100,-100,-82,-100,-100,-100,-88,-84,-88,-100,-100,-100,-100,-100,-81,-94,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-100,-100,-100,-67,-64,-100,-100,-100,-83,-81,-100,-100,-100,-72,-70,-73,-67,-100,-100,-100,-84,-84,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-83,-83,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-141,8986622754905
-90,-100,-83,-84,-84,-90,-100,-89,-100,-76,-71,-87,-44,-70,-70,-87,-76,-87,-76,-77,-76,-34,-100,-89,-86,-85,-84,-100,-83,-68,-68,-65,-100,-94,-100,-100,-100,-83,-100,-85,-100,-100,-100,-84,-100,-100,-90,-100,-100,-70,-100,-100,-100,-100,-100,-100,-69,-100,-71,-100,-100,-100,-85,-88,-76,-77,-68,-100,-100,-100,-100,-88,-68,-65,-82,-100,-100,-80,-100,-100,-81,-100,-100,-82,-100,-100,-100,-88,-84,-87,-100,-100,-100,-100,-100,-82,-94,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-100,-100,-68,-68,-100,-100,-100,-85,-81,-100,-100,-100,-76,-75,-79,-68,-100,-100,-100,-85,-85,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-85,-84,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-141,8991954152923
-87,-100,-85,-84,-84,-88,-100,-86,-100,-77,-70,-84,-43,-70,-70,-85,-76,-85,-76,-75,-77,-25,-100,-85,-85,-85,-84,-100,-84,-68,-70,-69,-100,-94,-100,-100,-100,-82,-100,-83,-100,-100,-100,-80,-100,-100,-90,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-85,-88,-77,-77,-70,-100,-100,-100,-100,-88,-71,-71,-77,-100,-100,-77,-100,-100,-80,-100,-100,-82,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-81,-94,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-100,-100,-87,-63,-100,-100,-100,-85,-81,-100,-100,-100,-76,-75,-79,-65,-100,-100,-100,-87,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-84,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-141,8996999994119
-88,-100,-82,-82,-83,-85,-100,-87,-100,-78,-68,-86,-45,-70,-70,-85,-77,-87,-77,-78,-76,-26,-100,-86,-87,-85,-85,-100,-85,-65,-70,-66,-100,-91,-100,-100,-100,-85,-100,-85,-100,-100,-100,-87,-100,-100,-90,-100,-100,-72,-100,-100,-100,-100,-100,-100,-71,-100,-73,-100,-100,-100,-84,-84,-78,-79,-69,-100,-100,-100,-100,-88,-70,-69,-78,-100,-100,-76,-100,-100,-76,-100,-100,-89,-100,-100,-100,-90,-88,-85,-100,-100,-100,-100,-100,-80,-94,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-100,-100,-65,-64,-100,-100,-100,-87,-81,-100,-100,-100,-76,-75,-79,-63,-100,-100,-100,-86,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-84,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-141,9002302535524
-87,-100,-82,-82,-83,-90,-100,-88,-100,-79,-69,-86,-44,-70,-67,-85,-78,-87,-79,-78,-80,-26,-100,-86,-87,-85,-83,-100,-83,-66,-65,-64,-100,-91,-100,-100,-100,-82,-100,-83,-100,-100,-100,-82,-100,-100,-90,-100,-100,-70,-100,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-84,-84,-77,-78,-72,-100,-100,-100,-100,-88,-71,-72,-79,-100,-100,-80,-100,-100,-78,-100,-100,-89,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-81,-94,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-65,-63,-100,-100,-100,-87,-81,-100,-100,-100,-76,-76,-76,-66,-100,-100,-100,-86,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-85,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-141,9007502103907
-92,-100,-82,-82,-83,-91,-100,-91,-100,-80,-71,-83,-43,-71,-70,-85,-75,-85,-75,-75,-74,-24,-100,-86,-87,-85,-88,-100,-91,-66,-67,-65,-100,-91,-100,-100,-100,-89,-100,-90,-100,-100,-100,-85,-100,-100,-90,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-84,-84,-80,-81,-75,-100,-100,-100,-100,-100,-74,-75,-78,-100,-100,-78,-100,-100,-81,-100,-100,-89,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-84,-94,-90,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-64,-63,-100,-100,-100,-87,-78,-100,-100,-100,-72,-73,-71,-63,-100,-100,-100,-86,-87,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-89,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-163,9038158375874
-89,-100,-88,-86,-87,-91,-100,-87,-100,-81,-71,-87,-43,-70,-69,-87,-75,-87,-75,-74,-75,-25,-100,-86,-87,-85,-89,-100,-90,-71,-68,-68,-100,-91,-100,-100,-100,-89,-100,-89,-100,-100,-100,-85,-100,-100,-93,-100,-100,-73,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-86,-86,-81,-81,-71,-100,-100,-100,-100,-86,-72,-73,-81,-100,-100,-78,-100,-100,-78,-100,-100,-89,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-66,-67,-100,-100,-100,-87,-81,-100,-100,-100,-72,-73,-75,-68,-100,-100,-100,-87,-87,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-88,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-163,9043323204831
-85,-100,-88,-86,-87,-86,-100,-86,-100,-78,-70,-89,-42,-70,-71,-89,-74,-89,-74,-76,-74,-25,-100,-86,-87,-85,-89,-100,-87,-70,-69,-73,-100,-91,-100,-100,-100,-87,-100,-87,-100,-100,-100,-89,-100,-100,-93,-100,-100,-71,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-86,-86,-79,-80,-71,-100,-100,-100,-100,-86,-70,-72,-78,-100,-100,-91,-100,-100,-78,-100,-100,-89,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-83,-100,-90,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-66,-66,-100,-100,-100,-87,-77,-100,-100,-100,-72,-74,-75,-63,-100,-100,-100,-87,-87,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-85,-86,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-163,9048488889308
-89,-100,-88,-86,-87,-86,-100,-86,-100,-78,-70,-89,-43,-70,-71,-90,-76,-88,-76,-76,-76,-28,-100,-86,-87,-85,-89,-100,-87,-71,-68,-70,-100,-91,-100,-100,-100,-89,-100,-87,-100,-100,-100,-81,-100,-100,-93,-100,-100,-70,-100,-100,-100,-100,-100,-100,-72,-100,-69,-100,-100,-100,-86,-86,-77,-78,-70,-100,-100,-100,-100,-86,-70,-71,-78,-100,-100,-77,-100,-100,-77,-100,-100,-88,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-84,-100,-90,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-77,-100,-100,-100,-100,-66,-65,-100,-100,-100,-89,-77,-100,-100,-100,-72,-74,-75,-63,-100,-100,-100,-87,-88,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-89,-91,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-163,9053723850191
-89,-100,-88,-86,-87,-86,-100,-86,-100,-80,-70,-88,-43,-72,-70,-88,-76,-87,-75,-76,-76,-25,-100,-86,-87,-85,-85,-100,-86,-71,-70,-69,-100,-91,-100,-100,-100,-85,-100,-86,-100,-100,-100,-81,-100,-100,-93,-100,-100,-71,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-86,-86,-80,-80,-71,-100,-100,-100,-100,-86,-72,-72,-81,-100,-100,-80,-100,-100,-80,-100,-100,-88,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-85,-100,-90,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-72,-100,-100,-100,-100,-68,-65,-100,-100,-100,-89,-81,-100,-100,-100,-72,-74,-74,-67,-100,-100,-100,-87,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-88,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-163,9058689414512
-89,-100,-88,-86,-87,-86,-100,-86,-100,-77,-70,-90,-43,-71,-72,-89,-75,-88,-76,-75,-76,-27,-100,-86,-87,-85,-85,-100,-86,-70,-70,-69,-100,-91,-100,-100,-100,-87,-100,-87,-100,-100,-100,-81,-100,-100,-89,-100,-100,-71,-100,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-86,-86,-77,-78,-70,-100,-100,-100,-100,-86,-70,-70,-77,-100,-100,-80,-100,-100,-79,-100,-100,-88,-100,-100,-100,-90,-90,-86,-100,-100,-100,-100,-100,-81,-100,-90,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-100,-65,-65,-100,-100,-100,-89,-84,-100,-100,-100,-73,-73,-74,-64,-100,-100,-100,-87,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-88,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-163,9062352462480
-89,-100,-88,-86,-87,-86,-100,-86,-100,-80,-75,-91,-44,-74,-74,-92,-75,-91,-83,-84,-84,-26,-100,-86,-87,-85,-88,-100,-91,-75,-75,-76,-100,-85,-100,-100,-100,-90,-100,-89,-100,-100,-100,-84,-100,-100,-89,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-86,-86,-81,-80,-70,-100,-100,-100,-100,-86,-70,-70,-79,-100,-100,-80,-100,-100,-80,-100,-100,-88,-100,-100,-100,-90,-90,-86,-100,-100,-100,-100,-100,-83,-92,-90,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-100,-59,-60,-100,-100,-100,-89,-84,-100,-100,-100,-72,-70,-73,-62,-100,-100,-100,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-88,-87,-100,-100,-100,-100,-84,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-185,9136855586878
-89,-100,-88,-86,-87,-90,-100,-91,-100,-78,-74,-90,-45,-74,-74,-89,-84,-90,-83,-84,-86,-25,-100,-86,-87,-85,-86,-100,-85,-71,-72,-71,-100,-93,-100,-100,-100,-86,-100,-86,-100,-100,-100,-84,-100,-100,-89,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-86,-86,-78,-78,-72,-100,-100,-100,-100,-86,-74,-73,-83,-100,-100,-83,-100,-100,-83,-100,-100,-88,-100,-100,-100,-89,-90,-88,-100,-100,-100,-100,-100,-81,-92,-90,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-100,-60,-58,-100,-100,-100,-89,-84,-100,-100,-100,-73,-74,-74,-58,-100,-100,-100,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-88,-85,-100,-100,-100,-100,-84,-86,-87,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-185,9142264466251
-89,-100,-88,-86,-87,-88,-100,-91,-100,-80,-74,-87,-44,-74,-74,-89,-88,-87,-88,-90,-87,-24,-100,-86,-87,-85,-86,-100,-84,-70,-70,-71,-100,-90,-100,-100,-100,-85,-100,-85,-100,-100,-100,-84,-100,-100,-89,-100,-100,-75,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-86,-86,-79,-80,-72,-100,-100,-100,-100,-86,-71,-72,-82,-100,-100,-83,-100,-100,-81,-100,-100,-88,-100,-100,-100,-89,-90,-88,-100,-100,-100,-100,-100,-82,-92,-90,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-100,-57,-57,-100,-100,-100,-87,-84,-100,-100,-100,-76,-73,-73,-57,-100,-100,-100,-87,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-86,-86,-100,-100,-100,-100,-84,-88,-87,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-185,9147705631978
-89,-100,-88,-86,-87,-89,-100,-88,-100,-81,-74,-88,-45,-73,-73,-88,-85,-87,-86,-86,-85,-25,-100,-86,-87,-85,-85,-100,-85,-71,-72,-71,-100,-89,-100,-100,-100,-84,-100,-85,-100,-100,-100,-84,-100,-100,-89,-100,-100,-74,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-86,-86,-80,-81,-75,-100,-100,-100,-100,-86,-88,-74,-82,-100,-100,-83,-100,-100,-81,-100,-100,-88,-100,-100,-100,-89,-90,-88,-100,-100,-100,-100,-100,-84,-92,-90,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-59,-60,-100,-100,-100,-87,-83,-100,-100,-100,-72,-75,-72,-59,-100,-100,-100,-89,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-88,-87,-100,-100,-100,-100,-84,-87,-87,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-185,9153099238539
-89,-100,-86,-86,-87,-89,-100,-88,-100,-78,-73,-89,-46,-73,-72,-87,-85,-86,-86,-86,-85,-26,-100,-86,-87,-85,-85,-100,-85,-71,-72,-72,-100,-89,-100,-100,-100,-84,-100,-84,-100,-100,-100,-85,-100,-100,-89,-100,-100,-73,-100,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-86,-86,-79,-79,-74,-100,-100,-100,-100,-86,-74,-74,-83,-100,-100,-83,-100,-100,-83,-100,-100,-88,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-85,-92,-90,-100,-100,-85,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-60,-58,-100,-100,-100,-89,-80,-100,-100,-100,-73,-74,-74,-58,-100,-100,-100,-87,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-87,-86,-100,-100,-100,-100,-84,-89,-88,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-185,9158527113276
-89,-100,-86,-86,-87,-89,-100,-88,-100,-77,-73,-91,-45,-72,-73,-87,-81,-88,-81,-82,-81,-26,-100,-86,-87,-85,-83,-100,-84,-73,-74,-75,-100,-90,-100,-100,-100,-84,-100,-84,-100,-100,-100,-85,-100,-100,-89,-100,-100,-75,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-86,-86,-77,-78,-75,-100,-100,-100,-100,-86,-74,-73,-83,-100,-100,-83,-100,-100,-80,-100,-100,-88,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-82,-91,-90,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-61,-63,-100,-100,-100,-88,-78,-100,-100,-100,-74,-74,-74,-61,-100,-100,-100,-90,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-86,-86,-100,-100,-100,-100,-84,-88,-88,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-185,9163635912754
-86,-100,-86,-86,-86,-89,-100,-86,-100,-79,-75,-86,-45,-79,-78,-86,-87,-86,-89,-84,-85,-24,-100,-100,-100,-100,-83,-100,-84,-74,-72,-74,-100,-88,-100,-100,-100,-84,-100,-84,-100,-100,-100,-85,-100,-100,-89,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-86,-86,-80,-80,-75,-100,-100,-100,-100,-86,-75,-75,-83,-100,-100,-83,-100,-100,-80,-100,-100,-88,-100,-100,-100,-90,-89,-89,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-78,-100,-100,-100,-100,-64,-64,-100,-100,-100,-88,-78,-100,-100,-100,-71,-73,-74,-64,-100,-100,-100,-90,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-86,-86,-86,-100,-100,-100,-100,-84,-76,-76,-76,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,606,-229,9218886115545
