20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a3,38:17:c3:19:d7:71,38:17:c3:19:36:30,44:48:c1:91:aa:21,38:17:c3:1f:14:01,38:17:c3:1f:1c:10,72:32:b1:3e:1a:b8,38:17:c3:1f:1c:11,80:8d:b7:55:25:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f1,38:17:c3:1a:cf:d0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:31,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:03,38:17:c3:19:36:32,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:29:d0,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,38:17:c3:19:71:92,80:8d:b7:55:39:d1,38:17:c3:19:71:91,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:19:71:80,80:8d:b7:55:39:c1,80:8d:b7:55:29:d1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d2,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,38:17:c3:1f:22:21,x,y,timestamp
-80,-78,-100,-100,-100,-79,-88,-86,-85,-86,-91,-100,-100,-100,-90,-91,-91,-75,-89,-76,-56,-76,-56,-90,-89,-100,-89,-100,-100,-86,-84,-85,-88,-85,-89,-89,-90,-84,-95,-88,-88,-100,-100,-100,-100,-100,-56,-90,-90,-88,-83,-88,-74,-63,-73,-80,-100,-84,-100,-84,-100,-100,-90,-100,-83,-85,-79,-63,-100,-91,-100,-89,-49,-90,-87,-89,-100,-84,-86,-100,-87,-100,-100,-92,-95,-81,-71,-85,-83,-81,-86,-100,-100,-84,-100,-100,-73,-100,-78,-100,-100,-100,-100,-90,-100,-89,-86,-100,-86,-87,-86,-87,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,642,1160207458357
-80,-78,-100,-100,-100,-79,-86,-86,-85,-86,-88,-89,-89,-100,-90,-91,-91,-85,-91,-84,-49,-84,-49,-90,-89,-100,-91,-100,-100,-86,-84,-89,-85,-85,-83,-89,-90,-84,-95,-88,-88,-100,-100,-100,-100,-100,-51,-90,-90,-87,-85,-86,-74,-64,-73,-80,-100,-84,-100,-84,-100,-100,-90,-100,-83,-83,-80,-63,-100,-91,-100,-89,-63,-90,-86,-86,-100,-84,-85,-100,-87,-100,-100,-92,-95,-83,-78,-85,-83,-82,-84,-100,-100,-86,-100,-100,-73,-100,-78,-100,-93,-100,-100,-90,-100,-89,-86,-100,-86,-87,-87,-87,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,642,1164022839971
-80,-78,-100,-100,-100,-79,-89,-86,-85,-86,-88,-89,-89,-100,-90,-91,-89,-76,-89,-74,-57,-76,-56,-88,-89,-100,-89,-100,-100,-85,-86,-88,-88,-86,-88,-89,-90,-84,-95,-88,-88,-100,-100,-100,-100,-100,-58,-90,-90,-85,-70,-85,-85,-70,-85,-69,-100,-69,-100,-70,-100,-100,-90,-100,-84,-83,-77,-72,-100,-91,-100,-89,-59,-90,-86,-85,-100,-89,-90,-100,-87,-100,-100,-92,-95,-82,-78,-89,-82,-82,-84,-100,-100,-88,-100,-100,-84,-100,-78,-100,-93,-100,-100,-90,-100,-89,-84,-100,-88,-87,-87,-87,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,642,1167827795646
-80,-78,-100,-100,-100,-79,-87,-86,-85,-86,-88,-89,-89,-100,-90,-91,-88,-81,-90,-81,-56,-80,-58,-89,-89,-100,-89,-100,-100,-87,-86,-88,-84,-86,-84,-89,-90,-91,-95,-88,-88,-93,-100,-100,-100,-100,-57,-90,-90,-88,-84,-87,-85,-61,-85,-83,-100,-83,-100,-84,-100,-100,-90,-100,-85,-83,-79,-61,-100,-91,-100,-89,-61,-93,-89,-87,-100,-86,-87,-100,-87,-100,-100,-92,-95,-84,-86,-87,-84,-86,-87,-100,-100,-84,-100,-100,-84,-100,-78,-100,-93,-100,-100,-90,-100,-89,-84,-100,-88,-87,-88,-88,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,171,642,1171641728405
-80,-78,-100,-100,-100,-79,-87,-86,-85,-86,-88,-89,-89,-100,-90,-91,-88,-79,-90,-79,-51,-80,-51,-89,-89,-100,-89,-100,-100,-84,-84,-84,-85,-86,-85,-92,-90,-91,-95,-88,-88,-93,-100,-100,-100,-100,-50,-90,-93,-88,-86,-88,-84,-59,-85,-82,-100,-83,-100,-83,-100,-100,-90,-100,-83,-83,-79,-60,-100,-91,-100,-89,-60,-93,-87,-87,-100,-86,-88,-100,-87,-100,-100,-92,-95,-77,-78,-89,-78,-78,-87,-100,-100,-87,-100,-100,-85,-100,-78,-100,-93,-100,-100,-90,-100,-89,-84,-100,-88,-86,-88,-90,-89,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,642,1219724127345
-80,-78,-100,-100,-100,-79,-87,-86,-85,-86,-88,-89,-89,-100,-90,-91,-88,-78,-90,-79,-50,-79,-50,-89,-89,-100,-89,-100,-100,-87,-85,-87,-82,-87,-81,-92,-90,-91,-95,-88,-88,-93,-100,-100,-100,-100,-50,-90,-93,-88,-86,-88,-84,-61,-85,-82,-100,-83,-100,-83,-100,-100,-90,-100,-82,-81,-79,-62,-100,-91,-100,-89,-62,-93,-88,-87,-89,-86,-88,-89,-86,-100,-100,-92,-95,-79,-77,-90,-79,-78,-87,-88,-100,-87,-100,-100,-85,-100,-78,-100,-93,-100,-100,-90,-100,-89,-84,-100,-88,-87,-87,-88,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,642,1223385896250
-80,-78,-100,-100,-100,-79,-90,-86,-85,-86,-88,-89,-89,-100,-90,-91,-88,-80,-90,-78,-52,-80,-51,-89,-89,-100,-89,-100,-100,-87,-85,-87,-85,-87,-83,-92,-90,-91,-95,-88,-88,-93,-100,-100,-100,-100,-51,-90,-93,-89,-84,-89,-84,-61,-86,-82,-100,-83,-100,-83,-100,-100,-90,-100,-84,-82,-80,-63,-100,-91,-100,-89,-62,-91,-89,-88,-88,-86,-88,-88,-86,-100,-100,-92,-95,-79,-73,-89,-78,-79,-87,-88,-100,-85,-100,-100,-86,-100,-81,-100,-93,-100,-100,-90,-100,-89,-86,-100,-87,-86,-89,-88,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,642,1227192193696
-79,-78,-100,-100,-100,-79,-90,-100,-100,-100,-89,-89,-87,-100,-90,-91,-88,-79,-90,-78,-54,-79,-53,-89,-89,-100,-89,-100,-100,-87,-85,-87,-85,-87,-83,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-53,-90,-93,-89,-74,-88,-87,-61,-86,-70,-100,-73,-100,-72,-100,-100,-90,-100,-84,-82,-81,-61,-100,-91,-100,-100,-61,-91,-87,-88,-88,-86,-88,-88,-86,-100,-100,-92,-95,-79,-79,-89,-78,-79,-87,-88,-100,-85,-100,-100,-86,-100,-84,-100,-93,-100,-100,-90,-100,-89,-84,-100,-88,-86,-90,-89,-90,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,642,1230997237028
-79,-78,-100,-100,-100,-79,-90,-100,-100,-100,-89,-89,-87,-100,-100,-100,-88,-80,-90,-79,-54,-78,-55,-89,-100,-100,-89,-100,-100,-87,-85,-87,-80,-87,-79,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-55,-90,-93,-89,-74,-87,-86,-63,-87,-80,-100,-86,-100,-84,-100,-100,-100,-100,-82,-82,-81,-62,-100,-91,-100,-100,-63,-91,-89,-89,-88,-86,-88,-88,-86,-100,-100,-100,-100,-79,-80,-87,-78,-78,-87,-88,-100,-81,-100,-100,-85,-100,-82,-100,-93,-100,-100,-90,-100,-89,-81,-100,-88,-88,-87,-90,-90,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,642,1234819598641
-79,-78,-100,-100,-100,-79,-90,-100,-100,-100,-89,-89,-87,-100,-100,-100,-88,-80,-90,-79,-54,-79,-54,-89,-100,-100,-89,-100,-100,-86,-86,-84,-83,-86,-84,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-56,-90,-93,-88,-86,-87,-86,-64,-87,-80,-100,-86,-100,-85,-100,-100,-100,-100,-81,-82,-81,-65,-100,-91,-100,-100,-63,-91,-89,-88,-88,-86,-90,-89,-85,-100,-100,-100,-100,-79,-83,-89,-78,-78,-87,-88,-100,-84,-100,-100,-85,-100,-82,-100,-93,-100,-100,-90,-100,-89,-83,-100,-88,-86,-87,-88,-87,-87,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,186,642,1238617141817
-79,-78,-100,-100,-100,-79,-90,-100,-100,-100,-89,-89,-87,-100,-100,-100,-90,-77,-91,-77,-43,-77,-42,-91,-100,-100,-91,-100,-100,-86,-86,-89,-81,-89,-79,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-42,-90,-93,-85,-86,-85,-86,-52,-87,-80,-100,-85,-100,-84,-100,-100,-100,-100,-79,-82,-82,-52,-100,-91,-100,-100,-53,-91,-88,-86,-88,-86,-89,-89,-85,-100,-100,-100,-100,-79,-82,-89,-79,-79,-87,-88,-100,-79,-100,-100,-85,-100,-82,-100,-93,-100,-100,-90,-100,-89,-83,-100,-88,-86,-85,-88,-87,-88,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,642,1275457931282
-79,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-89,-86,-100,-100,-100,-89,-75,-90,-75,-44,-75,-44,-88,-100,-100,-88,-100,-100,-91,-86,-88,-79,-89,-79,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-45,-90,-93,-88,-84,-88,-86,-51,-87,-81,-100,-86,-100,-84,-100,-100,-100,-100,-79,-82,-82,-52,-100,-91,-100,-100,-51,-91,-89,-89,-88,-86,-89,-89,-89,-100,-100,-100,-100,-81,-80,-89,-80,-81,-87,-88,-100,-79,-100,-100,-85,-100,-82,-100,-93,-100,-100,-90,-100,-89,-83,-100,-88,-86,-89,-91,-90,-89,-85,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,642,1279235801124
-79,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-89,-86,-100,-100,-100,-90,-80,-88,-80,-45,-79,-44,-88,-100,-100,-88,-100,-100,-89,-86,-90,-80,-89,-79,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-44,-90,-93,-89,-85,-89,-86,-51,-87,-82,-100,-84,-100,-83,-100,-100,-100,-100,-77,-82,-82,-51,-100,-91,-100,-100,-51,-91,-91,-88,-88,-86,-87,-89,-89,-100,-100,-100,-100,-78,-80,-86,-77,-76,-87,-88,-100,-79,-100,-100,-85,-100,-84,-100,-93,-100,-100,-90,-100,-89,-87,-100,-85,-86,-89,-91,-90,-89,-85,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,642,1283028823936
-79,-100,-100,-100,-100,-100,-91,-100,-100,-100,-89,-89,-86,-100,-100,-100,-90,-73,-92,-74,-42,-75,-42,-88,-100,-100,-92,-100,-100,-89,-86,-88,-79,-89,-79,-92,-90,-89,-95,-100,-100,-93,-100,-100,-100,-100,-42,-90,-93,-88,-85,-87,-87,-51,-87,-84,-100,-84,-100,-84,-100,-100,-100,-100,-83,-82,-82,-51,-100,-91,-100,-100,-52,-90,-88,-87,-88,-86,-87,-89,-89,-100,-100,-100,-100,-79,-83,-86,-79,-80,-87,-88,-100,-80,-100,-100,-90,-100,-85,-100,-93,-100,-100,-90,-100,-89,-87,-100,-85,-86,-89,-89,-89,-89,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,642,1286811922684
-79,-100,-100,-100,-100,-100,-91,-100,-100,-100,-89,-89,-86,-100,-100,-100,-90,-75,-90,-74,-43,-74,-43,-88,-100,-100,-90,-100,-100,-87,-86,-88,-90,-86,-82,-92,-90,-89,-94,-100,-100,-93,-100,-100,-100,-100,-42,-90,-93,-85,-85,-86,-86,-53,-88,-86,-100,-82,-100,-84,-100,-100,-100,-100,-82,-82,-90,-52,-100,-91,-100,-100,-52,-90,-86,-85,-88,-86,-90,-89,-90,-100,-100,-100,-100,-79,-85,-86,-80,-79,-87,-88,-100,-82,-100,-100,-90,-100,-85,-100,-93,-100,-100,-90,-100,-89,-87,-100,-85,-83,-90,-89,-89,-90,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,642,1290609027370
-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-89,-89,-86,-100,-100,-100,-90,-74,-92,-72,-42,-74,-43,-88,-100,-100,-91,-100,-100,-89,-86,-88,-82,-86,-82,-92,-100,-89,-94,-100,-100,-93,-100,-100,-100,-100,-43,-100,-92,-84,-84,-85,-86,-52,-88,-85,-100,-85,-100,-84,-100,-100,-100,-100,-82,-82,-90,-52,-100,-91,-100,-100,-52,-90,-85,-85,-88,-86,-88,-89,-90,-100,-100,-100,-100,-79,-86,-88,-79,-79,-87,-88,-100,-80,-100,-100,-90,-100,-85,-100,-93,-100,-100,-90,-100,-89,-87,-100,-85,-83,-90,-90,-90,-90,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,201,642,1294406950650
-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-89,-89,-96,-100,-100,-100,-89,-78,-89,-78,-50,-78,-50,-88,-100,-100,-89,-100,-100,-88,-87,-86,-77,-88,-77,-92,-100,-89,-94,-100,-100,-93,-100,-100,-100,-100,-50,-100,-92,-84,-84,-91,-86,-54,-88,-86,-100,-85,-100,-84,-100,-100,-100,-100,-84,-82,-90,-56,-100,-100,-100,-100,-55,-90,-90,-91,-88,-86,-88,-89,-90,-100,-100,-100,-100,-76,-79,-88,-76,-76,-87,-88,-100,-77,-100,-100,-90,-100,-85,-100,-93,-100,-100,-100,-100,-100,-87,-100,-85,-83,-82,-83,-82,-80,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,216,642,1336382242509
-82,-83,-100,-100,-100,-82,-88,-100,-100,-100,-83,-84,-83,-100,-100,-100,-89,-79,-90,-78,-48,-79,-47,-88,-100,-100,-89,-100,-100,-90,-89,-88,-75,-88,-75,-91,-100,-89,-94,-100,-100,-93,-100,-100,-100,-100,-47,-100,-93,-90,-84,-89,-86,-51,-88,-86,-100,-85,-100,-84,-100,-100,-100,-100,-84,-82,-86,-51,-100,-100,-100,-100,-51,-90,-91,-88,-88,-86,-88,-89,-90,-100,-100,-100,-100,-75,-79,-88,-74,-75,-87,-88,-100,-75,-100,-100,-90,-100,-85,-100,-98,-100,-100,-100,-100,-100,-87,-100,-85,-83,-84,-84,-83,-83,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,216,642,1340161988080
-82,-83,-100,-100,-100,-82,-87,-100,-100,-100,-82,-79,-82,-100,-100,-100,-89,-82,-90,-82,-45,-81,-45,-90,-100,-100,-90,-100,-100,-90,-89,-88,-76,-88,-75,-93,-100,-89,-94,-100,-100,-93,-100,-100,-100,-100,-45,-100,-93,-89,-84,-90,-86,-53,-89,-82,-100,-85,-100,-84,-100,-100,-100,-100,-85,-82,-86,-52,-100,-100,-100,-100,-52,-90,-90,-90,-88,-86,-89,-89,-90,-100,-100,-100,-100,-78,-85,-88,-77,-77,-87,-88,-100,-75,-100,-100,-88,-100,-85,-100,-98,-100,-100,-100,-100,-100,-87,-100,-85,-83,-83,-83,-83,-83,-85,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,216,642,1343958449537
