20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a3,38:17:c3:19:d7:71,38:17:c3:19:36:30,44:48:c1:91:aa:21,38:17:c3:1f:14:01,38:17:c3:1f:1c:10,72:32:b1:3e:1a:b8,38:17:c3:1f:1c:11,80:8d:b7:55:25:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f1,38:17:c3:1a:cf:d0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:31,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:03,38:17:c3:19:36:32,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:29:d0,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,38:17:c3:19:71:92,80:8d:b7:55:39:d1,38:17:c3:19:71:91,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:19:71:80,80:8d:b7:55:39:c1,80:8d:b7:55:29:d1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d2,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,38:17:c3:1f:22:21,x,y,timestamp
-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-78,-81,-80,-100,-100,-100,-100,-83,-100,-83,-64,-83,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-65,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-63,-100,-100,-100,-82,-91,-89,-75,-92,-90,-100,-78,-100,-79,-100,-100,-100,-100,-92,-89,-91,-75,-100,-91,-100,-100,-76,-100,-92,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-68,-72,-92,-69,-68,-100,-100,-100,-66,-90,-100,-89,-100,-94,-100,-89,-100,-100,-100,-100,-100,-49,-90,-72,-72,-67,-68,-68,-68,-73,-79,-79,-78,-87,-88,-86,-86,-89,-88,-93,-89,-86,-91,-88,-92,-92,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,351,642,1853091117156
-100,-100,-100,-100,-100,-90,-93,-100,-100,-100,-81,-78,-78,-100,-100,-100,-100,-84,-100,-83,-63,-83,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-66,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-64,-100,-100,-100,-82,-91,-89,-76,-92,-91,-100,-78,-100,-79,-100,-100,-100,-100,-93,-91,-91,-76,-100,-91,-100,-100,-76,-100,-92,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-68,-75,-92,-68,-68,-100,-100,-100,-67,-90,-100,-89,-100,-94,-100,-88,-100,-100,-100,-100,-100,-68,-90,-72,-72,-68,-68,-70,-68,-73,-80,-80,-80,-86,-86,-86,-86,-89,-88,-93,-89,-86,-91,-88,-92,-92,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,351,642,1856879159029
-100,-100,-100,-100,-100,-90,-93,-100,-100,-100,-79,-81,-81,-100,-100,-100,-100,-82,-100,-83,-63,-83,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-65,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-63,-100,-100,-100,-82,-91,-89,-74,-92,-88,-100,-78,-100,-79,-100,-100,-100,-100,-92,-90,-91,-75,-100,-91,-100,-100,-75,-100,-92,-100,-100,-100,-92,-100,-90,-100,-100,-100,-100,-68,-72,-92,-68,-67,-100,-100,-100,-66,-90,-100,-89,-100,-85,-100,-89,-100,-100,-100,-100,-100,-69,-90,-73,-72,-67,-68,-67,-67,-72,-82,-80,-79,-86,-86,-86,-86,-92,-88,-93,-89,-86,-91,-88,-92,-92,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,351,642,1860670816892
-100,-100,-100,-100,-100,-90,-93,-100,-100,-100,-83,-80,-81,-100,-100,-100,-100,-82,-100,-83,-66,-83,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-67,-100,-100,-100,-82,-91,-89,-70,-92,-89,-100,-78,-100,-79,-100,-100,-100,-100,-89,-89,-91,-71,-100,-94,-100,-100,-70,-100,-92,-100,-100,-100,-92,-100,-91,-100,-100,-100,-100,-69,-74,-92,-70,-68,-100,-100,-100,-69,-90,-100,-89,-100,-85,-100,-90,-100,-100,-100,-100,-100,-72,-90,-78,-79,-68,-69,-68,-68,-78,-80,-79,-80,-85,-86,-85,-85,-87,-85,-89,-89,-86,-100,-100,-92,-92,-91,-91,-92,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,366,642,1896141085420
-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-83,-80,-81,-100,-100,-100,-100,-83,-100,-82,-68,-83,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-68,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-67,-100,-100,-100,-82,-91,-89,-70,-92,-89,-100,-78,-100,-79,-100,-100,-100,-100,-89,-94,-91,-70,-100,-94,-100,-100,-71,-100,-92,-100,-100,-100,-92,-100,-91,-100,-100,-100,-100,-68,-75,-92,-69,-67,-100,-100,-100,-68,-90,-100,-89,-100,-85,-100,-90,-100,-100,-100,-100,-100,-76,-90,-80,-80,-67,-67,-66,-67,-77,-79,-80,-79,-88,-87,-86,-86,-87,-86,-89,-89,-86,-100,-100,-93,-93,-91,-91,-92,-90,-90,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,366,642,1899917325731
-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-83,-80,-81,-100,-100,-100,-100,-83,-100,-83,-67,-83,-66,-100,-100,-100,-92,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-68,-100,-100,-100,-82,-91,-91,-67,-92,-89,-100,-78,-100,-79,-100,-100,-100,-100,-92,-94,-87,-70,-100,-94,-100,-100,-66,-100,-92,-100,-100,-100,-92,-100,-91,-100,-100,-100,-100,-69,-72,-92,-70,-69,-100,-100,-100,-69,-90,-100,-90,-100,-85,-100,-90,-100,-100,-100,-100,-100,-73,-90,-80,-80,-67,-68,-67,-67,-81,-80,-82,-79,-86,-88,-87,-87,-87,-87,-87,-89,-88,-100,-100,-92,-93,-91,-91,-92,-91,-90,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,366,642,1903696623490
-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-83,-80,-81,-100,-100,-100,-100,-84,-100,-83,-67,-84,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-67,-100,-100,-100,-82,-91,-91,-70,-92,-89,-100,-78,-100,-79,-100,-100,-100,-100,-92,-94,-87,-70,-100,-94,-100,-100,-69,-100,-92,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-75,-92,-70,-69,-100,-100,-100,-68,-90,-100,-90,-100,-85,-100,-90,-100,-100,-100,-100,-100,-64,-90,-81,-80,-66,-67,-67,-67,-79,-80,-82,-80,-86,-90,-86,-87,-87,-87,-87,-89,-88,-100,-100,-91,-93,-91,-91,-92,-92,-90,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,366,642,1907488331510
-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-79,-81,-79,-100,-100,-100,-100,-83,-100,-83,-67,-83,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-67,-100,-100,-100,-82,-91,-91,-70,-90,-89,-100,-78,-100,-79,-100,-100,-100,-100,-93,-94,-87,-69,-100,-94,-100,-100,-69,-100,-92,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-70,-77,-92,-69,-71,-100,-100,-100,-69,-90,-100,-91,-100,-85,-100,-91,-100,-100,-100,-100,-100,-74,-90,-78,-78,-67,-67,-67,-67,-81,-80,-80,-80,-86,-88,-86,-87,-87,-87,-87,-89,-88,-100,-100,-94,-94,-91,-91,-92,-92,-90,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,366,642,1911283303748
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-81,-81,-79,-100,-100,-100,-100,-82,-100,-82,-68,-84,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-69,-100,-100,-100,-82,-91,-91,-70,-90,-91,-100,-78,-100,-79,-100,-100,-100,-100,-90,-93,-87,-70,-100,-94,-100,-100,-70,-100,-92,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-69,-74,-92,-69,-68,-100,-100,-100,-68,-90,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-73,-90,-77,-77,-66,-68,-67,-66,-80,-80,-81,-83,-88,-88,-88,-87,-87,-86,-86,-89,-88,-100,-100,-91,-93,-91,-91,-92,-91,-90,-87,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,366,642,1915073759267
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-78,-79,-78,-100,-100,-100,-100,-84,-100,-84,-60,-85,-60,-100,-100,-100,-92,-100,-100,-100,-100,-100,-61,-100,-68,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-60,-100,-100,-100,-82,-91,-91,-74,-90,-91,-100,-78,-100,-79,-100,-100,-100,-100,-90,-91,-87,-72,-100,-94,-100,-100,-74,-100,-92,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-70,-64,-100,-69,-70,-100,-100,-100,-68,-90,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-69,-90,-72,-71,-70,-70,-71,-70,-73,-75,-75,-74,-82,-82,-85,-82,-84,-84,-85,-89,-84,-100,-100,-91,-91,-91,-91,-92,-91,-90,-87,-87,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,642,1971226527110
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-78,-79,-78,-100,-100,-100,-100,-85,-100,-85,-60,-84,-62,-100,-100,-100,-92,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-62,-100,-100,-100,-100,-91,-91,-76,-90,-85,-100,-82,-100,-81,-100,-100,-100,-100,-90,-91,-87,-76,-100,-94,-100,-100,-76,-100,-92,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-69,-69,-100,-69,-69,-100,-100,-100,-63,-90,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-69,-90,-72,-73,-72,-71,-72,-71,-73,-70,-73,-71,-82,-82,-82,-84,-86,-84,-88,-89,-84,-100,-100,-93,-91,-91,-91,-89,-91,-90,-87,-87,-88,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,642,1975018379453
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-80,-80,-78,-100,-100,-100,-100,-86,-100,-85,-62,-85,-60,-100,-100,-100,-92,-100,-100,-100,-100,-100,-63,-100,-61,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-61,-100,-100,-100,-100,-91,-91,-75,-90,-85,-100,-82,-100,-81,-100,-100,-100,-100,-90,-93,-87,-74,-100,-94,-100,-100,-73,-100,-92,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-70,-70,-100,-70,-70,-100,-100,-100,-61,-90,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-71,-90,-74,-76,-71,-70,-72,-70,-74,-73,-74,-72,-84,-83,-84,-83,-85,-84,-88,-89,-83,-100,-100,-93,-91,-91,-91,-89,-91,-90,-87,-87,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,642,1978797478670
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-80,-80,-78,-100,-100,-100,-100,-85,-100,-85,-60,-86,-61,-100,-100,-100,-92,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-91,-75,-90,-85,-100,-82,-100,-81,-100,-100,-100,-100,-90,-90,-87,-75,-100,-94,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-70,-67,-100,-70,-70,-100,-100,-100,-63,-100,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-71,-100,-73,-73,-70,-70,-71,-70,-74,-73,-74,-74,-83,-84,-84,-84,-85,-86,-88,-100,-83,-100,-100,-93,-91,-91,-91,-89,-90,-90,-87,-87,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,642,1982587725544
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-80,-80,-78,-100,-100,-100,-100,-85,-100,-85,-59,-86,-59,-100,-100,-100,-92,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-91,-75,-90,-90,-100,-82,-100,-81,-100,-100,-100,-100,-90,-91,-87,-73,-100,-94,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-70,-69,-100,-69,-70,-100,-100,-100,-63,-100,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-71,-100,-72,-73,-71,-71,-70,-72,-73,-75,-74,-73,-83,-84,-82,-85,-84,-84,-86,-100,-87,-100,-100,-93,-91,-91,-91,-87,-90,-90,-87,-87,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,642,1986472980334
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-80,-80,-78,-100,-100,-100,-100,-86,-100,-85,-60,-85,-60,-100,-100,-100,-92,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-91,-75,-90,-90,-100,-82,-100,-81,-100,-100,-100,-100,-92,-93,-87,-73,-100,-94,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-71,-58,-100,-70,-70,-100,-100,-100,-63,-100,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-71,-100,-74,-77,-72,-73,-72,-71,-74,-73,-76,-74,-83,-83,-84,-84,-84,-84,-90,-100,-85,-100,-100,-93,-91,-91,-91,-87,-90,-90,-87,-87,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,642,1990253318978
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-83,-100,-82,-67,-83,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-91,-78,-90,-90,-100,-82,-100,-81,-100,-100,-100,-100,-92,-93,-87,-75,-100,-94,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-74,-69,-100,-74,-75,-100,-100,-100,-64,-88,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-100,-80,-88,-79,-79,-84,-84,-83,-84,-80,-79,-78,-76,-80,-79,-80,-79,-84,-85,-90,-88,-84,-100,-86,-86,-87,-86,-86,-87,-90,-90,-90,-90,-88,-88,-91,-93,-93,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,396,642,2031134039483
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-81,-81,-80,-100,-100,-100,-100,-85,-100,-84,-67,-85,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-91,-78,-90,-90,-100,-82,-100,-81,-100,-100,-100,-100,-92,-93,-90,-75,-100,-92,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-76,-62,-100,-77,-76,-100,-100,-100,-65,-91,-100,-91,-100,-85,-100,-82,-100,-100,-100,-100,-100,-76,-88,-80,-81,-81,-80,-80,-81,-81,-76,-80,-78,-79,-80,-79,-78,-83,-84,-90,-88,-83,-100,-87,-85,-85,-86,-87,-87,-90,-90,-90,-87,-88,-88,-91,-93,-93,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,396,642,2034923267138
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-85,-100,-85,-68,-84,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-91,-78,-90,-90,-100,-82,-100,-81,-100,-100,-100,-100,-92,-89,-90,-78,-100,-92,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-75,-61,-100,-77,-76,-100,-100,-100,-67,-91,-100,-91,-100,-100,-100,-82,-100,-100,-100,-100,-100,-78,-88,-82,-82,-81,-80,-81,-81,-82,-78,-79,-75,-78,-78,-77,-78,-83,-83,-90,-88,-84,-90,-89,-87,-87,-88,-87,-87,-90,-90,-87,-85,-87,-88,-91,-93,-93,-88,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,396,642,2038720951408
-87,-86,-100,-100,-100,-86,-86,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-86,-100,-85,-68,-86,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-67,-100,-66,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-91,-76,-90,-90,-100,-82,-100,-81,-100,-100,-100,-100,-89,-91,-90,-76,-100,-92,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-76,-68,-100,-77,-76,-100,-100,-100,-66,-90,-100,-91,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-88,-80,-82,-80,-81,-81,-81,-82,-78,-77,-78,-78,-78,-78,-78,-82,-84,-90,-88,-84,-90,-89,-90,-87,-86,-87,-87,-90,-90,-87,-85,-87,-88,-91,-93,-92,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,396,642,2042528667292
